text	label	category
Innum 5 thavana kandath njan mathramano	1	Positive
Mazz ikka  mazz bgm  Katta waiting  I am waiting.......	1	Positive
Nala fan show kk ponavar adi like	2	unknown_state
ikka and rajuettan... uff goose bumps	1	Positive
Sound athu screenil kanam  lalettan polikkum	1	Positive
Ine lucifar  loosaavum  illenkil raaja loosakkum ntammo kidu mammookka	1	Positive
Uff Mammookka'$ entry BGM Stunning trailer	1	Positive
Sunny chechiye kannam vanna ver like adike	2	unknown_state
Adaar Love Malayalam Full Movie	1	Positive
Evideyo miss aaya pole pazhaya lalettane thirichu kittiya pole..thaadi vecha pinne..payyan pwoli alle....luv u. .Lalettaa...	1	Positive
Oru superhit unda manakunnavar oru like adiche	2	unknown_state
Ini 8 mani vare...clock nooki irikkanm	2	unknown_state
Nt ikka ingalu verm ikka allatto ponnikkaya  #romanjified	1	Positive
Immathiri mass  Last aa chadi idi super Ethu polikkum  Ikka um pillareum triple  Strong aaa	1	Positive
10 M aakum ennu orappollavar adi like	2	unknown_state
Anttemoo anthayith akkee kudee oru koritharip	1	Positive
Prithividae padam nalla kaaryam but manju indallo  .. pottumennu urappu!	1	Positive
Aa chekkan polikan ulla ella chance um kanunnund	1	Positive
Superb Laletta .....Love you lotsssss......Othiri ishtam Lalettane	1	Positive
Ithinokke dislike adichavanmare okk adichu kollanamm ettan uyirr	0	Negative
Ikka poliyhanu ithreyum prayathil inghanew okke nikkunillew ikka vere level annu poli ahh ikka	1	Positive
100K LIKES WITHIN 2 HOURS  GAME CHANGER MOVIE OF MOLLYWOOD	4	not-malayalam/tamil
Ayippan poli an muthe ni an muthe hero ayappan fans like	1	Positive
Maamangam trailer kanditt vannavar like adi	2	unknown_state
Odi vidyakal kannan kathu nilkukyanu laletta	1	Positive
Potta padam 2million views polum illatha ee oola padam potti paaleesavum.  Antony perumbaavoor kuthuvaala Edukentiverum. {not an ikka fan}	1	Positive
Ente anna oru rakshaym ella.... Adipwoli	1	Positive
Bgm .. repeat mode .. njan maathram aano?	1	Positive
Ithilum mikacha trailer swapnangalil mathram	1	Positive
17k view 100k like 10k dislike.....ithengane......🤣	2	unknown_state
Mass odiyan Mass kollamass kattaa waiting kidilam	1	Positive
Katta katta katta katta waiting....cant wait man	1	Positive
Daivam oroon kond varum... Ennit pottipoliyum... Verute collection kittan vendiii advertisement🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	0	Negative
Mar 28  katta waiting         'L'	1	Positive
Mammookka fans like adikk pattumenkil ente channel subscribe cheyyuka	2	unknown_state
innale night 189k like undayirunnu. today 129k entha ithu	2	unknown_state
Raja sollath polle umbum sollathu mattam umbum #ONE AND ONLY KING#L	4	not-malayalam/tamil
Anthamaaya thaara aaradana aaswadana nilavara thakarchayude soochanayanu. Cinemaye swathanthravum kalaaparavumayi veekshikunna oru yuva janathayeyanu malayala cinemak aavashyam	1	Positive
Entho ishtam aanu ellarkum ee Ittimaniye	1	Positive
ikkaa polichu.. big b mood poli bgm	1	Positive
Machane pwolii item inka pwolikkum.   Thakarkkum	1	Positive
Kiduvo kidu.... .. onnum parayan illaa ...	1	Positive
Padma innaanu kande	1	Positive
Ethippoo കൂതറയിലെ   mohanlalinte make over aayinda...	1	Positive
Laletta adich policho laletta Nigaloru muthaan ie padam Vijayikom nokiko apo	1	Positive
Kgf kaanada	2	unknown_state
6.4k dislike ... Ijjathii rodhanam annaloo ....	0	Negative
Powlichu	1	Positive
LuCIfeR        polichu poli	1	Positive
here leonardo dicarpio in thalai viduthalai song	4	not-malayalam/tamil
Hoping for a good movie after anuragakarikin vellam	4	not-malayalam/tamil
Soubinum Suraj ettanum polichuuuu padam poliiiii  oru family ayittum kannan pattiya nalla padaaammm	1	Positive
E... Nanjankottayil aarudeyumkanneroppan vannavanalla njan... Ennal karayikunnavanteyokkry Tala njan adichupolikum...   Kidu kidu kidu mass punch dialouge....	1	Positive
Viewers 16k like 85k ithengane 🤔	2	unknown_state
Raja 100 cr urappullavar adi like	2	unknown_state
Mammokka Ennum oru lahariyaanu.Annum Ennum athbudappeduttiyittey ullu. Padam oru vambhan hittakum..minimum 250cr  kadakkum..lookam vaaythum mammotty enna	1	Positive
Acting ഒരു രക്ഷയും illa.... baki illathoke pinne	1	Positive
Ivide Palakkad Jayettan Fans club nnu ashamsakal!!! Adichal romam ennikum athaanu Thrissur pooram	1	Positive
പടം പൊളിക്കും HBD mammokka       By Die hard ettan fan	1	Positive
Releaseinu 1 week munne ithu onnum koodi kanan vannavar undo?	2	unknown_state
Usha udup paadiya lucifer anthem ethanu? Padathil kandilallo.. Arkenkilum ariyo..?	2	unknown_state
Mobile phonil kadapoolee ekkane ??appole theateril anakilo	2	unknown_state
Edayk edayk views nokan varunath njan mathram aano🤔	2	unknown_state
Onnum parayan illa laletta u trigger again ...	1	Positive
Dae Ajithaaa copy adikathada Mohan Lal	4	not-malayalam/tamil
Kfc chicken vekkaan kayariyappol	1	Positive
oru moideenum  katinintavila odiyan vendi	2	unknown_state
Gilla plus loham plus ramaleelaa...naariya kopi adiii	0	Negative
Dear Mammookka	1	Positive
Onnil kuduthal kanda trailer ambooo powli....	1	Positive
HAPPY BIRTHDAY MAMMOOKA BY ETAN FAN	4	not-malayalam/tamil
Ramesh pisharadi aanu director ennu kettapo valippu padam aakumennu karuthi..trailer kandapo mosamakilla ennoru prithisha vannu..	1	Positive
Official trailer release aakunnathinu mumbe dislike adikkan kure mammunni fans oolakal..	0	Negative
Watching again and again and again and again  for mammookkaa	4	not-malayalam/tamil
By the by  Prithviraj &suraj ??	1	Positive
As a mammokka fan trailer kidukki padam nalla oru vijayamayi theeratte	1	Positive
Youtube hang avan ready ayiko L	2	unknown_state
ippo mansilai e padam 8 nilayil pottum	0	Negative
FDFS book cheyyum ennu urappullavar ivde likikkoo	2	unknown_state
Oohh my Godddd	4	not-malayalam/tamil
Onnu urappa full entertainment movie yaa.. Yente ponnu ikka fans onnu kaddak pidichaal oru blockbuster engu poorum ....	1	Positive
Lalettan - Prithivi combo vera level...  Pwolichu Lalettan & Prithivi fans like adiku makkale	1	Positive
Like kuddunnu onnd pakshe views kuddethe enthaa	2	unknown_state
Mammooka die Hard fans LIKE adichu polikk ith logam kaathu ninna RAJA yude varav ith polikkum	1	Positive
29K Dislike adichavar Padam kandu kaanum lo... Oro Dhurendhangal...	0	Negative
Alinje polinja trailer.. odiyan aakumo ?? 🤓🤓	1	Positive
Padam kandit trailer kanan vannavarundooo	2	unknown_state
Mmk ikkem ettananum ore level aannnu ath vere level	1	Positive
Dialogue pora msmmookka paranjaal onnoode ushaaraayene	0	Negative
trailer kidukki look at the likes	1	Positive
38k views 20k like polichu	2	unknown_state
Tovino.Namak uruttane... Ayyyo adipoki mass muvi ayrkum katta waiting	1	Positive
Direction maarakam prituiraaj nee tanne cheytathaano atho ariyunnavare kondu cheyyichathaano aaraayaalum massayittundu Well job man	1	Positive
Nammda akshay daavin oru like adi	2	unknown_state
Mammookka  Haneef Adeni shaji padoor  Gopi sunder  Mahesh narayanan	2	unknown_state
SECOND BOX OFFICE GROSSER IN MALAYALAM   MEGASTAR MAMMOOKA	4	not-malayalam/tamil
Athoru valya kathaya Mone paranju thudangiyaal oru 10-30kollathe charithram parayendivarum	1	Positive
Ichayan kasari. Kiduki. Porich. Njgal tcr karude swagraya ahagaram	1	Positive
9.6k dislikes from Antony perumbavor ( undaya.......)	4	not-malayalam/tamil
Traileril Oru kidilan surprise undakum ennu visvasikkunnavar like adii..	2	unknown_state
Like nokaan varunnadh njan mathramaano..	2	unknown_state
King is oll ways king 🤙  ഏട്ടൻ ഇഷ്ട്ടം	4	not-malayalam/tamil
Amitha pratheesha vekunila anyway katta waiting #L	1	Positive
full bgm ...  #jjstudioz #kalki	1	Positive
O M G heavy mamookkaa	1	Positive
Nenjinakath Lalettan Nenjuvirich kond parayum numma oru lalettan fan anenn _______________katta waiting	1	Positive
sathyam paranjaal trailer oru maja illaa	1	Positive
Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa	3	Mixed_feelings
Vannu vannu avan vannuIkka love yuu	1	Positive
Evdeyokkeyooo Oru pulimurugan...dadi Girija.. Fight.. Music...... Evdeyokkeyooo 🤔🤔🤔	3	Mixed_feelings
Happy birthday mammukka  gana gandharvan polichadukkum next block bluster	1	Positive
Nte ponnnoooo enthaaa makkkale immmale ikkkkade aaa oru idh🥰🥰🥰	1	Positive
Lalettan fans and prithviraj fans hit like	2	unknown_state
entry istam like for lusifer lalettan	1	Positive
Katta ikka fans indangi like adichu pottiku	2	unknown_state
Oru rakshayumilla.repeated mode on... Njan kandathil vech ettavum best trailer	1	Positive
68 vayassunden oke paranj ingane pattikkale en parayanam sire....	1	Positive
Bilal john kurishingalinte aniyan aano ini	2	unknown_state
arokee ningaldee comentsnu etraa like kittenu nokkan vannu	2	unknown_state
Nov 21 pakkalaam intha kaaliyude aattathe	4	not-malayalam/tamil
Katta pretheekshaaa....... Luv u alla ...	1	Positive
Poram lokham ariyatte HBO Channelil parashiraja kanaichath pole .peranpu pole ikkayilude malayala cinimaye ariyatte .	2	unknown_state
Eeee cinema thanna venuchettan muthaaan muthumaniyaanu	1	Positive
Ente ponno......maranamass item. Kidilan making. Fight apaaram. Sound modulation oru rakshayumilla. Oru adaru item thanne	1	Positive
Hindi movie (old  Darmki dese remek	4	not-malayalam/tamil
Ini vendathu oru 100kodiyanu... athu ithiloode kittatte	1	Positive
0.50 athu nammude Marimayam Unni alle?	2	unknown_state
Padam vere level aaavum.... Mammulaaaal fanz	1	Positive
Teaser pole oombiyilla.... Trailer kidukki....   Lalettan Fan	1	Positive
Kozhopolla	1	Positive
6.3 dislike veru verupp athanne karanam	0	Negative
Ndaapooo ndayee.....inendaa vishuaa....ara ewde padakam pottichee....  uff romanjam_ahangaaram#ikka	1	Positive
Mamangathine  Ajaygopal  fansinde vijayasamsakal.	1	Positive
Ende ponnoe ejathy trailer kandall ariyam ikka ethu rengill ulla allannennu	1	Positive
Njan mathramanoo. Ith veedum veedum kanunnath	1	Positive
Orroo...framintayum quality     Rajuattan magic	1	Positive
Mammootty pwolikkum	1	Positive
Mammookka..... Uff ijjathi .. Ente ponnikkkaa polichuuu.... Katta waiting	1	Positive
Lalettante Adutha  100 Kodi ithayirikkumodiyan  enthaaa sheriyalle	2	unknown_state
Malayalam padam odikkenda takkesil achayn keri telugu padam odichuuuu	1	Positive
Haters pani thodangind makkale.....sahikunnilla avrkithe kanditte..	1	Positive
Ee pani thannaya kure kalamayii cheyunne.pani ariyavunthathu kondaa pidichu nilkunnaaa...mass and class dialogue..luv u ekkaaa	1	Positive
100k likes in 1 hr.	4	not-malayalam/tamil
madhura raja trailer kandu.athinte hangover maran lucifer trailer repeat adichu kandu.ippozha samadhanamaye!	1	Positive
105 k likes.. 17 k views 🤔🤔	2	unknown_state
Raja raja raja...madhura veera raja	1	Positive
Aettanta padathin ikka fansnte ashamsakal 🤗🤗🤗	1	Positive
Yedaa Mamooty poora	0	Negative
I'm from Telangana.  Love you Mohanlal sir .	4	not-malayalam/tamil
avasanethe chadiyulla adi adh polich ikkaaaaaa	1	Positive
RAJA RAJA RAJA MADHURA Veera RAJA	1	Positive
Madhuraraja teasor kandu nalla katta bore ayittu undu. Mammukka ethavana yum Vishnu Unnikrishnan tae boxoffice records vettikkum ennu thonunilla.	1	Positive
Ente Ponno Goosebumps  ... kidu bgm	1	Positive
fans ticket kittiyavar ivide like adii	2	unknown_state
Trending No . 1. Varanam jayettan daaaaaaaaaaa	1	Positive
Pratheeksha nallonam und	1	Positive
Unlike adicha mammunni fansinu irikkatte oru kuthirapavan	0	Negative
Jeyetta padam full undo trailer il?? Sambavam colour aayittundalloo...	1	Positive
Thriller movie	1	Positive
Mamakam Hit Aavum ennulever adi makkale like	2	unknown_state
Family entertainer? Family kk kanan pattatha movie full inner meaning	1	Positive
Sambavam deep freezeril pettu poyi athann	2	unknown_state
Vere Level One  Ikka - Rajuvettan	1	Positive
Entae jeevathil ithrayum pravishyam trailer kanda verae oru cinemayum illa	1	Positive
Kidu frames kidu bgm ellarum kidu look kidu making pinne kidilolkidilan Lalettanum verentha vende heavy	1	Positive
Ethra viewers ayi ennu nokkan varunar arokeya..	2	unknown_state
ith rajuvattante sambil lusipur adaar aitam varunnu MEAGA STAR MAMMUKKAYAN MAKKALE	1	Positive
Njaanum our Tovino enna actora ishtapedunna alu thannaya trailer mass ayitundu but achaayanta soundinu mass effect kurachu kuravaanu	1	Positive
Thalaivaaa 🤩 🤩🤩 🤩🤩 🤩🤩 🤩🤩 🤩🤩 🤩	1	Positive
Madhurarajakku madhuram theereyundakilla bhayankara kaypayirikkum njan panthayam vekkam	1	Positive
Ikkaaaaa. Ingale ennaa level aah. Ee prayathilum body... Muthane	1	Positive
Raju ettan powli	1	Positive
New benchmark in malayalam cinema. ..	4	not-malayalam/tamil
Trailer cut ഒറ്റപേര് editor Donmax വേറെ ലെവൽ	1	Positive
Oh iyalude Ela padavum iyalu jailil kidana anubavavumayi copy Anu Nala pila anu enu kqnikan akum.	0	Negative
innanu movie kandathu.....kidu nnu paranjal pora......kidilokkidilam	1	Positive
Trailer ethanennu mumbu thanne kore peru dislike adichatind Ivanmaaroke aanu e naadinu shapam champu naarikalu	0	Negative
Idvere vere chilar parannadaaannn muruga nee theernnada ennn ..ini nangal mammookka fans sherikkum parayunnnu .....MURUGAAA ....NEE THEERNNADA .IKKA LOVE	1	Positive
Ith surajinte padamaane enne thoniyarvar like adikku	2	unknown_state
sathyam parayalow kaNubol ente police traing kalam ormavarunu	1	Positive
Dislike adichavarod nammal lalettan fans n verum  pucham matrame ullu  Lalettan ishtam Lalettan uyir	1	Positive
50.dhe pravshyem  kandu kolakkolli trailer	1	Positive
Katta ikka fans unddegil like adi..	2	unknown_state
Haha..1.35 il raajuvettane kandavar ivide like adichee	2	unknown_state
Iyaalkkokke cinema nirthi DQ nte makkale nokki veettil irunnoode..?	1	Positive
Enta ponna oru rashayum ila kidu padam	1	Positive
Suraj ettan powli..koode soubin ekka...pine paryano ....katta Waiting anee	1	Positive
Intha trailer ah pathutu nama  thala ajith yabagam vanthavangala like podunga..	4	not-malayalam/tamil
Trailer kandappazhe urappichu padam mass vijayichu	1	Positive
im from mars but i love laletan	1	Positive
Ikkayude johny walker ormma varunnuu vere level	1	Positive
Ithupole oru trailer iniyundakumennu thonunnilla. Superb	1	Positive
IKKA PWOLI BGM oru rakshayum illa	1	Positive
Jayasurya chettan mass lookaaa pakka mass don	1	Positive
Mammookka de adutha 100 kodi padam aayirikkum #UNDA ennu urapp ullavar like adikkada pillere...	1	Positive
6.1k mamunni fans ithe kandu ennu aa dislike button kandapol manasilayi	2	unknown_state
I'm from Tamilnadu...i like mamooty sir.. trailer	4	not-malayalam/tamil
dayav cheyth pretham 3 irakkaruth plzzz athrank unda padamaayirnn pretham 2	0	Negative
Su sugunan su gu sugu su gu suu bug una	2	unknown_state
Avasanam sathya moorthy ips avathorunna mati🤣🤣	1	Positive
Very good movie-making skills in your language.. keep up the good work	4	not-malayalam/tamil
Villain Tovino & vivek oberoi ...( just a guess )	2	unknown_state
Ikka fan aaya Nikku nalla urappundu	1	Positive
Ikka powlichu onnum parayanilla trailer ethanel padam enthakum	1	Positive
To be very frank	4	not-malayalam/tamil
Tovino look. & BGM vere level	1	Positive
bgm korachoode nannaakkayirunnu..fan made bgm poley.....	1	Positive
Pinneum pinneum ithu kaanuna ethra peer und	1	Positive
Laletttaaan fans adichu potikda like button	2	unknown_state
Mass mass pakka masss	1	Positive
Njaan aadym vichaariche punyalan 3 aanenaa	2	unknown_state
Mamangam...nte ammooo marana massss...trailer....   verum item allaaa.... ith oru onnonnara item anuu....ikkaaaaaaa	1	Positive
16k views.. But 56k like.... എപ്പിടി 🤔	2	unknown_state
Ikka bakthanmaar like adi   Ikka istham	2	unknown_state
Teaser ille kittiya mass triller ille kittilla	1	Positive
Madhurarajaykku LUCIFER inte half like polum kittillannu urappullavarkku like adikkan after # madhuraraja trailer	2	unknown_state
Happy birthday mammookkaaaaaaaaa Ilove you   Ganagandharvan waiting	4	not-malayalam/tamil
Dislike adikan mtram Kure per nokiyiriunna polund	0	Negative
1 1/2kaalan police randu kaalukalumayyi veedum	2	unknown_state
Oru pandi padathinte trailer innu irangiyitundu...kandavar onnu parayane..avide ellaam thribilaa🤣🤣🤣	2	unknown_state
Njan oru ikka fan alla paksha as a malayali i am katta weiting for raja 2	1	Positive
Dislike adichavar ettavum valiya oolakal...... bldy idiots...	0	Negative
Karayippikuvo muthe... Happy bday ikka.... Waitg	1	Positive
Eth vetavalliyanmara dislike adiche..	0	Negative
Evan evan lam #maduraya sontham kondaduvathunu vevastha ilama pochuda...	4	not-malayalam/tamil
superb trailer  dileepettan & sidhique ikka best of luck	1	Positive
Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram	0	Negative
Ithu enthanu kilichundan mambazhamb 2 parto..hihi comedy padamanennu thonunnu	0	Negative
Ravile eneet trailer kanan vannavar ndo....	2	unknown_state
Lalletan fansinte ella supportum und ikka.....  Ethu porikum.... Oru samsayavum venda...	1	Positive
ith oru oola padam aayirikum enn manass parayunu	1	Positive
Kalkikku malayalathinte dhathuputhran alluarjun fansite vijayaashamsakal	1	Positive
Ravanan aya avane nerkuner illaathakkan oru maha avatharam thanne vendi varum....poli	2	unknown_state
Fans kaar.... Pls padathinu hype koottaruthu... Ithu oru sadharana cinema yanu... Dayavu cheythu nashippikkaruthu....	2	unknown_state
Trailer kidu aie annulavarkke Likam (onnu likada)	1	Positive
If you are bad im your dad	4	not-malayalam/tamil
Happy birthday Ikka love u  Pratheeshkal athiru kadanu Ganagandarvan keralakara keezhadakum	1	Positive
Oru pooram Trilar Vijariichu Vannappooo oRu Mass Trilar aayiii thoonniyavarr Like Aahdii.....	1	Positive
maarana mass  Raja is back	1	Positive
Big waiting for Mamangam	1	Positive
Trailer kollarkium nu oru pratheeksha ondarinnu...pakshe ithu athukkum mele	1	Positive
Prithviraj Undennu Arinju Trailer Kandavar Like Adiku  1:01 Zayed Masood	2	unknown_state
Eathu nayinte makkal avao dislike adiche	0	Negative
Polichu ikka suppar u r great	1	Positive
Ith ini indian cinema yude mamangam	1	Positive
Madhura Raajaye pottikkum ennavar like adi	2	unknown_state
Dislike um kurayunnu..23k ninnu 13k aayi...appo ee chettatharam kanichathu aaru ennu parayendelloo	0	Negative
Mammookka  unni mukundan  achuthan	2	unknown_state
Ipo tanne 5 vattam kandu vallatoru trailer	1	Positive
Super  bb.  Lalettaaaa	1	Positive
Lucifer lucifer lucifer a10 a10 a10	1	Positive
First l00crore Malayalam film pulimurrukan First 200crore odiyan is loading	1	Positive
Padam kandu.. ennittum veendum tralier kaanan thonunnu.....	1	Positive
@ 1:03	1	Positive
Njanetha parayendath......... Onnum parayaanilaaaaaaa..... Laaaaalettttttttttaaaaaaaaaa.......ummmmmm aaaaaa	1	Positive
Pworich kurach kalangalaayi ijjathi padem Tamil mathram aannu kandirunnath .eni malayalathilum kannaan ulla bhagyem Ind .Poli Poli poli	1	Positive
Next pullikaran stara or uncle loading 🤭	4	not-malayalam/tamil
Trailer  kalaki Pwolichu  madhura raja cenimakku vendi katta waiting	1	Positive
Super trailer cinema kandale  bakkie parayan kaziykka llu	1	Positive
100 k avunnath mumbe kandavar like	2	unknown_state
Ithu pole bgm ulla mass trailer ithu vare iragiyittila .	1	Positive
Music chila sthalangalil alambayi ....dialogue perfection kittunnilla	0	Negative
Ekka @ Madhura Raja	2	unknown_state
Dislike full odiyan kanji fans	2	unknown_state
Odiyante sheenam njnga lalettante piller ee luciferil ang theerkum....	1	Positive
Class trailer	1	Positive
Lalettan illatha eanth sinima le makkale kodk like	1	Positive
Rajuvetta ningal maranmass love you oru great success avate....	1	Positive
Lucifer movie kanditt  ethil comment edaan vannavar like adi.....  Mass lucifer lalettan mass	1	Positive
Kidukkachi  laletta ningal mass alla kolamassanu	1	Positive
Age  68    mammmukka da	1	Positive
Kaaneda പിള്ളേരെ..  100K Views & 34K Likes in 5 Minutes  60K likes in 15 Minutes	4	not-malayalam/tamil
Soubin achanod vazhakakakunu...achanu sahayathinu robotine soubin set akunu...robotinte koode jeevikuna achan parishkari akunu...achanum makanum onnikunu...subham	1	Positive
Ethu puthu charitharam.	1	Positive
Onnu vegam dec 14 ayya mathiyayirinnu	1	Positive
Kidukachi trailer... Bgm oru rekshayum ella.....	1	Positive
Sathyam paranjaal trailer kandit vella majjeyonnullalla	1	Positive
nee okke ara trousar itt ajandhayil aadhipapam kanumbo njn vitta scean aa idh...yeah mammukaah	2	unknown_state
Hacking likes um Views um koottan nokiyitt moonjipoya mammootti fans evdede.. Oru Maryadhayoke Vendedey	2	unknown_state
Ithu Kolakolli item Lalettan fans kathirunna padam Ith thakarkkum Lalettan fansnu aakosham mmakk pwopichadkkam	1	Positive
Ithu Vera levelakum urappa..... Ela ikka fansinum all best....	1	Positive
Ufffffff ichayaaa pwolich ur die hard fan 4 ever	1	Positive
Adipoly🤩🤩lalettan fan thanne aaganamennilla sharaashari oru cinema premi aayaaal mathi ith kandit romaanjification undaagan🤩🤩🤩🤩🤩kidue !!!	1	Positive
Nalla padam ayirikatte odian pole akathirunnaal madi all the best	1	Positive
Kalam ethra poyallum charithra purushanmare prathinithikarikkan angh kazhiyunnundallo mammooka	1	Positive
Fans show unndavummo?	2	unknown_state
Laalinu pakaram vere oru nadan akamayirunnu lal ithepole orupadu   cheyithittundu	1	Positive
Oooohhhh oru rakshayum illaaaa... Pwolii poppwoliiii  Ingalaan thaaram	1	Positive
Kilichundan maambazhathile slang . Oru matullalaa	1	Positive
Ende ponno 68 vayasaya oraluda body thanneyano ith.... 🤩.. NAMICHU PONNIKKAAAA	1	Positive
Immanuvel pokan pokunna item kikidu hbd mammokka	1	Positive
Katta Dileep Ettan Fans um Ee Movie vijayikyum ennu ullavar Adi like	2	unknown_state
Nanayitunduuu...... trailer kurachu koodi nanakam ayirunu	1	Positive
padam 2 thavana already kandavar aarelum undoo	2	unknown_state
Helen enna perinte vethyastatha kond vannavarundo????	2	unknown_state
Surajettante voice oru podik koodi aged avannu	1	Positive
Rashtriyam	1	Positive
Ividippo Malayalikal kuravanallo  #Lalettan #Prithviraj #Lucifer	1	Positive
120k lyk pakshe 22k views ullu Ntho saangethika thakarar und🤔	2	unknown_state
3:15 am ksa time nu kanunnund bro	2	unknown_state
Minimum 3 Thavana kanathathayi arum kanilla....	1	Positive
Come on india lets make it 8 million....	2	unknown_state
Idh 2 million cross aghanam enn agrahikunnavar adi like	2	unknown_state
Mass nnu paranjaa ikkayaanu.. MASTER of MASSES.. Adaar trailer.. Mammookkaaa	1	Positive
chankurappulla ikka fans vaa 21 nu charithram kurikkum	2	unknown_state
njn kandathl Etavum mikacha trailer yennu thanne prym #ikka <3 .. #Ennum ikka	1	Positive
Kanji fans dis like adichu thakarkkunnudu	2	unknown_state
Ethile fight scene kaanaan akrahikkunnavar like	2	unknown_state
Hpy bdya ma lovely ikka	1	Positive
Ikka fans kuthhy marinjalum luciferinete oru recordum thakarkilla	1	Positive
Nte ponnikkaaa inghal enthinilla porappadilaaa nte ammooo poli	1	Positive
All the best ikka- By a die hard ettan fan	1	Positive
padam kanditt ivida vannavar aarokke ??	2	unknown_state
Ente ammo kidilam trailer  L___ && MR	1	Positive
Katta waiting....  maranamass  trailer......	1	Positive
VOICE MODULATION. THE BEST IN THE WORLD	1	Positive
All the best for movie mamankam...katta lalettan fan...	1	Positive
1:45 enta ponooo ..ota peru Mammootty...	1	Positive
Ejjath oru rakshayum llaaaa katta waiting	1	Positive
Ennik mathram aano 200 cr clubil ee movie keerum enn thoniyath ?	2	unknown_state
kanjikoduthu avasanam.. kill that bastard..our lady superstar	2	unknown_state
vyshak sir trailer search cheythitt kittunilla innala kittiyirinu	4	not-malayalam/tamil
Ith verum mass alla marana mass	1	Positive
Lucciferine pizhutheriyan  ravananaaya aa avatharam varunnu	2	unknown_state
Ente mone al powli ikka ishtam	1	Positive
Appol  lalettante padathinte Record ellam  thakarthu  eriyan pokunnu alle ayikotte malayala  Cinema uratte	1	Positive
Rajuettan and ikka fans  like adi	2	unknown_state
watch all #mohanlal #mammooka fans 🤜🤛	4	not-malayalam/tamil
Trailer kandathode padathinu oru theerumaanayi chali padam	1	Positive
tamil-telungu-malayalam orrumichu  release  cheydhal  valiya orru  sambvam aggum	1	Positive
Ente ponnnnoooooo.... Vere level	1	Positive
Njan laalettan fana pakshe i love this movie	1	Positive
Pls support me pls       My channel subscribe pls Pls	4	not-malayalam/tamil
Tovino machane fight scene poratto... eniyum valaraan undu	1	Positive
Oru prethikshayillarnu madhuraja but parayathirikan vayya visuals vere lvl	1	Positive
Trailerin otta kurappama ullu njankluda ikkayuda face kandela	3	Mixed_feelings
Varunnathu manthriyo bhadano alla rajavanu rajavu	2	unknown_state
Chechiuede mukham kandu like  cheythavar aroke ikka	1	Positive
Powli trailer  Ikka oru rakshayum illa kidu	1	Positive
I'm didn't blink even for 1sec...	4	not-malayalam/tamil
Jo jeetha wohi sikhandar oke pole undu	1	Positive
Kidilan trailer .. ikka ushaarrr  ithu super hit aakumennu urappichavar ivide chumma likeetu pokko..	1	Positive
Katta waiting for mahuraja entry Like adikku makkalaee	1	Positive
Lalettan Masss Lalettan ki jaiii	1	Positive
YouTube nde kaat poyirikkugayaan.. 1 manikkoor aayi ithuvare YouTube nde hang maariyittilla..🤣🤣	2	unknown_state
Lucifer ini kandam vayi odedi varum	2	unknown_state
laletta polliku full support annu	1	Positive
Mohanlal stunning look with kgf bgm	1	Positive
Ella Lalettan chunkum oru like adikoo ivide.....pinne ee chanelum onnu subscribe cheyoo	2	unknown_state
.35 oru pulimurukan touch vannu .enthayaalum sambavam kidkeetund	1	Positive
Mamooka we love u so much..	1	Positive
E jathi trailer pahaya nee sulaimanalla hanumana... hanuman	2	unknown_state
1.30 manoj K jayan  Mammookka walk	1	Positive
Karalil thakil adichu	2	unknown_state
NEEGA VAA THALAIVARE  #MEGASTAR	4	not-malayalam/tamil
Kalki super hit akum enn Bonny parayan paranju	1	Positive
She look like my angel.. ചിന്നൂട്ടി..	1	Positive
Happy birthday to you mammookka	4	not-malayalam/tamil
4m views + 300k likes + #1 trending - Lallettan	4	not-malayalam/tamil
Last sukumaran chettante photo kandavarkk like adikkanulla sthalam	2	unknown_state
Oru kgf trailer polee.. Lalettan pakkaa massss	1	Positive
Romanjification....!!!! Lalettan Masssssssss...!!!! Manju chechi Vere Level !!!	1	Positive
4.6 M views on 23.03.2019 ::2.07AM	4	not-malayalam/tamil
0:27 trailer ലെ mass dialog	1	Positive
Ithoru malayala cinema k oru vazhithirivu aakatte fanisam marannu support cheyyu	1	Positive
Ufffff.  Pwoli lalattaa... Katta waiting	1	Positive
Enne pole 50praavisham kandavurundagill adi like	2	unknown_state
Tripple strong nnn paranjapam daridryam akumn vjarich....idh takarthuto....waiting...ee prayatilum thalarata aavesham....ingal vallatoru manusyan thanne	1	Positive
Prithviraj undennu aringuu trailer kanan vannavar atraper	2	unknown_state
Mohan laal ke saamne to to dusre sab actors fail ho gaye yaar...kyaa acting ki he yaar..nice movie	4	not-malayalam/tamil
polimass item.. heavy mass... Lalettan	1	Positive
Nte ponno oru rakshayum illatta makinggg......polichu....MAMMOOKKAA	1	Positive
Nammude prithvi amgane veruthe onnum direct cheyillalloo... Lalettante kure nallukalyi irangunnathil aattavum nalla movie....	1	Positive
Raju eattanu nthu Patti... Baki ellavrum ndalo. Ennit egneya rajade story avuva	2	unknown_state
Im from us army i like mammukka action	1	Positive
Prithviraj aanu new character ennu arinjathinu shesham trailer kaanaan vannavar undo? Enkkil like here	2	unknown_state
