id	text	newtext	label	category
ml_sen_320	Semma trailer  Lalettan mass🤘... frm TN.	semma trailer {XXX} trailer lalettan {Positive} lalettan mass {Positive} mass frm {XXX} 	1	Positive
ml_sen_321	Yaar is taraha ki films pura India ma realese honi chiya	yaar is {XXX} is taraha {XXX} taraha ki {XXX} ki films {XXX} films pura {XXX} pura india {XXX} india ma {XXX} ma realese {XXX} realese honi {XXX} 	1	Positive
ml_sen_322	Ayyo dharidhryam.avideyum undada lallettan prescence.qureshi.qureshi abraham.lucifer	ayyo dharidhryamavideyum {XXX} dharidhryamavideyum undada {XXX} undada lallettan {XXX} lallettan prescencequreshiqureshi {XXX} 	1	Positive
ml_sen_323	Dislike adikunna mammunikale	dislike adikunna {Negative} 	0	Negative
ml_sen_324	192k viewers 194k like how it is possible! 🤔🤔🤔	192k viewers {XXX} viewers 194k {XXX} 194k like {XXX} like how {not-malayalam} how it {XXX} it is {not-malayalam} 	4	not-malayalam/tamil
ml_sen_325	Raju Ettan powli BOX tharathu	raju ettan {Positive} ettan powli {Positive} powli box {XXX} 	1	Positive
ml_sen_326	Oru Anya Basha  tharathekoodi role kodukkamayirunnu	oru anya {XXX} anya basha {XXX} basha tharathekoodi {XXX} tharathekoodi role {XXX} 	1	Positive
ml_sen_327	karikk trending 1 ulladtholam vere onnum avde ethan vazhiyilla	karikk trending {XXX} trending 1 {not-malayalam} 1 ulladtholam {XXX} ulladtholam vere {XXX} vere onnum {Positive} onnum avde {XXX} avde ethan {XXX} 	1	Positive
ml_sen_328	Ikka fan Aya Surya Fans like chey	ikka fan {Positive} fan aya {unknown_state} aya surya {XXX} surya fans {not-malayalam} fans like {unknown_state} 	2	unknown_state
ml_sen_329	Jacket..Cooling glass...Car...Slow motion...Pazhaya bomb katha tanne....Hahahaha ..Eyalku madukille ethonnum...	jacketcooling glasscarslow {XXX} glasscarslow motionpazhaya {XXX} motionpazhaya bomb {XXX} bomb katha {XXX} katha tannehahahaha {XXX} tannehahahaha eyalku {XXX} eyalku madukille {XXX} 	2	unknown_state
ml_sen_330	Mohanlal fans like here .... Ettan maaasss aanu	mohanlal fans {not-malayalam} fans like {unknown_state} like here {not-malayalam} here ettan {XXX} ettan maaasss {XXX} 	4	not-malayalam/tamil
ml_sen_331	Views 10M kadakkum ennurappullavar like adi	views 10m {XXX} 10m kadakkum {XXX} kadakkum ennurappullavar {XXX} ennurappullavar like {XXX} 	2	unknown_state
ml_sen_332	kingggg of mollyywooddd.  mass kaa bappppp	kingggg of {XXX} of mollyywooddd {XXX} mollyywooddd mass {XXX} mass kaa {Positive} 	1	Positive
ml_sen_333	Aravindraj rs.(govt:model bhss thycaud	aravindraj rsgovtmodel {XXX} rsgovtmodel bhss {XXX} 	1	Positive
ml_sen_334	Entammmo kidilan teaser.  Like big B....	entammmo kidilan {XXX} kidilan teaser {XXX} teaser like {XXX} like big {XXX} 	1	Positive
ml_sen_335	Kidilam padam..perfct mass class  movie	kidilam padamperfct {XXX} padamperfct mass {XXX} mass class {Positive} 	1	Positive
ml_sen_336	Ikkayude veshapakarchakalude oru pemaari thanne urappikaaaam The face of indian cinema #Megastar	ikkayude veshapakarchakalude {XXX} veshapakarchakalude oru {XXX} oru pemaari {XXX} pemaari thanne {XXX} thanne urappikaaaam {XXX} urappikaaaam the {XXX} the face {not-malayalam} face of {not-malayalam} of indian {not-malayalam} indian cinema {not-malayalam} 	4	not-malayalam/tamil
ml_sen_337	300k kazhinju ini 4oo ill kanam	300k kazhinju {XXX} kazhinju ini {XXX} ini 4oo {XXX} 4oo ill {XXX} 	2	unknown_state
ml_sen_338	Pls forgive me 🥺🥺	pls forgive {XXX} 	1	Positive
ml_sen_339	സണ്ണി chechy fanz adich polikk...	chechy fanz {XXX} fanz adich {XXX} 	2	unknown_state
ml_sen_340	Nice. Jhese bhi pasand aaya ho like Kare	nice jhese {XXX} jhese bhi {XXX} bhi pasand {XXX} pasand aaya {XXX} aaya ho {XXX} ho like {XXX} 	1	Positive
ml_sen_341	Sunny chechine kandavar like adich polikk	sunny chechine {Mixed_feelings} chechine kandavar {XXX} kandavar like {unknown_state} like adich {unknown_state} 	2	unknown_state
ml_sen_342	Mmade Arsha  Arsha as Devi  keri pwolikk mwuthe 🤩	mmade arsha {XXX} arsha arsha {XXX} arsha as {XXX} as devi {XXX} devi keri {XXX} keri pwolikk {XXX} 	2	unknown_state
ml_sen_343	Ikka ingal polikkumveendum veendum kanan thonunnu	ikka ingal {Positive} ingal polikkumveendum {XXX} polikkumveendum veendum {XXX} veendum kanan {Positive} 	1	Positive
ml_sen_344	Kidilan trailer... All da best lalettan.  By a Mammukka fan...	kidilan trailer {Positive} trailer all {XXX} all da {XXX} da best {XXX} best lalettan {not-malayalam} lalettan by {XXX} by a {Positive} a mammukka {XXX} 	1	Positive
ml_sen_345	Mammooka ninghal mass aa pwoli item	mammooka ninghal {XXX} ninghal mass {XXX} mass aa {XXX} aa pwoli {XXX} 	1	Positive
ml_sen_346	Iam lalettan fan but after lalettan am a diehard fan of mamukka Katta waiting	iam lalettan {Positive} lalettan fan {Positive} fan but {Positive} but after {XXX} after lalettan {XXX} lalettan am {XXX} am a {unknown_state} a diehard {not-malayalam} diehard fan {XXX} fan of {not-malayalam} of mamukka {XXX} mamukka katta {XXX} 	1	Positive
ml_sen_347	Janapriyan jail vitt vere kaliyillaa... all the bst tm	janapriyan jail {XXX} jail vitt {XXX} vitt vere {XXX} vere kaliyillaa {XXX} kaliyillaa all {XXX} all the {Positive} the bst {Positive} 	1	Positive
ml_sen_348	Made in kerela	made in {XXX} 	2	unknown_state
ml_sen_349	Çhūñk mammukkakkum vyshakettanum ente big salute  Inganoru mass Padam orukkithannathinu Ikka bhakthans	hk mammukkakkum {XXX} mammukkakkum vyshakettanum {XXX} vyshakettanum ente {XXX} ente big {XXX} big salute {Positive} salute inganoru {XXX} inganoru mass {XXX} mass padam {Positive} padam orukkithannathinu {XXX} orukkithannathinu ikka {XXX} 	1	Positive
ml_sen_350	Captain kunjali sparrow	captain kunjali {XXX} 	2	unknown_state
ml_sen_351	Lucifer lostfer aavandirunna mathiyayirunnu .kandittu adutha floapinulla sakalathum kaanunnundu	lucifer lostfer {XXX} lostfer aavandirunna {XXX} aavandirunna mathiyayirunnu {XXX} mathiyayirunnu kandittu {XXX} kandittu adutha {XXX} adutha floapinulla {XXX} floapinulla sakalathum {XXX} 	1	Positive
ml_sen_352	Ejjathi Padam Innanu Kandathu Lalettan Inglu vere level Anu Ee Age lum Ithrem Meyvazhakkam	ejjathi padam {XXX} padam innanu {XXX} innanu kandathu {XXX} kandathu lalettan {XXX} lalettan inglu {XXX} inglu vere {XXX} vere level {Positive} level anu {Positive} anu ee {XXX} ee age {Positive} age lum {Positive} lum ithrem {XXX} 	1	Positive
ml_sen_353	Addai cinema orma vannath enik mathr am anno??	addai cinema {XXX} cinema orma {Mixed_feelings} orma vannath {unknown_state} vannath enik {unknown_state} enik mathr {XXX} mathr am {XXX} 	2	unknown_state
ml_sen_354	Ettaaaa kandalum kandalum mathi varunnillaaaaaa poli anu kettooooo	ettaaaa kandalum {XXX} kandalum kandalum {XXX} kandalum mathi {XXX} mathi varunnillaaaaaa {XXX} varunnillaaaaaa poli {XXX} poli anu {XXX} 	1	Positive
ml_sen_355	Hindi me b Diya kro trailer ko	hindi me {not-malayalam} me b {XXX} b diya {XXX} diya kro {XXX} kro trailer {XXX} 	4	not-malayalam/tamil
ml_sen_356	You tube 6 mani thottu hanging aanu ethum koodi aavumbol YouTube pottitherikkumo	you tube {unknown_state} tube 6 {XXX} 6 mani {unknown_state} mani thottu {XXX} thottu hanging {XXX} hanging aanu {XXX} aanu ethum {XXX} ethum koodi {XXX} koodi aavumbol {XXX} aavumbol youtube {XXX} 	2	unknown_state
ml_sen_357	Oru rakshem illa.... Lalettan chumma angu polichu..	oru rakshem {Positive} rakshem illa {Positive} illa lalettan {XXX} lalettan chumma {XXX} chumma angu {XXX} 	1	Positive
ml_sen_358	oru raksheille...mammooka love u...boom boom bgm	oru raksheillemammooka {XXX} raksheillemammooka love {XXX} love uboom {XXX} uboom boom {XXX} 	1	Positive
ml_sen_359	Eatho Kure eannangal dislike... Anganeyum Kure eannangal	eatho kure {XXX} kure eannangal {XXX} eannangal dislike {XXX} dislike anganeyum {XXX} anganeyum kure {XXX} 	0	Negative
ml_sen_360	Laletaaa 28 ingu ethaan kaathu nilkunnavar adi like... FDFS locked	laletaaa 28 {XXX} 28 ingu {XXX} ingu ethaan {XXX} ethaan kaathu {XXX} kaathu nilkunnavar {XXX} nilkunnavar adi {XXX} adi like {unknown_state} like fdfs {XXX} 	2	unknown_state
ml_sen_361	Mohanlal fans hit like   #*Love from telugu fans*	mohanlal fans {not-malayalam} fans hit {not-malayalam} hit like {not-malayalam} like love {XXX} love from {not-malayalam} from telugu {XXX} 	4	not-malayalam/tamil
ml_sen_362	Pakka mass movieanagil evide oru like thero	pakka mass {Positive} mass movieanagil {XXX} movieanagil evide {XXX} evide oru {XXX} oru like {unknown_state} 	1	Positive
ml_sen_363	Indrajith LUCIFER ennu paranjappo	indrajith lucifer {XXX} lucifer ennu {XXX} 	2	unknown_state
ml_sen_364	Bgm kollaam but Cia bgm pole ind	bgm kollaam {XXX} kollaam but {XXX} but cia {XXX} cia bgm {Negative} bgm pole {Mixed_feelings} 	1	Positive
ml_sen_365	Kochu pillara vechu erakiya padam എന്നു paryathe illa	kochu pillara {XXX} pillara vechu {XXX} vechu erakiya {XXX} erakiya padam {XXX} padam paryathe {XXX} 	1	Positive
ml_sen_366	Malayalam movie ano eth ?  Oru rakshayum illa ?	malayalam movie {not-malayalam} movie ano {XXX} ano eth {XXX} eth oru {Positive} oru rakshayum {Positive} 	1	Positive
ml_sen_367	Arjun reddy		1	Positive
ml_sen_368	Nalla set movie	nalla set {XXX} 	1	Positive
ml_sen_369	Minister raja il prathviraj nn include cheyu plzzzz	minister raja {unknown_state} raja il {XXX} il prathviraj {XXX} prathviraj nn {XXX} nn include {XXX} include cheyu {XXX} 	2	unknown_state
ml_sen_370	Mammooty fans എന്റെ ചാനൽ sandarschikkuka	mammooty fans {unknown_state} 	2	unknown_state
ml_sen_371	Film hitayalum floppayalum trailerinirikate oru kuthirappavan	film hitayalum {XXX} hitayalum floppayalum {XXX} floppayalum trailerinirikate {XXX} trailerinirikate oru {XXX} 	1	Positive
ml_sen_372	Idh sure aayittum hit aakum...	idh sure {XXX} sure aayittum {XXX} aayittum hit {XXX} 	1	Positive
ml_sen_373	Ningalk enthenkilum urjam tharunundo aa bgm.undenkil adi like	ningalk enthenkilum {XXX} enthenkilum urjam {XXX} urjam tharunundo {XXX} tharunundo aa {XXX} aa bgmundenkil {XXX} bgmundenkil adi {XXX} 	2	unknown_state
ml_sen_374	ejjadhi oola padam immathiri oola padam jeevidhathil kandittilla my rating 0.5/5	ejjadhi oola {XXX} oola padam {Negative} padam immathiri {XXX} immathiri oola {XXX} oola padam {Negative} padam jeevidhathil {XXX} jeevidhathil kandittilla {XXX} kandittilla my {XXX} my rating {XXX} 	0	Negative
ml_sen_375	Idi vett sugunan miss ayi poyi llee	idi vett {XXX} vett sugunan {XXX} sugunan miss {XXX} miss ayi {XXX} ayi poyi {unknown_state} 	2	unknown_state
ml_sen_376	ethipo tamizhanmarum Karnataka ap ellarum indallo laletta love u	ethipo tamizhanmarum {XXX} tamizhanmarum karnataka {XXX} karnataka ap {XXX} ap ellarum {XXX} ellarum indallo {XXX} indallo laletta {XXX} laletta love {Positive} 	1	Positive
ml_sen_377	Ithu minimum 10 thavana njaan repeat adichu kandittundavum	ithu minimum {XXX} minimum 10 {XXX} 10 thavana {Positive} thavana njaan {XXX} njaan repeat {XXX} repeat adichu {unknown_state} 	1	Positive
ml_sen_378	Second vechu dislike ivane okke samathikkanam ..	second vechu {XXX} vechu dislike {XXX} dislike ivane {XXX} ivane okke {XXX} 	0	Negative
ml_sen_379	Gopiyanna bgm oru rakshayum illa Marana bgm	gopiyanna bgm {XXX} bgm oru {Positive} oru rakshayum {Positive} rakshayum illa {Positive} illa marana {Positive} 	1	Positive
ml_sen_380	LAl ettanta   vada  enna dialogue istapettavar ivade like adicho	lal ettanta {XXX} ettanta vada {XXX} vada enna {XXX} enna dialogue {Mixed_feelings} dialogue istapettavar {XXX} istapettavar ivade {XXX} ivade like {XXX} 	1	Positive
ml_sen_381	Love you lalettan aarokke thathikettiyalum thazhilla ee rajavu	love you {Positive} you lalettan {XXX} lalettan aarokke {XXX} aarokke thathikettiyalum {XXX} thathikettiyalum thazhilla {XXX} thazhilla ee {XXX} 	1	Positive
ml_sen_382	Full pulimurukan team.......  Lalettan ki jai......	full pulimurukan {XXX} pulimurukan team {XXX} team lalettan {XXX} lalettan ki {Positive} 	1	Positive
ml_sen_383	Madhuraraja 🥰 stylish most handsome mammookka	madhuraraja stylish {XXX} stylish most {XXX} most handsome {XXX} 	1	Positive
ml_sen_384	Ipoyum ivde thanne chuttipatti nilkkunnavr undo	ipoyum ivde {XXX} ivde thanne {XXX} thanne chuttipatti {XXX} chuttipatti nilkkunnavr {XXX} 	2	unknown_state
ml_sen_385	enik mathramaano madhuraja teaserine kattilum e trailer ishtapettathu. .	enik mathramaano {XXX} mathramaano madhuraja {XXX} madhuraja teaserine {XXX} teaserine kattilum {XXX} kattilum e {XXX} e trailer {Positive} 	1	Positive
ml_sen_386	Mangatholiii... Mattoru neerali avathirunaal mathi. Swam pongiyudae chandu pottu look kollaam..	mangatholiii mattoru {XXX} mattoru neerali {XXX} neerali avathirunaal {XXX} avathirunaal mathi {XXX} mathi swam {XXX} swam pongiyudae {XXX} pongiyudae chandu {XXX} chandu pottu {XXX} pottu look {XXX} 	2	unknown_state
ml_sen_387	Face of Indian Cinema Mega star mamuka	face of {not-malayalam} of indian {not-malayalam} indian cinema {not-malayalam} cinema mega {not-malayalam} mega star {not-malayalam} 	4	not-malayalam/tamil
ml_sen_388	Rajuvine miss cheyyunnennu thonnunnavar like here	rajuvine miss {XXX} miss cheyyunnennu {XXX} cheyyunnennu thonnunnavar {XXX} thonnunnavar like {unknown_state} 	2	unknown_state
ml_sen_389	yeah kollam surya tvil verunna serial polea und..	yeah kollam {XXX} kollam surya {XXX} surya tvil {XXX} tvil verunna {XXX} verunna serial {XXX} serial polea {XXX} 	1	Positive
ml_sen_390	Pwoli..... ethu vere level..... Raja returns......ikka da	pwoli ethu {XXX} ethu vere {XXX} vere level {Positive} level raja {XXX} raja returnsikka {XXX} 	1	Positive
ml_sen_391	Ithil kanihaye kanichilla makkale	ithil kanihaye {XXX} kanihaye kanichilla {XXX} 	1	Positive
ml_sen_392	Ente ponno..... Heavy.... BGM... Ikka pinne parayanilla....2 looks kidilosky 🤩🤩 Overall kidukkachi aahn Mone...	ente ponno {Positive} ponno heavy {XXX} heavy bgm {Positive} bgm ikka {Positive} ikka pinne {XXX} pinne parayanilla2 {XXX} parayanilla2 looks {XXX} looks kidilosky {XXX} kidilosky overall {XXX} overall kidukkachi {XXX} kidukkachi aahn {XXX} 	1	Positive
ml_sen_393	Kgf bahubali 2.0.... nammukum oru adar item undennu para...	kgf bahubali {XXX} bahubali 20 {XXX} 20 nammukum {XXX} nammukum oru {XXX} oru adar {XXX} adar item {Positive} item undennu {XXX} 	1	Positive
ml_sen_394	ithokke comedy pole und ...aa  bahubaliyude manam kalayo ?	ithokke comedy {XXX} comedy pole {XXX} pole und {Positive} und aa {XXX} aa bahubaliyude {XXX} bahubaliyude manam {XXX} 	1	Positive
ml_sen_395	Idhile dogs ne kaanaan mathramaayi vannavarundo	idhile dogs {XXX} dogs ne {XXX} ne kaanaan {unknown_state} kaanaan mathramaayi {XXX} 	2	unknown_state
ml_sen_396	Eppozhum eee manushyanu  filiminodulla passion kanumbol ann hooo hats off mammukkka	eppozhum eee {XXX} eee manushyanu {XXX} manushyanu filiminodulla {XXX} filiminodulla passion {XXX} passion kanumbol {XXX} kanumbol ann {XXX} ann hooo {XXX} hooo hats {XXX} hats off {not-malayalam} 	1	Positive
ml_sen_397	peru ketapol e unda pottum ennaanu karuthiyath. but unda load aayappol alle manasilaayath.... e unda pottilla	peru ketapol {XXX} ketapol e {XXX} e unda {XXX} unda pottum {Negative} pottum ennaanu {XXX} ennaanu karuthiyath {XXX} karuthiyath but {XXX} but unda {XXX} unda load {XXX} load aayappol {XXX} aayappol alle {XXX} alle manasilaayath {XXX} manasilaayath e {XXX} e unda {XXX} 	2	unknown_state
ml_sen_398	Machanmare vivek obreoik vendi dub chythirikunath ara enu ariyamo?	machanmare vivek {XXX} vivek obreoik {XXX} obreoik vendi {XXX} vendi dub {XXX} dub chythirikunath {XXX} chythirikunath ara {XXX} ara enu {XXX} 	2	unknown_state
ml_sen_399	Jimitt fans jimittinte theettam thinnaan nokk myrukale	jimitt fans {XXX} fans jimittinte {XXX} jimittinte theettam {XXX} theettam thinnaan {XXX} thinnaan nokk {XXX} 	2	unknown_state
ml_sen_400	Enniku mathramanno ith jayasurayude IDI yumayi samyam thonniyathe	enniku mathramanno {XXX} mathramanno ith {XXX} ith jayasurayude {XXX} jayasurayude idi {XXX} idi yumayi {XXX} yumayi samyam {XXX} 	2	unknown_state
ml_sen_401	Ith nallavannam tamilnattil  irakkiyal 300cr aavumayirunnu	ith nallavannam {XXX} nallavannam tamilnattil {XXX} tamilnattil irakkiyal {XXX} irakkiyal 300cr {XXX} 	1	Positive
ml_sen_402	Vayya anna wait cheyyan inn iraakk pettan	vayya anna {XXX} anna wait {XXX} wait cheyyan {Positive} cheyyan inn {XXX} inn iraakk {XXX} 	1	Positive
ml_sen_403	Ente ammoo. Ith polichuu.. Raajuvetta all de best.	ente ammoo {Positive} ammoo ith {XXX} ith polichuu {XXX} polichuu raajuvetta {XXX} raajuvetta all {XXX} all de {XXX} 	1	Positive
ml_sen_404	Raftaara video song ithinte viewsine ippo vettikkum..	raftaara video {XXX} video song {unknown_state} song ithinte {XXX} ithinte viewsine {XXX} viewsine ippo {XXX} 	2	unknown_state
ml_sen_405	Ikka oru rakshaumilla ithe kalakkum  raja da.....	ikka oru {Positive} oru rakshaumilla {XXX} rakshaumilla ithe {XXX} ithe kalakkum {XXX} kalakkum raja {XXX} 	1	Positive
ml_sen_406	Ijjathi trailer uff ponnooo.... Oru raksha illaa.. Polichuu Ithavana vishu #Madhura Raja kondu pokum enn urappullar ivide thottit poo...	ijjathi trailer {Positive} trailer uff {Positive} uff ponnooo {XXX} ponnooo oru {XXX} oru raksha {Positive} raksha illaa {Positive} illaa polichuu {XXX} polichuu ithavana {XXX} ithavana vishu {XXX} vishu madhura {XXX} madhura raja {unknown_state} raja kondu {XXX} kondu pokum {Positive} pokum enn {unknown_state} enn urappullar {XXX} urappullar ivide {XXX} ivide thottit {XXX} 	1	Positive
ml_sen_407	KATTA  ETTAN FANS CANT SCROLL WITHOUT LIKING AND SUBSCRIBING THIS POST  AND ME	katta ettan {Positive} ettan fans {Positive} fans cant {XXX} cant scroll {XXX} scroll without {XXX} without liking {XXX} liking and {XXX} and subscribing {XXX} subscribing this {XXX} this post {XXX} post and {XXX} 	1	Positive
ml_sen_408	Poli trailer. Kidu onnum parayan illa. I am waiting.. mamangam	poli trailer {Negative} trailer kidu {Positive} kidu onnum {Positive} onnum parayan {Positive} parayan illa {Positive} illa i {XXX} i am {not-malayalam} am waiting {not-malayalam} 	1	Positive
ml_sen_409	Enik thonnunu idh telugu padam pole ayirkum enn......	enik thonnunu {XXX} thonnunu idh {XXX} idh telugu {XXX} telugu padam {Mixed_feelings} padam pole {Mixed_feelings} pole ayirkum {XXX} 	3	Mixed_feelings
ml_sen_410	Anusitharayude abinayam rassamilla kaanan yella fillmilum kanakkaan (my personal opinion)	anusitharayude abinayam {XXX} abinayam rassamilla {XXX} rassamilla kaanan {XXX} kaanan yella {XXX} yella fillmilum {XXX} fillmilum kanakkaan {XXX} kanakkaan my {XXX} my personal {XXX} 	2	unknown_state
ml_sen_411	I love mohanala Sir Trailer semma mass	i love {not-malayalam} love mohanala {XXX} mohanala sir {XXX} sir trailer {unknown_state} trailer semma {XXX} 	1	Positive
ml_sen_412	Naal bangalikal randu sidl ninn Mann vAaari kadaliltta teeranthe ullu ninte jappan	naal bangalikal {XXX} bangalikal randu {XXX} randu sidl {XXX} sidl ninn {XXX} ninn mann {XXX} mann vaaari {XXX} vaaari kadaliltta {XXX} kadaliltta teeranthe {XXX} teeranthe ullu {XXX} ullu ninte {unknown_state} 	2	unknown_state
ml_sen_413	Ithu kandappo oru vellimoonga style thonniyathu enikk mathram aano.... ithonnu kandu nokku	ithu kandappo {XXX} kandappo oru {unknown_state} oru vellimoonga {XXX} vellimoonga style {XXX} style thonniyathu {XXX} thonniyathu enikk {XXX} enikk mathram {unknown_state} mathram aano {unknown_state} aano ithonnu {XXX} ithonnu kandu {XXX} 	2	unknown_state
ml_sen_414	Yejjathi padam ith polikkum ichayante ingane ulla oru padathinumvendiyan ithuvare kathirunnath....... kalki.... ith polikkkum	yejjathi padam {XXX} padam ith {Positive} ith polikkum {Positive} polikkum ichayante {XXX} ichayante ingane {XXX} ingane ulla {XXX} ulla oru {Mixed_feelings} oru padathinumvendiyan {XXX} padathinumvendiyan ithuvare {XXX} ithuvare kathirunnath {XXX} kathirunnath kalki {XXX} kalki ith {XXX} 	1	Positive
ml_sen_415	mollywood industrik oru otta pere ullu MOHANLAL	mollywood industrik {XXX} industrik oru {XXX} oru otta {Positive} otta pere {XXX} pere ullu {unknown_state} 	1	Positive
ml_sen_416	Adipoli FDFS thanne kaanum. Pulimurugan onnum ithite athra  varathilla. Katta waiting	adipoli fdfs {XXX} fdfs thanne {XXX} thanne kaanum {XXX} kaanum pulimurugan {XXX} pulimurugan onnum {XXX} onnum ithite {XXX} ithite athra {XXX} athra varathilla {XXX} varathilla katta {XXX} 	1	Positive
ml_sen_417	Jai jai jai lalettan ki jai	jai jai {XXX} jai jai {XXX} jai lalettan {Positive} lalettan ki {Positive} 	1	Positive
ml_sen_418	Bigil Vs kaithi fight scenes video link	bigil vs {XXX} vs kaithi {XXX} kaithi fight {XXX} fight scenes {Positive} scenes video {XXX} 	1	Positive
ml_sen_419	1:48 illl dileepettante.... Lookkum.... അഭിനയവും......	148 illl {XXX} illl dileepettante {XXX} 	2	unknown_state
ml_sen_420	Trailer irangan 88 mins koode atinu munbe 2.5k dislike nth malaranmaranu	trailer irangan {XXX} irangan 88 {XXX} 88 mins {XXX} mins koode {XXX} koode atinu {XXX} atinu munbe {XXX} munbe 25k {XXX} 25k dislike {XXX} dislike nth {Negative} 	0	Negative
ml_sen_421	Stunning Trailer. .. Best wishes Ikka #RAJARETURNS #VJ	stunning trailer {Positive} trailer best {Positive} best wishes {Positive} wishes ikka {XXX} ikka rajareturns {XXX} 	1	Positive
ml_sen_422	Surajettan sound modulation kurach koodi nannakamayirunnu	surajettan sound {XXX} sound modulation {Positive} modulation kurach {XXX} kurach koodi {XXX} 	1	Positive
ml_sen_423	Ikkayude veedinte gate enkilum kurach gap ittu paniyamo	ikkayude veedinte {XXX} veedinte gate {XXX} gate enkilum {XXX} enkilum kurach {XXX} kurach gap {XXX} gap ittu {XXX} 	1	Positive
ml_sen_424	ithu ividam kondonnum nilkilla monei.hatersei ningaludei karyama kashtam.poyi valla aduppilengannun poyi irikk.aa choodang maarattei.enna julay 5th.kaanaam allalla kaananam.	ithu ividam {XXX} ividam kondonnum {XXX} kondonnum nilkilla {XXX} nilkilla moneihatersei {XXX} moneihatersei ningaludei {XXX} ningaludei karyama {XXX} karyama kashtampoyi {XXX} kashtampoyi valla {XXX} valla aduppilengannun {XXX} aduppilengannun poyi {XXX} poyi irikkaa {XXX} irikkaa choodang {XXX} choodang maaratteienna {XXX} maaratteienna julay {XXX} julay 5thkaanaam {XXX} 5thkaanaam allalla {XXX} 	2	unknown_state
ml_sen_425	Best wishes from a ചെകുത്താന്റെ fan..	best wishes {Positive} wishes from {not-malayalam} from a {not-malayalam} 	4	not-malayalam/tamil
ml_sen_426	Mammotide thalayude vfx bigiline vettichu enn parayan paranju....	mammotide thalayude {XXX} thalayude vfx {XXX} vfx bigiline {XXX} bigiline vettichu {XXX} vettichu enn {XXX} enn parayan {Negative} 	1	Positive
ml_sen_427	Ikka polikku numma A10 pilleru kude ondu..	ikka polikku {XXX} polikku numma {XXX} numma a10 {XXX} a10 pilleru {XXX} pilleru kude {XXX} 	1	Positive
ml_sen_428	Kodutha pani tirichu annakkil kittunnath kando	kodutha pani {XXX} pani tirichu {XXX} tirichu annakkil {XXX} annakkil kittunnath {XXX} 	2	unknown_state
ml_sen_429	Ente prithvi anaa engalee polikumm ...romanjamm	ente prithvi {XXX} prithvi anaa {XXX} anaa engalee {XXX} engalee polikumm {XXX} 	1	Positive
ml_sen_430	Model boys pillerundodaaa adikkada makkale like	model boys {XXX} boys pillerundodaaa {XXX} pillerundodaaa adikkada {XXX} adikkada makkale {Positive} 	1	Positive
ml_sen_431	Nalla movie njan theatril poyi kandthalalettan poliyanu	nalla movie {Positive} movie njan {XXX} njan theatril {XXX} theatril poyi {XXX} poyi kandthalalettan {XXX} 	1	Positive
ml_sen_432	Trailer bgm oru rakshayilla. Movie bgm kattakkayirikkum	trailer bgm {Positive} bgm oru {Positive} oru rakshayilla {Positive} rakshayilla movie {XXX} movie bgm {unknown_state} 	1	Positive
ml_sen_433	Krithyamayi paranjal 30amathe thavana aan trailer kanunnath.	krithyamayi paranjal {XXX} paranjal 30amathe {XXX} 30amathe thavana {XXX} thavana aan {XXX} aan trailer {XXX} 	1	Positive
ml_sen_434	Nalla adipoli trailer Adutha Undayum 18am padiyum Peranpum Yathrayum pole flop urappanu	nalla adipoli {XXX} adipoli trailer {Positive} trailer adutha {XXX} adutha undayum {XXX} undayum 18am {XXX} 18am padiyum {XXX} padiyum peranpum {XXX} peranpum yathrayum {XXX} yathrayum pole {XXX} pole flop {XXX} 	1	Positive
ml_sen_435	Ittichan Polichuuuu Onam Lalettan eduthu ennu parayan Paranju	ittichan polichuuuu {XXX} polichuuuu onam {XXX} onam lalettan {Positive} lalettan eduthu {Positive} eduthu ennu {Positive} ennu parayan {Positive} 	1	Positive
ml_sen_436	Ithokke like adichillel	ithokke like {XXX} 	2	unknown_state
ml_sen_437	Ikkaa ingalu oru jinn aanu ttaa....	ikkaa ingalu {XXX} ingalu oru {Positive} oru jinn {Positive} jinn aanu {Positive} 	1	Positive
ml_sen_438	dislike  adich madkununindal9 mohanlal fanz	dislike adich {Negative} adich madkununindal9 {XXX} madkununindal9 mohanlal {XXX} 	0	Negative
ml_sen_439	Onn madiyaaak mammookka Vayassan aayalle Pudiya pullark avasaram kodukk	onn madiyaaak {XXX} madiyaaak mammookka {XXX} mammookka vayassan {XXX} vayassan aayalle {XXX} aayalle pudiya {XXX} pudiya pullark {XXX} pullark avasaram {XXX} 	1	Positive
ml_sen_440	apdi illa chumma dhaan ketten..irundhalum unga mozhi patru enaku pudichuruku bro	apdi illa {XXX} illa chumma {XXX} chumma dhaan {XXX} dhaan kettenirundhalum {XXX} kettenirundhalum unga {XXX} unga mozhi {XXX} mozhi patru {XXX} patru enaku {XXX} enaku pudichuruku {XXX} 	1	Positive
ml_sen_441	Pulimuruga 2.0 ethakka panda lalettan vittathaaaa... Ellanne parayan pattuooo...	pulimuruga 20 {XXX} 20 ethakka {XXX} ethakka panda {XXX} panda lalettan {XXX} lalettan vittathaaaa {XXX} vittathaaaa ellanne {XXX} ellanne parayan {XXX} 	1	Positive
ml_sen_442	sikirama itntha movie ah theater la pakanum	sikirama itntha {XXX} itntha movie {XXX} movie ah {Mixed_feelings} ah theater {XXX} theater la {XXX} 	1	Positive
