id	text	label	category
ml_sen_323	Dislike adikunna mammunikale	0	Negative
ml_sen_324	k viewers k like how it is possible 	4	not-malayalam/tamil
ml_sen_325	Raju Ettan powli BOX tharathu	1	Positive
ml_sen_326	Oru Anya Basha  tharathekoodi role kodukkamayirunnu	1	Positive
ml_sen_327	karikk trending  ulladtholam vere onnum avde ethan vazhiyilla	1	Positive
ml_sen_328	Ikka fan Aya Surya Fans like chey	4	not-malayalam/tamil
ml_sen_329	JacketCooling glassCarSlow motionPazhaya bomb katha tanneHahahaha Eyalku madukille ethonnum	0	Negative
ml_sen_330	Mohanlal fans like here  Ettan maaasss aanu	4	not-malayalam/tamil
ml_sen_331	Views M kadakkum ennurappullavar like adi	2	unknown_state
ml_sen_332	kingggg of mollyywooddd  mass kaa bappppp	1	Positive
ml_sen_333	Aravindraj rsgovtmodel bhss thycaud	1	Positive
ml_sen_334	Entammmo kidilan teaser  Like big B	1	Positive
ml_sen_335	Kidilam padamperfct mass class  movie	1	Positive
ml_sen_336	Ikkayude veshapakarchakalude oru pemaari thanne urappikaaaam The face of indian cinema Megastar	1	Positive
ml_sen_337	k kazhinju ini oo ill kanam	0	Negative
ml_sen_338	Pls forgive me 	4	not-malayalam/tamil
ml_sen_339	 chechy fanz adich polikk	2	unknown_state
ml_sen_340	Nice Jhese bhi pasand aaya ho like Kare	4	not-malayalam/tamil
ml_sen_341	Sunny chechine kandavar like adich polikk	2	unknown_state
ml_sen_342	Mmade Arsha  Arsha as Devi  keri pwolikk mwuthe 	1	Positive
ml_sen_343	Ikka ingal polikkumveendum veendum kanan thonunnu	1	Positive
ml_sen_344	Kidilan trailer All da best lalettan  By a Mammukka fan	1	Positive
ml_sen_345	Mammooka ninghal mass aa pwoli item	1	Positive
ml_sen_346	Iam lalettan fan but after lalettan am a diehard fan of mamukka Katta waiting	4	not-malayalam/tamil
ml_sen_347	Janapriyan jail vitt vere kaliyillaa all the bst tm	1	Positive
ml_sen_348	Made in kerela	4	not-malayalam/tamil
ml_sen_349	hk mammukkakkum vyshakettanum ente big salute  Inganoru mass Padam orukkithannathinu Ikka bhakthans	1	Positive
ml_sen_350	Captain kunjali sparrow	4	not-malayalam/tamil
ml_sen_351	Lucifer lostfer aavandirunna mathiyayirunnu kandittu adutha floapinulla sakalathum kaanunnundu	3	Mixed_feelings
ml_sen_352	Ejjathi Padam Innanu Kandathu Lalettan Inglu vere level Anu Ee Age lum Ithrem Meyvazhakkam	1	Positive
ml_sen_353	Addai cinema orma vannath enik mathr am anno	2	unknown_state
ml_sen_354	Ettaaaa kandalum kandalum mathi varunnillaaaaaa poli anu kettooooo	1	Positive
ml_sen_355	Hindi me b Diya kro trailer ko	4	not-malayalam/tamil
ml_sen_356	You tube  mani thottu hanging aanu ethum koodi aavumbol YouTube pottitherikkumo	1	Positive
ml_sen_357	Oru rakshem illa Lalettan chumma angu polichu	1	Positive
ml_sen_358	oru raksheillemammooka love uboom boom bgm	1	Positive
ml_sen_359	Eatho Kure eannangal dislike Anganeyum Kure eannangal	0	Negative
ml_sen_360	Laletaaa  ingu ethaan kaathu nilkunnavar adi like FDFS locked	2	unknown_state
ml_sen_361	Mohanlal fans hit like   Love from telugu fans	4	not-malayalam/tamil
ml_sen_362	Pakka mass movieanagil evide oru like thero	1	Positive
ml_sen_363	Indrajith LUCIFER ennu paranjappo	1	Positive
ml_sen_364	Bgm kollaam but Cia bgm pole ind	3	Mixed_feelings
ml_sen_365	Kochu pillara vechu erakiya padam  paryathe illa	1	Positive
ml_sen_366	Malayalam movie ano eth   Oru rakshayum illa 	1	Positive
ml_sen_367	Arjun reddy	3	Mixed_feelings
ml_sen_368	Nalla set movie	3	Mixed_feelings
ml_sen_369	Minister raja il prathviraj nn include cheyu plzzzz	2	unknown_state
ml_sen_370	Mammooty fans   sandarschikkuka	4	not-malayalam/tamil
ml_sen_371	Film hitayalum floppayalum trailerinirikate oru kuthirappavan	1	Positive
ml_sen_372	Idh sure aayittum hit aakum	1	Positive
ml_sen_373	Ningalk enthenkilum urjam tharunundo aa bgmundenkil adi like	2	unknown_state
ml_sen_374	ejjadhi oola padam immathiri oola padam jeevidhathil kandittilla my rating 	0	Negative
ml_sen_375	Idi vett sugunan miss ayi poyi llee	3	Mixed_feelings
ml_sen_376	ethipo tamizhanmarum Karnataka ap ellarum indallo laletta love u	4	not-malayalam/tamil
ml_sen_377	Ithu minimum  thavana njaan repeat adichu kandittundavum	1	Positive
ml_sen_378	Second vechu dislike ivane okke samathikkanam 	0	Negative
ml_sen_379	Gopiyanna bgm oru rakshayum illa Marana bgm	1	Positive
ml_sen_380	LAl ettanta   vada  enna dialogue istapettavar ivade like adicho	1	Positive
ml_sen_381	Love you lalettan aarokke thathikettiyalum thazhilla ee rajavu	1	Positive
ml_sen_382	Full pulimurukan team  Lalettan ki jai	3	Mixed_feelings
ml_sen_383	Madhuraraja  stylish most handsome mammookka	4	not-malayalam/tamil
ml_sen_384	Ipoyum ivde thanne chuttipatti nilkkunnavr undo	2	unknown_state
ml_sen_385	enik mathramaano madhuraja teaserine kattilum e trailer ishtapettathu 	1	Positive
ml_sen_386	Mangatholiii Mattoru neerali avathirunaal mathi Swam pongiyudae chandu pottu look kollaam	1	Positive
ml_sen_387	Face of Indian Cinema Mega star mamuka	4	not-malayalam/tamil
ml_sen_388	Rajuvine miss cheyyunnennu thonnunnavar like here	4	not-malayalam/tamil
ml_sen_389	yeah kollam surya tvil verunna serial polea und	3	Mixed_feelings
ml_sen_390	Pwoli ethu vere level Raja returnsikka da	1	Positive
ml_sen_391	Ithil kanihaye kanichilla makkale	1	Positive
ml_sen_392	Ente ponno Heavy BGM Ikka pinne parayanilla looks kidilosky  Overall kidukkachi aahn Mone	1	Positive
ml_sen_393	Kgf bahubali  nammukum oru adar item undennu para	1	Positive
ml_sen_394	ithokke comedy pole und aa  bahubaliyude manam kalayo 	3	Mixed_feelings
ml_sen_395	Idhile dogs ne kaanaan mathramaayi vannavarundo	2	unknown_state
ml_sen_396	Eppozhum eee manushyanu  filiminodulla passion kanumbol ann hooo hats off mammukkka	0	Negative
ml_sen_397	peru ketapol e unda pottum ennaanu karuthiyath but unda load aayappol alle manasilaayath e unda pottilla	0	Negative
ml_sen_398	Machanmare vivek obreoik vendi dub chythirikunath ara enu ariyamo	2	unknown_state
ml_sen_399	Jimitt fans jimittinte theettam thinnaan nokk myrukale	0	Negative
ml_sen_400	Enniku mathramanno ith jayasurayude IDI yumayi samyam thonniyathe	3	Mixed_feelings
ml_sen_401	Ith nallavannam tamilnattil  irakkiyal cr aavumayirunnu	1	Positive
ml_sen_402	Vayya anna wait cheyyan inn iraakk pettan	1	Positive
ml_sen_403	Ente ammoo Ith polichuu Raajuvetta all de best	1	Positive
ml_sen_404	Raftaara video song ithinte viewsine ippo vettikkum	2	unknown_state
ml_sen_405	Ikka oru rakshaumilla ithe kalakkum  raja da	1	Positive
ml_sen_406	Ijjathi trailer uff ponnooo Oru raksha illaa Polichuu Ithavana vishu Madhura Raja kondu pokum enn urappullar ivide thottit poo	1	Positive
ml_sen_407	KATTA  ETTAN FANS CANT SCROLL WITHOUT LIKING AND SUBSCRIBING THIS POST  AND ME	4	not-malayalam/tamil
ml_sen_408	Poli trailer Kidu onnum parayan illa I am waiting mamangam	1	Positive
ml_sen_409	Enik thonnunu idh telugu padam pole ayirkum enn	3	Mixed_feelings
ml_sen_410	Anusitharayude abinayam rassamilla kaanan yella fillmilum kanakkaan my personal opinion	1	Positive
ml_sen_411	I love mohanala Sir Trailer semma mass	4	not-malayalam/tamil
ml_sen_412	Naal bangalikal randu sidl ninn Mann vAaari kadaliltta teeranthe ullu ninte jappan	3	Mixed_feelings
ml_sen_413	Ithu kandappo oru vellimoonga style thonniyathu enikk mathram aano ithonnu kandu nokku	3	Mixed_feelings
ml_sen_414	Yejjathi padam ith polikkum ichayante ingane ulla oru padathinumvendiyan ithuvare kathirunnath kalki ith polikkkum	1	Positive
ml_sen_415	mollywood industrik oru otta pere ullu MOHANLAL	1	Positive
ml_sen_416	Adipoli FDFS thanne kaanum Pulimurugan onnum ithite athra  varathilla Katta waiting	1	Positive
ml_sen_417	Jai jai jai lalettan ki jai	3	Mixed_feelings
ml_sen_418	Bigil Vs kaithi fight scenes video link	2	unknown_state
ml_sen_419	 illl dileepettante Lookkum 	2	unknown_state
ml_sen_420	Trailer irangan  mins koode atinu munbe k dislike nth malaranmaranu	0	Negative
ml_sen_421	Stunning Trailer  Best wishes Ikka RAJARETURNS VJ	1	Positive
ml_sen_422	Surajettan sound modulation kurach koodi nannakamayirunnu	3	Mixed_feelings
ml_sen_423	Ikkayude veedinte gate enkilum kurach gap ittu paniyamo	3	Mixed_feelings
ml_sen_424	ithu ividam kondonnum nilkilla moneihatersei ningaludei karyama kashtampoyi valla aduppilengannun poyi irikkaa choodang maaratteienna julay thkaanaam allalla kaananam	0	Negative
ml_sen_425	Best wishes from a  fan	4	not-malayalam/tamil
ml_sen_426	Mammotide thalayude vfx bigiline vettichu enn parayan paranju	1	Positive
ml_sen_427	Ikka polikku numma A pilleru kude ondu	1	Positive
ml_sen_428	Kodutha pani tirichu annakkil kittunnath kando	3	Mixed_feelings
ml_sen_429	Ente prithvi anaa engalee polikumm romanjamm	1	Positive
ml_sen_430	Model boys pillerundodaaa adikkada makkale like	2	unknown_state
ml_sen_431	Nalla movie njan theatril poyi kandthalalettan poliyanu	1	Positive
ml_sen_432	Trailer bgm oru rakshayilla Movie bgm kattakkayirikkum	1	Positive
ml_sen_433	Krithyamayi paranjal amathe thavana aan trailer kanunnath	1	Positive
ml_sen_434	Nalla adipoli trailer Adutha Undayum am padiyum Peranpum Yathrayum pole flop urappanu	3	Mixed_feelings
ml_sen_435	Ittichan Polichuuuu Onam Lalettan eduthu ennu parayan Paranju	1	Positive
ml_sen_436	Ithokke like adichillel	2	unknown_state
ml_sen_437	Ikkaa ingalu oru jinn aanu ttaa	1	Positive
ml_sen_438	dislike  adich madkununindal mohanlal fanz	0	Negative
ml_sen_439	Onn madiyaaak mammookka Vayassan aayalle Pudiya pullark avasaram kodukk	1	Positive
ml_sen_440	apdi illa chumma dhaan kettenirundhalum unga mozhi patru enaku pudichuruku bro	1	Positive
ml_sen_441	Pulimuruga  ethakka panda lalettan vittathaaaa Ellanne parayan pattuooo	1	Positive
ml_sen_442	sikirama itntha movie ah theater la pakanum	4	not-malayalam/tamil
ml_sen_443	Ente makkale egeru vidum vidum aradhakare Kollanalloooooo	1	Positive
ml_sen_444	Njan veendum kanan vannu  pravashyam enkilum kandittundavum	1	Positive
ml_sen_445	Paayunna KL T  il avan varunnu	3	Mixed_feelings
ml_sen_446	Kandittum kandittum  mathiyavunnilla  uff ijjathi item  mamangam mammookka	1	Positive
ml_sen_447	mathura raja trailer kanditt vannavar parayu Edha better	2	unknown_state
ml_sen_448	Unni mukundan ithil marikkumennanu enik thonunnathu	3	Mixed_feelings
ml_sen_449	happy birthday mamookaaa  good feeel trailer	4	not-malayalam/tamil
ml_sen_450	Adikkaadaaa makkalleee laleettan fans like	2	unknown_state
ml_sen_451	Uluppillathavanmaaru script writer ude peru polum vechilla	0	Negative
ml_sen_452	Mamangam mohanlalum marakkar mammookkayum ayirunnenkilith chanthuvine ormippikkunnu	4	not-malayalam/tamil
ml_sen_453	Kidu trailer	1	Positive
ml_sen_454	Njan athyam ayittanuu oru moviee dee trailer live aayitte kaanunneeelalettaan Mass aaneee	1	Positive
ml_sen_455	Poli poli polichu mass mass mass maranamass	1	Positive
ml_sen_456	Enthenne aayalum oru rakshayumilla kidukki mass	1	Positive
ml_sen_457	Mammootiye kaanan vendi maathram rewind cheydhavar undo goosebumps	2	unknown_state
ml_sen_458	Rajayod thalkalam varendenn paranjekStephen kalippilanukatta kalippiloru rakshayumillapolich ponnu	1	Positive
ml_sen_459	Ente lifil inneee varee oru trailarum ithu poloru romaanjam thannittilla Vere level	1	Positive
ml_sen_460	Anusitharak pakaram namitha pramod mathiyayrnu thoniyavar	3	Mixed_feelings
ml_sen_461	k likesyeeeeeeeI will dancekuuuukoooovineethetan sound vivek oberoi	2	unknown_state
ml_sen_462	Padam heavypadam kandathinu Shesham trailer kanan vannavar	2	unknown_state
ml_sen_463	k views k likes k dislikes  How is it possible	4	not-malayalam/tamil
ml_sen_464	Ee sound aanu marakkarde enkil marakkare apamanikkan edukkunna padam aayirikkum Dress codellam apamanikkunna tharathila	3	Mixed_feelings
ml_sen_465	priya dharshante vijaram muslimsinte slag eppolum inganeyannaendhu dialoga boru aanu dialogue shaili mattuga	3	Mixed_feelings
ml_sen_466	Njn  vettam kandu Kandittum kandittum romancham maarunnilla	1	Positive
ml_sen_467	MWONE ETH KALI VERAYAMAMAGAAM VERA LVL MASSMARIKAM	1	Positive
ml_sen_468	Proud to be a vypinkkari	4	not-malayalam/tamil
ml_sen_469	Mamangam trailer kndit vannavar undo  ettan	1	Positive
ml_sen_470	 million akkumennu urappullavar adi like	2	unknown_state
ml_sen_471	Dislike thannu promotion kuuttiyavarkkum ini negative adikkunnavarkkum orupaadu nanni	0	Negative
ml_sen_472	 million avvum ennu orappullavar like addichha	2	unknown_state
ml_sen_473	Rajamanikyam Rajathiraja Pokiriraja Maduraraja Manthryraja oh mamooka oru rajav thanne	1	Positive
ml_sen_474	Onnum parayanilla   Lalettane kanicha ella bhagathum adhehathinte mikavu karanam ente mughathinnu  chiri marittillayirunnu Great great great	1	Positive
ml_sen_475	Irakikko pakshe Stephen achayan ullidatholam kaalam ivide oru rajanum adhikam vazhan ponilla	1	Positive
ml_sen_476	Padam kandathinu sheshavum treiler kaanunnavar undobell the botton	3	Mixed_feelings
ml_sen_477	Naalu bengaalikal vijaarcha theerunate ullu ninte Japan epic	3	Mixed_feelings
ml_sen_478	ee padathinu reach kuravanuTrailerum poraPottum ennulla karyam guaranteepinne fans vannu enne choriyan nikkendaSathyam ithaanu	2	unknown_state
ml_sen_479	Mammukka   bgm feel like  kathi	1	Positive
ml_sen_480	Njum idakk idakk like cmt nokkunnu	2	unknown_state
ml_sen_481	Vineeth sreenivasan Chetante cinema aanonkil padam kiduvarikkum	1	Positive
ml_sen_482	All The Best Ikka Njangal kathirikkunnu Ettan Fans	4	not-malayalam/tamil
ml_sen_483	Ippam mazha kalamayond mannira nallanam kuthikunund  tovino ippam velland kuthikunnu	2	unknown_state
ml_sen_484	eante ponnu ikka mass love mammookka	1	Positive
ml_sen_485	Psycho movie aanenu thooniyavar like adi	2	unknown_state
ml_sen_486	Ellarum like adikkee eniit share cheyee	2	unknown_state
ml_sen_487	 on trending million views ikka  nov   mammukka prachitehlan unnimukundan  anusithara achuthan Siddique sudev	4	not-malayalam/tamil
ml_sen_488	ithipo kathiruna film othhu varunnod ariyla tension undettateum ilayathalapathiudeum padagal othhu randum high akanam atreulu	1	Positive
ml_sen_489	Mamookaa look oru rakshayum ellaa	1	Positive
ml_sen_490	Ufff onm prynilla power ikka by ettan fan	1	Positive
ml_sen_491	Trailor cut chey	3	Mixed_feelings
ml_sen_492	Just  min  k viewers  mammookkaa rocking 	4	not-malayalam/tamil
ml_sen_493	Wow Extraordinary trailer Eanna acting aanu ippolum njangada ikka Kode ninnavar palarum kali marannu tudangi ikka Muttanu	1	Positive
ml_sen_494	Kondu Qataril vachu Eni Nattil poyi kaanumkaananam BEHIND POLITICAL THRILLER	0	Negative
ml_sen_495	K   Dislike enthuttta pattiye  SuPpER teaser	0	Negative
ml_sen_496	Shung shing sung onamshang vashang appo onathinu kanam enn	1	Positive
ml_sen_497	lalappan fansinte annakkil thooriya trailer 	1	Positive
ml_sen_498	History About Mamangam	4	not-malayalam/tamil
ml_sen_499	Daivamea njan ninnea vitt nu Chekuthantea koodea pokuvea	1	Positive
ml_sen_500	Enikku onnum kananda  Angadu poliku ente itticha	0	Negative
ml_sen_501	Dislike adicha  k Kakka fans	0	Negative
ml_sen_502	ikka thirichu vannu makkale  ini adiyude idiyude vedi pooram	1	Positive
ml_sen_503	Nalla poli cinema maaaspadam mammookka polichadukki	1	Positive
ml_sen_504	Churikayum chuzhati oru varavund massennonnum paranjaal pora maranamass      ikkaaaa	1	Positive
ml_sen_505	Mammukkaa	1	Positive
ml_sen_506	Prithviraj oru guest role ayelum varam yene agrahikunavr undo	2	unknown_state
ml_sen_507	Ithu mass alla marana mass adipoli kumba konamodiko heaters thirinjum marinjum odikkoooo	1	Positive
ml_sen_508	Vijay vs Mohanlal Sarkar vs odiyan Like for Sarkar Comment for odiyan	4	not-malayalam/tamil
ml_sen_509	Ponnikkaaa  Kanditum kanditum mathivarunnilla engale	1	Positive
ml_sen_510	Satyathil kurachum koodi standard pratheekshichirunnu Ithu  joshi  style Kadha ithil ninnum manasilakamallo	3	Mixed_feelings
ml_sen_511	Lattettan  mammoka ishtamullavar like cheyyu	2	unknown_state
ml_sen_512	MaduraRaja Trailer kandathinu shesham vannavar undo	2	unknown_state
ml_sen_513	Polichu mass alla marana massssss  ikkaaaaaaaaa	1	Positive
ml_sen_514	Tamil nattil ninn vare ikkaakk like ee film pole thanne oru yamandan prema kadhakkum wait cheyyunnnavar idu oru like	1	Positive
ml_sen_515	Sunni chechi ullond padam one month enkilum ooodum orappaaa allenkil sunnichechi oodikkum	1	Positive
ml_sen_516	Making videoyil ulla bgm koduthirunnu enkil polichenne But still	3	Mixed_feelings
ml_sen_517	nothing but masssmaking okke kidukadha koodi kiduvaayaal charithramaakum	3	Mixed_feelings
ml_sen_518	Dhaivam  marikkugayo    endhuvaade	1	Positive
ml_sen_519	Ee vesham cheyan pattiya  malayalam actor mare ollu  Athu ikka prithviraj  sheriyannengil adi like	2	unknown_state
ml_sen_520	Padathin hipe koottan trailer irakki ulla hippum koodi kondupoyi kalanju enn kettapol ithrayum pratheekshichilla	3	Mixed_feelings
ml_sen_521	E trailernu dislike adikkunnavanmaarudae aa manassundalllooh Namikkaathae vayya	0	Negative
ml_sen_522	Tamil fans like here 	4	not-malayalam/tamil
ml_sen_523	polichu makkaleeeeeee    thanks ikka	1	Positive
ml_sen_524	 daivathe konn daivathinte swandam nadayi	2	unknown_state
ml_sen_525	all the best unda movie and mammookka from all kerala kunjako boban fans	4	not-malayalam/tamil
ml_sen_526	 Birthday  Ethrem neram nokki ninnu	1	Positive
ml_sen_527	Guys unlike cheyyunavar MrPandit fans aanuedeshyam pidichit karyamilla	0	Negative
ml_sen_528	Malayalathinte evergreen yuthan pirannal aashamsakal Mammokka uyirrr	1	Positive
ml_sen_529	Sarkar School ille pillar Terror aanenu Ee Movie parayum	2	unknown_state
ml_sen_530	Nalla trailer thann njangale patichule  vendayirunnu moshamayi ikka fansine tholpichu	1	Positive
ml_sen_531	T series nte subscribers   m  million akkan ikka fansne kond kazhinju	2	unknown_state
ml_sen_532	BGM pwolich gopy sir ikka Katta waiting	1	Positive
ml_sen_533	Ithu party based cast based movie anengil adi pidi vedi anengil Ee padam poliyum	3	Mixed_feelings
ml_sen_534	 to   supper sequences	4	not-malayalam/tamil
ml_sen_535	Ejjaathi hardwork mammookka Katta waiting padam onnu kaanan aayit	1	Positive
ml_sen_536	Njan lalettan mammokka randu perudeyum fan anu   Randupereyum orupole ishtom anu    Avar keralathinte muthaanu	1	Positive
ml_sen_537	Trailer ne like adichu kalipp theeratha ikka fans keri intrest kodukku	2	unknown_state
ml_sen_538	ithil premiere akunnathinu munbe dislike adich kalikana saddistukaleyoke enthaa cheyyaaloka duranthangal hahaha	0	Negative
ml_sen_539	Mammooka Mass  gopi  sunder kidu  bgm	1	Positive
ml_sen_540	Nalla rasam ubdae	3	Mixed_feelings
ml_sen_541	Mega trailer for Mega movie MAMANGAM	4	not-malayalam/tamil
ml_sen_542	 pirats  caribian annu bri	1	Positive
ml_sen_543	BGM is like  CIA bgm	4	not-malayalam/tamil
ml_sen_544	Loosifarinekal Viewsum likum  ee trailerinu kittan aagrahikkunnavar adicho likee	0	Negative
ml_sen_545	Thilakan sir undayirunnengil innocentinu pakaram adehamayirunnene	4	not-malayalam/tamil
ml_sen_546	Mammokka polichu adiki RAJA IS BACK	1	Positive
ml_sen_547	Onnum parayanilla Pinnem pinnem kandavar like adikk 	2	unknown_state
ml_sen_548	REAL POLICE STORY MAMMOOKKA NEXT BLOCK BUSTER LOADING JUN 	1	Positive
ml_sen_549	Madhuraraja trailer ishtapetta lalettan fans onn like adiche	2	unknown_state
ml_sen_550	 dislike ara adichethennu ivide ellarkkumariyaam	0	Negative
ml_sen_551	Film inn release Arenkilum kandavar undooEganund	2	unknown_state
ml_sen_552	Trailer kanditu hit aakumaenonum paeayunila pakshae Suraajaetantae Abhinayam kidukum	1	Positive
ml_sen_553	Mass enn paranjal pora Marana mass	1	Positive
ml_sen_554	Yetra ayalum lucifer ne tholppikan kayila Ettan uyir	1	Positive
ml_sen_555	Fastest  K like is loading  Stephen nedumbili	4	not-malayalam/tamil
ml_sen_556	Heavy Stills onnum oru rekshem illa adipoli fdfs locked	1	Positive
ml_sen_557	Ijjathi item Mammookka ningalk vayass  thanneyano	1	Positive
ml_sen_558	Madhuraraja ye kaal valara mikacha quality feel cheyyunnu  A Mammookka fan	1	Positive
ml_sen_559	Ilaya thalapathy vijay fans from kerala adi like	4	not-malayalam/tamil
ml_sen_560	Ithu ikkayude script aanu   Uttopiya	1	Positive
ml_sen_561	Ikkayum pillarum strong aaa double strong alla triple strong ikka fans adi like nammude fans power kanichu kodukkanam	2	unknown_state
ml_sen_562	Dayvu cheyth priyapettavare Kanni Akkaruth  over hype venda	3	Mixed_feelings
ml_sen_563	Waiting for a pakka mass entertainer	1	Positive
ml_sen_564	Ettimani thakarkkum lalettan polichadukkum onathinu verarum aduthu polum ethilla urappu	1	Positive
ml_sen_565	rajune kannan vendii veendum trailer kandavar indoo	2	unknown_state
ml_sen_566	Ichayan fans pinne mmade ettan fansm ivde oru like idadey Ith nanjankottayile raajavu	1	Positive
ml_sen_567	Iriykatte mone oru kurhirapavan ente vaka feeling new era	1	Positive
ml_sen_568	Ettan kootiya koodoola adurappa end diloga id chirichu chavum	1	Positive
ml_sen_569	Edake edake views nikkan varunna njn matram ano	2	unknown_state
ml_sen_570	Teaser kand trolliyavarkk trailer irakkiyitt madhurarajayude Madhura prethikaram	1	Positive
ml_sen_571	Spr makkkalla odeyan vannu katta waiting	1	Positive
ml_sen_572	Hollywood level item ikkaaa	1	Positive
ml_sen_573	Lalettane konde pattu super script aayirikum	3	Mixed_feelings
ml_sen_574	evade kaanikuna avesham padam arangumbo theatril koodi onnu kaanicha upakaaram aerunu plzz	3	Mixed_feelings
ml_sen_575	Madhuraraja  film ill prithiraj undoo	2	unknown_state
ml_sen_576	Njan karuthi padam mari postiyennu mammuka last vannappo samadanaayi	1	Positive
ml_sen_577	eattaaa ini  day engane urangum	1	Positive
ml_sen_578	Trailer kanda thanne Aliyan Ettunilayil pottumennu	1	Positive
ml_sen_579	unda  crore all time blockbuster	4	not-malayalam/tamil
ml_sen_580	Katta Waiting Suriya n Lalettan fan from Ernakulam	4	not-malayalam/tamil
ml_sen_581	Jimmittoli vaangale ninte ammede poottil chekuthan keri ookkunnu poy dislike adi	0	Negative
ml_sen_582	Amazing movie  I saw it	4	not-malayalam/tamil
ml_sen_583	policinte kayilulla pottasu thokku kondu bheekaravadhikale kollan pattila athinu Nammude Pattaalam Thanne venam	3	Mixed_feelings
ml_sen_584	Murali Gopi enna writerumPrithviraj enna director Mohanlal poolathe actor vechu cheriya kalikkonnum nilkulaa echiri main item LOADING	3	Mixed_feelings
ml_sen_585	Mammuttiya pola alla LALATTAN  Mammutti  aakashathu parakkunna kili anangil  Kiliyude mukalilulla aakashamane LALATTAN	1	Positive
ml_sen_586	Model boyz Keeee jai jai jai	3	Mixed_feelings
ml_sen_587	k dislike adichavan okke ethu guhayil irikkuvano entho	0	Negative
ml_sen_588	Mamangam trailor kamdu madhivarathavr like adi	2	unknown_state
ml_sen_589	Social blade  k like kazhinu	4	not-malayalam/tamil
ml_sen_590	Malayala cinema yude gathi maarunathu chilar ariyunillaa	1	Positive
ml_sen_591	Oru kidillan thriller movie ennu urappichu  katta waiting Kalkki	1	Positive
ml_sen_592	Ikka age ethreyaan enn chodikunilla ath parinjitt karyamilla enna ippozum ithoke egane sadhikunnu	1	Positive
ml_sen_593	Adutha vishunu aduthu vekkam  Assal padakkam aavum	0	Negative
ml_sen_594	Chetta Aa Theppupetti adi movieill illello	2	unknown_state
ml_sen_595	Avan cheriya pulli alla padicha kalanna stephen nedumpally	2	unknown_state
ml_sen_596	Odiyan video ellavarum kandille ente video koodi kanille sharooqkhan special	2	unknown_state
ml_sen_597	Lets go guys Break M views K likes K cmnts in  hrs	4	not-malayalam/tamil
ml_sen_598	TvM massive thirichuvaravanalo	2	unknown_state
ml_sen_599	Katta Waiting ikka  Mamangam  Nov  FDFS	1	Positive
ml_sen_600	 Comment idaan onnum kittinilallo FULL 	0	Negative
ml_sen_601	Lucifer  divasam kondu  kodi ayathu pole ithum  kodi avatte ennu njan prarthikkunnuennu lalettan fan	1	Positive
ml_sen_602	Super mass ailla poli mass look	1	Positive
ml_sen_603	Ethre pravashyam kandu enn ariyillaMAMANGAM HISTORY OF THE BRAVE HISTORY THE  POWER HISTORY OF AN ERA	4	not-malayalam/tamil
ml_sen_604	Im from karnataka but I hate kannada language	4	not-malayalam/tamil
ml_sen_605	Pazaya nadanmmar kure per undallo	0	Negative
ml_sen_606	Innu pokum lucifer kaanan katta thrill aanu	1	Positive
ml_sen_607	Sunny chechikk vendi cash modakkum njan	1	Positive
ml_sen_608	Ithuvare ee cinema kannathar like adi oru comment idu	2	unknown_state
ml_sen_609	Thamilnadu rajinisir	1	Positive
ml_sen_610	Goosebumps What a BG Mass ka baap	4	not-malayalam/tamil
ml_sen_611	super dq fan kiccha sudeep fan karnataka	4	not-malayalam/tamil
ml_sen_612	Njammuke ikkade MadhuraRajayude Trailarinaayi wait cheyyunnavar undenkil adicho ivide oru like	2	unknown_state
ml_sen_613	Dislike adichal Ella Shemalesnoodum noodum  nu theatre IL baaa pooram Kanam	0	Negative
ml_sen_614	Eethe tendikalada  Dislike adikyan varunne	0	Negative
ml_sen_615	Oru rakshayum illaithokke kanumpol aanu mattu chilath okke eduth kinattil idan thonnunnath	1	Positive
ml_sen_616	Mammuka entry   Thank me later	4	not-malayalam/tamil
ml_sen_617	Ini arum malayala cinemayl police vesham Kashtapet idanda Ivde vann kaznju forever kalki tovino	1	Positive
ml_sen_618	Murivetta simhathintte shyasam garjanthekal bayankaramayirunnu Vannu vannu avan vannuikkaa love you	1	Positive
ml_sen_619	Trailor kandaal thanne ariyaam padam thamarthum	3	Mixed_feelings
ml_sen_620	Swag that  mass ka baap  Mega	4	not-malayalam/tamil
ml_sen_621	 Ee seen kand romancham vannavar  adichek	2	unknown_state
ml_sen_622	Ikka uyir happieee bday ikka	1	Positive
ml_sen_623	Uff  Romanjam Marana  mass	1	Positive
ml_sen_624	Namude ikkakum Rajakum suriya fansinte Ashamsakal	1	Positive
ml_sen_625	pritvimonum lalettanum pwolichutto character selection superb cinema superhitayi vijayikatte en nu njan prakthikum	1	Positive
ml_sen_626	Raj ettan  mamooka ethu polikum	1	Positive
ml_sen_627	Dislike adikaan orupaad lalappan fan vannittund paavangal hahahahah	0	Negative
ml_sen_628	Tamil and Telugu padam pole aayalo Dont kill malayalam movies reality	4	not-malayalam/tamil
ml_sen_629	Dislike adichvnmar oombi kuthi irikathe ulluh	0	Negative
ml_sen_630	madura rajaku katta support njiangal lalettan fansindea	1	Positive
ml_sen_631	Enikku onnum manasilayikkilla Filim kandal enthengilum thiriyo aavoo	3	Mixed_feelings
ml_sen_632	 kuru potti	0	Negative
ml_sen_633	hpy brthday mammookka  old young man	4	not-malayalam/tamil
