text	category
1 02 idakk pulimurugante bgm pole varunnu	Mixed_feelings
what a making	not-malayalam
katta waiting by a katta ettan fan	not-malayalam
indhrans fansinte ellaa aashamsakalum supportum pwolikku makkale	Positive
cinema kandittu trailer kanan vannavar adi like	unknown_state
kerala s golden film lalettan is monster	not-malayalam
athra thavana kanditum madip thonunile oru rekshym ile super	Positive
waiting for hindi	not-malayalam
endhokke aayirunnu malapuram kathi kozhikode aluva	Negative
next blockbuster from mammukka and prithviraj	not-malayalam
valluvanaadi ne poole aavan oru range venamedaa	Positive
pwli oru rakshyum illa muthaa ikkaa	Positive
report adikkunna lallunnikalle pokkoo vella panni eduth jeebikkedaa	Negative
prayam koodum thorum cinema adipwoli akukayanallo	Positive
ikkakkaano ettanaano kooduthal view like ulle enn nokkaan varunnavar ivde oru lyk idu	Positive
time 3 45am kaanan vannavar undoo	unknown_state
ente ikka oru rakshem ulla	Positive
eee trailer 3m adikoon ullavr evidae like	unknown_state
3 million viewers hit like lalettan fans	unknown_state
bgm okke powli but poster kond undakiya oru roomajam teaserinu tharaan kazhinjilla endhokayo suspence und enn manasilayi waiting	Mixed_feelings
last dialogue oru rakshem illa asooya verum asooya sontham naadine vittukodukunna kali illa enth vannalm	Positive
athu __ makkladaa ee jathi iteamsoka dislike cheyyunaa raju vs lalu	Negative
ithil mammookkayude mukavum shabdhavum mathrame ullu body mattarudeyo annennu thonnunnu entho evideyo	Mixed_feelings
madhura raja pokkiri raja rajadhi raja bellaadi raja raja always mammookka da	Positive
nenga tamil pesura azhagu irukke vera level	not-malayalam
first show ente koode arokke varum	unknown_state
pani ariyavunaknd thanneya pidichu nikune oru family feel good movie koodi vrununde happy birthday mammooka	Positive
entha oru enegy nammude daddy girigayum undu ithu polikum	Positive
5 million aakum ennu urappullavar like adik	unknown_state
ithrayum pratheekshichillaa ikkayude pilleru tripple allaa 100 madangu strong aahh	Positive
ith polikun nighal ath parayunnu polikumo illayo polikum akil like cheyu	Positive
mammootty tamil pesuraru and tamil actor namba jai irukaru avarum tamil pesuraru idha pathu happy aanavanga like pannunga	not-malayalam
ithu tamil oke kand kazhinna scene anallo bhai	unknown_state
innu ravile vare 181k likes ippo varum 121k likes	unknown_state
vivek obroi kku sound koduthathu vineeth aano	unknown_state
ennikku aa 30 kollatte charithram ketta matiye	unknown_state
surajanenn trailer pakuthyethiyappo mathrame manassilayulloo surajettan pwoli	Positive
ente entra kali kandittullavananu nii	unknown_state
lusifer oniladhigam kanubol lagadikumpole enalum kolam	Mixed_feelings
teateril poi kanan katta waiting ayavar like adiche ikka ishtam	Positive
repeat adich kanunnever ivde like adik	unknown_state
1 34 il prithviraj ine kandavar like adikku	unknown_state
18am padi ikka phritviraj	unknown_state
ntemmo romam eneett ninn dance kalikkunn rajaa return	Positive
entammo romanjaam romam ezhunettu nikkunnu enna trailara laletan marana mass	Positive
ente ponnuu dileepetta trailer polichu ikkayude aniyanu dileepettanu vijayashamsakal nerunnu dileepettan peruthishtam ikka uyir	Positive
erangana mumb 285 dislike ejjayi mayrol	Negative
raja returns	unknown_state
padam verum oru below average lucifer like oombiya padam aakum enn orappullavr c man	Negative
ithu polichuu tovinoo broii i m also a ichayan of mii kalla kochu	Positive
ee 2019 enna varsham maamookkant thanne aan	Positive
dislike adichavarkk enthe naduviral namskaram	Negative
likes koodeettum views 462k yil stuck aayi kanunnavar ivde come on	unknown_state
film kaanan trill adichu nilkkunnavar like	unknown_state
ithu kandappol uru pazaya commissionere oorma vannavarundo	unknown_state
hd irangiyitum trailer kaanunnavar ivde like adii	unknown_state
trailer kollam but movie flopp aavum	Mixed_feelings
egadhessam pulimurugan model thonniyavar like	unknown_state
ethra kodi kittiyalum illellum nalla film aayal mathiyaayrunnu	Positive
ipozhe 48 unlike samshayam illa bengalikal thanne	unknown_state
six pack episode1 malayalam fitness tips 2	not-malayalam
idi film orma vannath enikk mathram ano	unknown_state
2 7 k dislikes irangunnadinu munne thanne vannalloo	Negative
pirates of the caribbean peru maati ettal aalkar chilappol like adikkum aale pattikkan eniyum engane nalla nalla teasers pratheekshikkunnu	Negative
1 39 that superman punch	not-malayalam
ee trailer njan thaetril kandappo ennaa feelaan tovino achayan ishtam	Positive
veendu veendum kaanunnavar like adi	unknown_state
ippozhum repeat adich kanunnavar ivdey like ikka	Positive
ikka katta fans like here	unknown_state
this deal is with an devil	not-malayalam
aarokke first showkk pokum fdfs arokke like adikk	unknown_state
movie kk fuljar soda nte taste	unknown_state
immathiri item ellam abhrapaliyil kananamenkil innum ee arupathiyettukaran orungiyiranganamennathu enthoru virodhabhasamanu proudofyou mammookka	Positive
late a vanthaalum latest a varum	not-malayalam
mamookaa mass uff rakshayillaa ikka ennum mass ka bapp	Positive
raja sollaratha thaan seivaan seiyratha mattum thaan solluvaan thalavaa mammutty tamil hit fans	not-malayalam
otta peru mammooty bgm kodoora mass apo eidum abrahaamin	Positive
ikka ennum top lanu one and only raja	Positive
brothersday yil prithwiraj sukumaran lad il mallika sukumaran ittimaniyil late sukumaran this onam polikkum	Positive
raja varunath veruthe pokan alla mammookka fans adi like	unknown_state
vere vella panikk poda nayinte mone thantha kelava lalettante myr nakkan polum anne kond pattillada pooraa	Negative
nannayi varatte manassil niranja ashamsakal	Positive
ente ponnu mammokka ningalekkondu oru rakshayumillallo	Positive
dislike cheyyan kore ennam irangiyittund	Negative
ikkaykk lalettan fans inte vaka oru adipoli wish	Positive
viswosichu koode varunnavare jeevan koduthayalum samrakshikkum	unknown_state
rajetta ithreyum pratheekshchillaa kidu feel romaanjam ithu pwolikkum	Positive
trailer poli pakshe copy sundar sherikkum copy aanenn sammadichu	Mixed_feelings
onne parayanollu ee prayathil eemathiri role athu mamookakkalathe arkuu pattum	Positive
sidhikinte katta roll njan maathranoo shradhichath	unknown_state
mamangam ikka ithre vendu katta waiting	Positive
5k dislikes	not-malayalam
ee haters vann dislike adichalum 240k like und makkale	Negative
engane unlike cheyyan thonnanu ee kanikkunath kerala police nte motham avasta aanu	Negative
we r waiting 4 stephen nedumumpalli lalettan rajuvettan combo mooshamaavilla yennariyaam trailer polich	Positive
real historic films legendary magical actor mammootty mamangam super duper multi mega hit	not-malayalam
laletta oru raksha illaa all over super annu thanks to prithvi	Positive
theme doom patrol le pole undallo	Mixed_feelings
ente ammo kidilol kidilam oru raksha illa prayathe vellum veeran	Positive
poyi paranjekku baapa vannitundennu dubailnu king derick is on hunt	unknown_state
ithu kandittu eganna unlike addikan thothuthoo avoo	Positive
veruthe alla neerali kandam vayi odiyath	unknown_state
ninga polik ikka namma undu koode alla pinne	Positive
all the best laletta and rajuvetta from alluarjun fans	not-malayalam
big b 2aano ettu kanditu atakana vari	unknown_state
itu kandappo roomancham vannavar like adi	unknown_state
asooya thonua ikka ikka nigalu maass aanu	Positive
innaleyaane kandath super padam ellarum famlyaayi poyi kanan super abinayam	Positive
mass katta waiting ikka rajuettan fans	Positive
ente ethra kali kandittullatha nee odukathe ee kalikoodi kannu romanchification oo odiyan odi odi odiyan	unknown_state
dislike adicheverk oke ente vaka nadu virel pranamem	Negative
2019 eattande um ikkade um thanne anu makkale	Positive
ikka fansum onnu kandu sahakarikanam ennu abhyarthikkunnu	Positive
2019 mammokka angeduthunnu parayan paranju	Positive
body 68 vayassulla oru manushyan	unknown_state
jeevathod chernn nilkunna padangal aanu lalettanum mammokkayum cheyyendath waiting lalattan fans	Positive
ithonnil kooduthal kandavar undengil adi machane oru like	unknown_state
sahoo movie bgm copy pole undallo	Mixed_feelings
history of pain history of hope history of an era history of the brave	not-malayalam
mamankam release november 21 4 languages 1 malayalam 2 tamil 3 telugu 4 hindi	not-malayalam
padam kaanan kaziyatha sangadathil trailer kanunna njan	unknown_state
unniyettan polichuu unni mukundan fans like here	Positive
padam kanan pokunnathinu munp onnukoode trailer kanan vannath aarokke	unknown_state
ee padathien ethra kali aaiiyalum mammuni enn parayunna nadante oru padathinum ithinte collection record thakarkan pattitila nthin pakuthi polum ilaa	Negative
i love mammookka love from telangana	not-malayalam
200k like ayo ennu nakkan vannar like	unknown_state
ithinthe like kurayunnund kurachu mumb 184k undaayirunu ippol 117k ullu enthaa sambavam	unknown_state
adi poli ini relees aayal mathi	Positive
etan just nailed it raju etta hats off	not-malayalam
ethil pritvi kanum en manas parayunnu	Positive
superb ikka njn oru ettan	Positive
eth theatre allaam onn kulukkum	Positive
sunny chachi ne kaanan trailer kandavar like adi	unknown_state
sala lucifar matalb kya hai jante hu oska matlab saitan	not-malayalam
rajuettan making super ini padam koode super hit aya mathi	Positive
katta waiting for lalettanszz magic	Positive
ente ponno oru rkshayum illa	Positive
1 divasam 3l kudutal tavane kanunavar arokke und	Positive
ipolum trailer kanan vannavar like adikk	unknown_state
peranbu anpoodu amudhan	unknown_state
any tamil person after seeing title	not-malayalam
padam release aytt arengilum trailer kaanunnundo	unknown_state
mammukka ningale kurich onnum parayanillaa ith enthe avasanathe vakkaa storong 99	Positive
mohanlal fans and ikka fans like here	not-malayalam
k fans like here	unknown_state
idoru unddaa padam thanne avum	Negative
ente ponnikka ingal enna monj aane	Positive
november 6 num vann nookunnavar undo	unknown_state
njan our ikka fan anuu paksha odiyan mass a like adii	unknown_state
prithwi rajine kanan vendi trailer slow motionil kandavar like adi	unknown_state
no words dileepettaa best actor and janapriya nayakan beautiful trailer	Positive
l2 empuran loading soon kalli theernilla makkalle	Positive
best actor film	unknown_state
4 million aayonn nokkan vannavar like adikk	unknown_state
all kerala mammooty fans anangill adi oru like	unknown_state
mohanlal fans nu like addekannulla sthallam	unknown_state
prayaththe vellunna meyazhakkam ulla nadanan megastar prayam marannulla aareyum athishayippikkunna actions aan enikk eetavum kooduthal ishtappettath	Positive
enna or kidilan bgn aanu ith polikkum	Positive
vndum vndum kanan njanum und ettan	Positive
e trailer kndapoi ethra perkku kgf padam ormma vannu	Mixed_feelings
ithu oru poli polikum item	Positive
appo engane pullaare pwolikuvalle	Positive
charithra purushyan living legend mahanadanam megastar mammootty	Positive
mammootty aa name mattum pothum	not-malayalam
chettatharam kanich app upayogich dislike adichavarod	Negative
you tube hang ayo 34k views change avunnilalo	unknown_state
hindi movie newton inte vere version aano	Mixed_feelings
nammude kuttikale karotteku pagaram kalari padipkunnathalle nallathu athalle nammude parambaryam	unknown_state
kasab filmil mammooty ye matti tovino akiya pole ondu telugu padam pole	Mixed_feelings
i am bangali double kundi mohannlal	Negative
eee cinema kanan pokan thonnunnavar like adi	unknown_state
movie kanditt evide vannavar like	unknown_state
oro thavana kanumbozhum romanjam ikkaa	Positive
action scene itra manoharamai chaiyyan unniyettane kazhinje ollu bakki ellarum chettante carrier best aayirikkum chandrothpanickar enna kadhapatram waiting	Positive
inspired from jo jeeta wohi sikander	not-malayalam
lad kondupoyi laletta onam sorry	Mixed_feelings
kidu item myrole onnum parayanillaa adipwoli fdfs lockedd ikkaa lovee uu	Positive
edk edk etraa likes ayi enn nokaan verunavar ivide like cheyyu	unknown_state
dislike adikkan thanthaku munp undayavanmar vannallo	Negative
adipowli trailor rajuvetta ettane powerful eyes ela seenillum	Positive
rajayum rajede pillarum stonga tripple strong	Positive
njan idehathinte padam kaannilla	Negative
mammootty 68 mamangam trailer vere vere vere level	Positive
nalla kidilan trailer nalla oru family entertainer aanenu thonnunu	Positive
pazhassiraja sharathkumar polichath pole mamankam unnimukundanum polichadukkatte fit body yaar	Positive
poli ploi nte ponno romanjam	Positive
samajh me nahi aya par dekh kar achha laga	not-malayalam
ethinu okkae dislikes adicha prajanda kunju ghalae nighalkku uluppundo	Negative
athiradi mass aan ippol thonuva chilarude realease onnum mattandayirunnu enn oru olathin	Positive
35 minutes watched 5 more times stephen nedumpalliyude kalikalkku waiting	Positive
poli poli super ikka poli super double super	Positive
ethenna pottan kaliyo idhano big budget cenimede dialoge	Negative
madhuraraja 500 cr kerumenn urappullavark like cheyyanulla comment	unknown_state
padam mass verum mass alla kola mass	Positive
padam kand hype adich trailer kanan vannavar like adichey nokkattey	unknown_state
njan oru katta ettan fan pakshe ikkayude ee unda pollikkum	Positive
ikka fan aahn but trailer vijrcha atra vannilla cinema endhayalum polichadukum enn viswasikunnu	Mixed_feelings
poli trailer dislike motham mohanlal fans ayirikkum	Negative
kuduthal thavaana kanannu thunnuna padam annu oru rakshayum illa polliwchu	Positive
ithano trailer oru dialogue polum illa ekkaude ullath kurach perum oru vettum	Negative
november randam theeyathiyum kaanunnavar like adik	unknown_state
which is better trailer like__under wold comment__ helen	unknown_state
ikkante trailerlum polichu lalettante trailer polichu we vacation adipoliyayirikum	Positive
ikka mass alle lalettan fans kude ondu	Positive
angana pritviye kanan 5 july	Positive
i m from karnataka yash boss fan waiting for movie in karnataka	not-malayalam
release polum akata 1 9k dislike adum kanata pokaruth aa valya manass	Negative
idhanu njanga paranja nadan ivananu nadan mammootty	unknown_state
lalettan lucifer pwolich aduttat mammookka de madura raja malayalatile 2 megastars	Positive
kandu pinnum kandu veendum kandu sheham kandu ippol kandu ithu kazhinuu kandu	Positive
oru adaar item ikka pwolikkum marana maass	Positive
padam kandu kazhinit trailer kaanan vannavar ivide like adi	unknown_state
nde ponnu idivitte powlich adachu adichu powlikkeda makkale mammooka	Positive
oru narasimham usthad okke orumich kanda oru sughm kittyy kuliroodu kuliru laaleettaa raju no rekshaa iniyum kaanan thonnunnavr like	Positive
mohanlal tamilnadu fan s like here	not-malayalam
6k likes kudi kittyal jimikki kammal song 100m aakan pattum laletan fans vijaricha ethan pattana onnanu	unknown_state
nale keralthil box officinte maranam ayirikum ikkanteyum pillarudayum vaka	unknown_state
eganegilum 12 aam thiyathi aaya mathiyaayirunnu katta waiting	Positive
1 13 makeup illatha baby chechi	unknown_state
100k like in one hour	not-malayalam
muzhuvan ipo kanikunila baki theatril kanaam	unknown_state
tovino as rahul gandhi manju warrier as priyanka gandhi look like that murali gopi brilliance	not-malayalam
comment vaayichathu kondu video sradhikaan pattiyilla athond veendum kandu ippo veendumini ethra vettam kaanumenn dhaivathinu ariyaam edits ikka uyir	unknown_state
lalettan is the king of malayalam movies	not-malayalam
veendum veendum vann kaanunnath njan maathramaano	Positive
2 05 dileep de aniyan paranjathu chettan purathiragittu njangal pani thudangum	unknown_state
17k views 104k like how s it	not-malayalam
enthaylum oru adaar feel undu tamil look	Positive
68 tikayunna youthanu veendum oru perunnal sammanam prisharadi vaka	Positive
pwoli trailer sunny chechii istam ikka jeevanaanu	Positive
padam hit pani ariyavunnavar film pidichal trailer kandalum goosebumps varum	Positive
mammuka polikum mammukaye ishttamullavar like adii	unknown_state
l prithviraj lalettanilude oru adaar item thanne kond vanno	Positive
karikkele lolattenem lalettenem eshtamullavar like adi	unknown_state
adipoli trailer movie kanan wi8ing oru psycho indannu prathishikaam	Positive
ikka fan aanne ennalum parayuva kolakolli item	Positive
puli oodu kandam vazhi oodan paray ipozhe	Negative
urumi scene repeat mode on	not-malayalam
ithe kandirikkum enn ullvar like itte pokko	Positive
njan laletten fananu pakshe trailer kandu romam enittu nikkinnu	Positive
innum 5 thavana kandath njan mathramano	unknown_state
mazz ikka mazz bgm katta waiting i am waiting	not-malayalam
nala fan show kk ponavar adi like	unknown_state
ikka and rajuettan uff goose bumps	Positive
sound athu screenil kanam lalettan polikkum	Positive
ine lucifar loosaavum illenkil raaja loosakkum ntammo kidu mammookka	Positive
uff mammookka entry bgm stunning trailer	Positive
sunny chechiye kannam vanna ver like adike	unknown_state
adaar love malayalam full movie	not-malayalam
evideyo miss aaya pole pazhaya lalettane thirichu kittiya pole thaadi vecha pinne payyan pwoli alle luv u lalettaa	Positive
oru superhit unda manakunnavar oru like adiche	unknown_state
ini 8 mani vare clock nooki irikkanm	unknown_state
nt ikka ingalu verm ikka allatto ponnikkaya romanjified	Positive
immathiri mass last aa chadi idi super ethu polikkum ikka um pillareum triple strong aa	Positive
10 m aakum ennu orappollavar adi like	unknown_state
anttemoo anthayith akkee kudee oru koritharip	Positive
prithividae padam nalla kaaryam but manju indallo pottumennu urappu	Mixed_feelings
aa chekkan polikan ulla ella chance um kanunnund	Positive
superb laletta love you lotss othiri ishtam lalettane	Positive
ithinokke dislike adichavanmare okk adichu kollanamm ettan uyirr	Negative
ikka poliyhanu ithreyum prayathil inghanew okke nikkunillew ikka vere level annu poli ahh ikka	Positive
100k likes within 2 hours game changer movie of mollywood	not-malayalam
ayippan poli an muthe ni an muthe hero ayappan fans like	Positive
maamangam trailer kanditt vannavar like adi	unknown_state
odi vidyakal kannan kathu nilkukyanu laletta	Positive
potta padam 2million views polum illatha ee oola padam potti paaleesavum antony perumbaavoor kuthuvaala edukentiverum not an ikka fan	Negative
ente anna oru rakshaym ella adipwoli	Positive
bgm repeat mode njan maathram aano	Positive
ithilum mikacha trailer swapnangalil mathram	Positive
17k view 100k like 10k dislike ithengane	unknown_state
mass odiyan mass kollamass kattaa waiting kidilam	Positive
katta katta katta katta waiting cant wait man	Positive
daivam oroon kond varum ennit pottipoliyum verute collection kittan vendii advertisement	Negative
mar 28 katta waiting l	not-malayalam
mammookka fans like adikk pattumenkil ente channel subscribe cheyyuka	unknown_state
innale night 189k like undayirunnu today 129k entha ithu	unknown_state
raja sollath polle umbum sollathu mattam umbum one and only king l	not-malayalam
anthamaaya thaara aaradana aaswadana nilavara thakarchayude soochanayanu cinemaye swathanthravum kalaaparavumayi veekshikunna oru yuva janathayeyanu malayala cinemak aavashyam	Negative
entho ishtam aanu ellarkum ee ittimaniye	Positive
ikkaa polichu big b mood poli bgm	Positive
machane pwolii item inka pwolikkum thakarkkum	Positive
kiduvo kidu onnum parayan illaa	Positive
padma innaanu kande	Negative
ethippoo mohanlalinte make over aayinda	Mixed_feelings
laletta adich policho laletta nigaloru muthaan ie padam vijayikom nokiko apo	Positive
kgf kaanada	unknown_state
6 4k dislike ijjathii rodhanam annaloo	Negative
powlichu	Positive
lucifer polichu poli	Positive
here leonardo dicarpio in thalai viduthalai song	not-malayalam
hoping for a good movie after anuragakarikin vellam	not-malayalam
soubinum suraj ettanum polichuu padam polii oru family ayittum kannan pattiya nalla padaamm	Positive
e nanjankottayil aarudeyumkanneroppan vannavanalla njan ennal karayikunnavanteyokkry tala njan adichupolikum kidu kidu kidu mass punch dialouge	Positive
viewers 16k like 85k ithengane	unknown_state
raja 100 cr urappullavar adi like	unknown_state
mammokka ennum oru lahariyaanu annum ennum athbudappeduttiyittey ullu padam oru vambhan hittakum minimum 250cr kadakkum lookam vaaythum mammotty enna	Positive
acting illa baki illathoke pinne	Positive
ivide palakkad jayettan fans club nnu ashamsakal adichal romam ennikum athaanu thrissur pooram	Positive
hbd mammokka by die hard ettan fan	Positive
releaseinu 1 week munne ithu onnum koodi kanan vannavar undo	unknown_state
usha udup paadiya lucifer anthem ethanu padathil kandilallo arkenkilum ariyo	unknown_state
mobile phonil kadapoolee ekkane appole theateril anakilo	Mixed_feelings
edayk edayk views nokan varunath njan mathram aano	unknown_state
onnum parayan illa laletta u trigger again	Positive
dae ajithaa copy adikathada mohan lal	Negative
kfc chicken vekkaan kayariyappol	unknown_state
oru moideenum katinintavila odiyan vendi	unknown_state
gilla plus loham plus ramaleelaa naariya kopi adii	Negative
dear mammookka	Positive
onnil kuduthal kanda trailer amboo powli	Positive
happy birthday mammooka by etan fan	not-malayalam
ramesh pisharadi aanu director ennu kettapo valippu padam aakumennu karuthi trailer kandapo mosamakilla ennoru prithisha vannu	Mixed_feelings
official trailer release aakunnathinu mumbe dislike adikkan kure mammunni fans oolakal	Negative
watching again and again and again and again for mammookkaa	not-malayalam
by the by prithviraj suraj	not-malayalam
as a mammokka fan trailer kidukki padam nalla oru vijayamayi theeratte	Positive
youtube hang avan ready ayiko l	Positive
ippo mansilai e padam 8 nilayil pottum	Negative
fdfs book cheyyum ennu urappullavar ivde likikkoo	unknown_state
oohh my godd	not-malayalam
onnu urappa full entertainment movie yaa yente ponnu ikka fans onnu kaddak pidichaal oru blockbuster engu poorum	Positive
lalettan prithivi combo vera level pwolichu lalettan prithivi fans like adiku makkale	Positive
like kuddunnu onnd pakshe views kuddethe enthaa	unknown_state
mammooka die hard fans like adichu polikk ith logam kaathu ninna raja yude varav ith polikkum	Positive
29k dislike adichavar padam kandu kaanum lo oro dhurendhangal	Negative
alinje polinja trailer odiyan aakumo	Negative
padam kandit trailer kanan vannavarundoo	unknown_state
mmk ikkem ettananum ore level aannu ath vere level	unknown_state
dialogue pora msmmookka paranjaal onnoode ushaaraayene	Negative
trailer kidukki look at the likes	Positive
38k views 20k like polichu	Positive
tovino namak uruttane ayyo adipoki mass muvi ayrkum katta waiting	Positive
direction maarakam prituiraaj nee tanne cheytathaano atho ariyunnavare kondu cheyyichathaano aaraayaalum massayittundu well job man	Positive
nammda akshay daavin oru like adi	unknown_state
mammookka haneef adeni shaji padoor gopi sunder mahesh narayanan	unknown_state
second box office grosser in malayalam megastar mammooka	not-malayalam
athoru valya kathaya mone paranju thudangiyaal oru 10 30kollathe charithram parayendivarum	unknown_state
ichayan kasari kiduki porich njgal tcr karude swagraya ahagaram	Positive
9 6k dislikes from antony perumbavor undaya	unknown_state
traileril oru kidilan surprise undakum ennu visvasikkunnavar like adii	unknown_state
like nokaan varunnadh njan mathramaano	unknown_state
king is oll ways king	Positive
amitha pratheesha vekunila anyway katta waiting l	Mixed_feelings
full bgm jjstudioz kalki	not-malayalam
o m g heavy mamookkaa	not-malayalam
nenjinakath lalettan nenjuvirich kond parayum numma oru lalettan fan anenn __katta waiting	Positive
sathyam paranjaal trailer oru maja illaa	Mixed_feelings
padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa	Mixed_feelings
vannu vannu avan vannuikka love yuu	Positive
evdeyokkeyoo oru pulimurugan dadi girija fight music evdeyokkeyoo	Mixed_feelings
happy birthday mammukka gana gandharvan polichadukkum next block bluster	Positive
nte ponnoo enthaa makkale immale ikkade aa oru idh	Positive
lalettan fans and prithviraj fans hit like	not-malayalam
entry istam like for lusifer lalettan	Positive
katta ikka fans indangi like adichu pottiku	unknown_state
oru rakshayumilla repeated mode on njan kandathil vech ettavum best trailer	Positive
68 vayassunden oke paranj ingane pattikkale en parayanam sire	unknown_state
bilal john kurishingalinte aniyan aano ini	unknown_state
arokee ningaldee comentsnu etraa like kittenu nokkan vannu	unknown_state
nov 21 pakkalaam intha kaaliyude aattathe	not-malayalam
katta pretheekshaa luv u alla	Positive
poram lokham ariyatte hbo channelil parashiraja kanaichath pole peranpu pole ikkayilude malayala cinimaye ariyatte	unknown_state
eee cinema thanna venuchettan muthaan muthumaniyaanu	Positive
ente ponno maranamass item kidilan making fight apaaram sound modulation oru rakshayumilla oru adaru item thanne	Positive
hindi movie old darmki dese remek	not-malayalam
ini vendathu oru 100kodiyanu athu ithiloode kittatte	Positive
0 50 athu nammude marimayam unni alle	unknown_state
padam vere level aavum mammulaal fanz	Positive
teaser pole oombiyilla trailer kidukki lalettan fan	Mixed_feelings
kozhopolla	Mixed_feelings
6 3 dislike veru verupp athanne karanam	Negative
ndaapoo ndayee inendaa vishuaa ara ewde padakam pottichee uff romanjam_ahangaaram ikka	unknown_state
mamangathine ajaygopal fansinde vijayasamsakal	Positive
ende ponnoe ejathy trailer kandall ariyam ikka ethu rengill ulla allannennu	Positive
njan mathramanoo ith veedum veedum kanunnath	unknown_state
orroo framintayum quality rajuattan magic	Positive
mammootty pwolikkum	Positive
mammookka uff ijjathi ente ponnikkaa polichuu katta waiting	Positive
lalettante adutha 100 kodi ithayirikkumodiyan enthaa sheriyalle	unknown_state
malayalam padam odikkenda takkesil achayn keri telugu padam odichuu	unknown_state
haters pani thodangind makkale sahikunnilla avrkithe kanditte	Negative
ee pani thannaya kure kalamayii cheyunne pani ariyavunthathu kondaa pidichu nilkunnaa mass and class dialogue luv u ekkaa	unknown_state
100k likes in 1 hr	not-malayalam
madhura raja trailer kandu athinte hangover maran lucifer trailer repeat adichu kandu ippozha samadhanamaye	unknown_state
105 k likes 17 k views	not-malayalam
raja raja raja madhura veera raja	unknown_state
aettanta padathin ikka fansnte ashamsakal	Positive
yedaa mamooty poora	Negative
i m from telangana love you mohanlal sir	not-malayalam
avasanethe chadiyulla adi adh polich ikkaa	Positive
raja raja raja madhura veera raja	unknown_state
madhuraraja teasor kandu nalla katta bore ayittu undu mammukka ethavana yum vishnu unnikrishnan tae boxoffice records vettikkum ennu thonunilla	Negative
ente ponno goosebumps kidu bgm	Positive
fans ticket kittiyavar ivide like adii	unknown_state
trending no 1 varanam jayettan daa	Positive
pratheeksha nallonam und	Mixed_feelings
unlike adicha mammunni fansinu irikkatte oru kuthirapavan	Negative
jeyetta padam full undo trailer il sambavam colour aayittundalloo	Positive
thriller movie	not-malayalam
mamakam hit aavum ennulever adi makkale like	unknown_state
family entertainer family kk kanan pattatha movie full inner meaning	Negative
sambavam deep freezeril pettu poyi athann	unknown_state
vere level one ikka rajuvettan	Positive
entae jeevathil ithrayum pravishyam trailer kanda verae oru cinemayum illa	Positive
kidu frames kidu bgm ellarum kidu look kidu making pinne kidilolkidilan lalettanum verentha vende heavy	Positive
ethra viewers ayi ennu nokkan varunar arokeya	unknown_state
ith rajuvattante sambil lusipur adaar aitam varunnu meaga star mammukkayan makkale	unknown_state
njaanum our tovino enna actora ishtapedunna alu thannaya trailer mass ayitundu but achaayanta soundinu mass effect kurachu kuravaanu	Mixed_feelings
thalaivaa	not-malayalam
madhurarajakku madhuram theereyundakilla bhayankara kaypayirikkum njan panthayam vekkam	Negative
ikkaa ingale ennaa level aah ee prayathilum body muthane	Positive
raju ettan powli	Positive
new benchmark in malayalam cinema	not-malayalam
trailer cut editor donmax	Positive
oh iyalude ela padavum iyalu jailil kidana anubavavumayi copy anu nala pila anu enu kqnikan akum	Negative
innanu movie kandathu kidu nnu paranjal pora kidilokkidilam	Positive
trailer ethanennu mumbu thanne kore peru dislike adichatind ivanmaaroke aanu e naadinu shapam champu naarikalu	Negative
idvere vere chilar parannadaann muruga nee theernnada enn ini nangal mammookka fans sherikkum parayunnu murugaa nee theernnada ikka love	Positive
ith surajinte padamaane enne thoniyarvar like adikku	unknown_state
sathyam parayalow kanubol ente police traing kalam ormavarunu	Positive
dislike adichavarod nammal lalettan fans n verum pucham matrame ullu lalettan ishtam lalettan uyir	Positive
50 dhe pravshyem kandu kolakkolli trailer	Positive
katta ikka fans unddegil like adi	unknown_state
haha 1 35 il raajuvettane kandavar ivide like adichee	unknown_state
iyaalkkokke cinema nirthi dq nte makkale nokki veettil irunnoode	Negative
enta ponna oru rashayum ila kidu padam	Positive
suraj ettan powli koode soubin ekka pine paryano katta waiting anee	Positive
intha trailer ah pathutu nama thala ajith yabagam vanthavangala like podunga	not-malayalam
trailer kandappazhe urappichu padam mass vijayichu	Positive
im from mars but i love laletan	Positive
ikkayude johny walker ormma varunnuu vere level	Positive
ithupole oru trailer iniyundakumennu thonunnilla superb	Positive
ikka pwoli bgm oru rakshayum illa	Positive
jayasurya chettan mass lookaa pakka mass don	Positive
mammookka de adutha 100 kodi padam aayirikkum unda ennu urapp ullavar like adikkada pillere	Positive
6 1k mamunni fans ithe kandu ennu aa dislike button kandapol manasilayi	Negative
i m from tamilnadu i like mamooty sir trailer	not-malayalam
dayav cheyth pretham 3 irakkaruth plzz athrank unda padamaayirnn pretham 2	Negative
su sugunan su gu sugu su gu suu bug una	unknown_state
avasanam sathya moorthy ips avathorunna mati	unknown_state
very good movie making skills in your language keep up the good work	not-malayalam
villain tovino vivek oberoi just a guess	unknown_state
ikka fan aaya nikku nalla urappundu	Positive
ikka powlichu onnum parayanilla trailer ethanel padam enthakum	Positive
to be very frank	Negative
tovino look bgm vere level	Positive
bgm korachoode nannaakkayirunnu fan made bgm poley	Mixed_feelings
pinneum pinneum ithu kaanuna ethra peer und	unknown_state
