text	category
chekkan ennaa look aahh tovi ishtam	Positive
cinema kand vannathin shesham trailer onnoodi kanumbo adipoli feel	Positive
2010 annum 2019 eenu raja super aanu	Positive
romam oke eneetu ninnu salute chyum	Positive
wow ikka oru rakshayum illa	Positive
trailer pwolichu mammukka kalaki but bgm kurachukudi adipwoli akarnnu	Positive
bgm ejjathi romancham athine pati adhikam paranju kandilla	Positive
kalakki ikka ith adar item arikkum	Positive
appo lucifer theernnu lalettaa varunnathu raajayaanu mega star mammoottyude madhuraraaja	Positive
eee muvie supperb aavumnnu urappullavar like hear	Positive
laletta inghal pande vera level aah pande nenjil kond nadakunaathaa ente swantham lalettanelub uh laletta	Positive
ittimaniyil love und action illa drama und movie bore adipikilla poi kandu istapetu	Positive
ithu oru onnonnara item aayi poi	Positive
ente peru chodikkaathe eduthathil paribhavamilla ketto cinema super aanenn trailer kandappol thanne manassilaayii	Positive
ithenthaa pinnem pinnem kaanan thonnune ejaathi addicted	Positive
puram thudangan eni minutugal mathram bhakki	Positive
lalettan powlich love you laletta	Positive
aiwaa aa last scene ente ponney ejjaathi trailer	Positive
laleta you are a sensation and pritvi cheta you are a genius	Positive
last 8 sec uff injaathi ikka ingal poliyatta	Positive
njn lalettan fan okke thanneya but ikkeede aduthuunnu adutha oru pulimurugan pratheekshikkunnu	Positive
ithu 100cr ennu parayunnavar like adiku	Positive
njanum ente pillarum stronga double strong alla tripple strong	Positive
keralathil kingum devilum godum ellam ettananu this is mohanlalwood	Positive
mass trailer kidu bgm ikka thakarthu	Positive
thalaivaa views nokan ratri 2manik alaramvechenitu rajada pillaru stronganu theliyikum wait	Positive
ith item kollallo variety anu sambhavam kidukkum	Positive
ente ponnu ikka nigal vere level aanu	Positive
ittichaya aa pothirachi dilogue noominu angu bheshayi istaayii anyway achayan marennu paranjal athu oru bhaagyama	Positive
poli ikkakk 20 yrs age kurangath pole enna looka	Positive
ikkayude kali mollywood kaanaan pokunnathe ullu maamangam	Positive
ikkade ethu videoyum trendingill undaavum athu 1m mugalill views	Positive
mammookka polikkum enn urappullavar adi like njn like adikkunnuu	Positive
kidu padam jst watched ponnikka ingala maranamass aanu	Positive
ee maha avataratte nerkku ner illadakkan marakkar padu pedolo ishwaraa 1 17 bgm	Positive
romaanja kanjuka kunjukamaay the boss of mollywood	Positive
heavy ennu paranja pora athukkum mele	Positive
empuraanum ithum koodi orumichu release cheyyanam pwoliyarikkum	Positive
lub u lub u laletta l u c i f a r	Positive
amboo polichuu ikkaa pwolikum film	Positive
oru bhanndhavum illatha thani malayalam trailerukale polichichadukkiya trailer	Positive
tgfnum masterpiecenum shesham adutha vvan hit aakan pokkunna film	Positive
ikkakyu lalettan fans nte aashamsaghal	Positive
njan oru katta laletten fana but ith pwolichu alla ith pwolikum	Positive
oru rakshayum illa joli kazhin ksheenichirangiya enik ippo oru energy okke thonunu mamangam	Positive
85 minutes more nta ikka ya kanan	Positive
kandittum kandittum mathivarunnilla entho oru magic trailer i ll und appo filim ethanennu uhikan pattunilla	Positive
ijadhi powli trailer mammookka katta kiduve bgm vere level	Positive
endammoo kidukachi item mohanlal fans like adich polichek	Positive
natmmoo oru raksemm teaser ulla problems oke ozhivaki	Positive
big b model ikka fans hit like	Positive
lalletta mass kola mass still waiting	Positive
masann enn paranjal marana mass ith polikum	Positive
spr item rajuettan nalla making lalettante karyam parayandallo	Positive
mammukka	Positive
ithu oru onn onnara item aanee	Positive
suraj ettan nn kuruch koodi screen time kodukayirinu prithiviraj de direction reference kaliki overall pwoli padam	Positive
ippozhum 1 trending ikka enna summava	Positive
kandappo oru kuliru keri mone ningalkkum vannengil like here	Positive
ee padam pwolikkum pwoli teaser teaser	Positive
annum innum ennum rajade pilleru triple strongaa uyirdaa	Positive
marana mass kettitellu eppam kandu prithi lalettan combo polikuumm	Positive
njanentha ipam kande ivide enna oru bgm	Positive
screen presence il mass kanikaan mammukka kazhinjitte mattaarum	Positive
luciferine malarthi adikkaan raja vannu makkale	Positive
erangunnathinu munbu thane 4 2k like aayi trailern	Positive
adar trailer summer mass entertainer thanne aayirikum enn pratheekshikunnu	Positive
trailer kandu for sunny leone and mammokka	Positive
nalla movie aanu ellarum kananam surajettam pwolichu nalla oru massage thanna movie	Positive
all the best lalletta oru katta messi ikka fan	Positive
sukurthukkale enikk oru karyave parayanollu dis like adichum aavishyam illatha troll paranjum veruppikkalle nammade swathalle lalettan nammal malayalikalude abhimanamalle	Positive
rajuvettan lalletan hit kazingi ini rajuvettan mammoka hit rajuvettan ishtam	Positive
entammoo serikum romancham lalettaa	Positive
nama hero december 12 wait see mamamaga maha magam kankulirke kandoli the face of indian cinima	Positive
madhura raja kandadhil vechu adipoli thagarppan movie mammukka	Positive
njan lalettan fan aanu athukondu thanne parayua comment adichu nammal odiyan aakinmattanda padam kudu aavum coz this is mohanlal	Positive
maranamass padam padam kandittum njan thaa trailer kaanunnu	Positive
dileepetan and nadirshaikka sideeqikka itu pwolikum dieelpetan snehikunnavar like adichu poyikolu	Positive
ikka kathirikunuu orupadu predhishyodaii madhura raj valiy vijayum kaikolatai annu ashamsikunu	Positive
njan aarudeyum fan alla annalum eth madurarajayekkal hit aakum orapp	Positive
pinne ee japaane kond oonum parayanda sirich sirich chathu	Positive
ith oru ononara muthalaa lalettan katta waitingg	Positive
vannu kannu mone poliyalla marana mass da ikkaa love you	Positive
adhyam cheka chivandha vaanam polae thonni pinne maari vivek oberoi spl aayi thonni	Positive
vere level cinema aakum ithu	Positive
superb katta suppor by ettan fans	Positive
enna oru feel olla trailer	Positive
kiddu trailer last momukka oduna scene pwolichu nala ore visual treat avatay mamagam	Positive
bgm uff narasimham feel	Positive
oru rakshela padathin vendi katta waiting	Positive
keralathinteyom madhurayodeyom raja nammode swantham ikka	Positive
padachoone bgm kett vaa polich poyath njn mathram aahno	Positive
muruka nee theernada ini odiyan jaalam	Positive
ente ponno ithreyum kathu irunne trailer vere illa ikka uyir	Positive
jayasurya pandathetilum poliyali enn tonniyatu enikk maatramanno	Positive
lvl trailer raju etta polich odiyan ondakkiya chethapperu marum enn urappayi good work	Positive
first show kanum enn urappullavar like adi	Positive
28 lucifer release ente bday pwoli	Positive
film kandu mikacha chithram mohanlal manju warier magic	Positive
rajuvettan marana mass laletan kola mass	Positive
next mass hit of lalettan marana mass hit	Positive
ikka uyir aane ennullvar like adikk machaanmaree	Positive
bahubaliyumayi kattakk nikkan pattiya padam mammookka u are still young	Positive
kayy adi makkale parayam verum akkagalakki mattiya manushan	Positive
katta lallettan fana ennalum trailer kollam variety ayitund nice bgm	Positive
oru vattam kandittum veendum kanan vannavar like adikke	Positive
ente ponneda uvv ee	Positive
no words luv ummaa	Positive
ithann njangal kaathirunna vintage ettan love you etta	Positive
mass movie madurai rajja odikko	Positive
adaar item orungi kaathirunnolu ini ball njngalde kayil aan	Positive
oru rakshayum illa surajettande abhinayam surajettande abhinayam ishtapettavar thazhe like adikvo	Positive
de pinneyum youtubil trending no 1	Positive
randennam adichitt kaanumbo waav sooperb trailer lucifer le l neengumbo ennaa oru paranjariyikkaan pattaathathra aimaa	Positive
oh oru rakshem illa emmadiri item	Positive
movie kaboor ayerikkum ikka alle actor	Positive
addi poollii odiyanna kaall ushiroodukudii lucifer maranaa mass	Positive
oru rakshayum ila mass kola mass ettan	Positive
trailer pollichu last seen repeat adichukandavar like adikk	Positive
arum angna kuttam parayatha oru trailer nice mammootty	Positive
ikka vere level ttaa all the best ithu thakarkum	Positive
vadakkan veeragaadhayileyum pazhassirajayileum kanakku allathe puthiya oru thalathil mammookkaye thannathinu nandhi	Positive
mr pritviraj ithaano simple cinema ente romam ippozhum eneettu nilkkuva	Positive
ikka njanngalund kude ingalu pullikku muthee	Positive
heavy item trailer edit chytha aaraylm sammathikanam veendm veendm kaanmpo thrill kooduka allaathe kurayunila chumma polichadukki	Positive
tovinoo tovinoo tovinoo tovinoo mass kkaa valliyappaa	Positive
nammude swantham govt model skool athoru skool alla oru vigarama	Positive
what a trailerori raksha illa 1 40 punch uff mammukkaa aa	Positive
pwlichh adukki mass trailer vere levell padamayirikkum katta support from an ikka fan	Positive
triple pilleru dislike adichu marichittum onnum elkkanillallo	Positive
appo e onam apo ettanum pillerum angu edukua	Positive
mammookka ningal mwuth aann	Positive
peter machan onnu nokkanilla kidilen actions unadakum	Positive
nthayalum ethil ninnu oru karyam manasilayi prithvirajinu pani ariyam varan ponath oru onnonnara mothalaa	Positive
lalettaa polichu 100 cr koyyum	Positive
powlichu njan ipo 25 pravisham kandu laletta adipoli katta waiting	Positive
trailer 50il kooduthal thavana kandath njan maathramaano anna ben vineeth yettan izhtam	Positive
erian ariyunnavante kayile daivam vadi kodukku hatts of rajuvettan istam	Positive
mammooka super nalla trailer prithviraj voice	Positive
katta waiting for stephen echayan odiyan mathiri akathe erunal mathiyayirunu	Positive
unda ennu peru ketapole kaliyakiyanmarodu onne parayanullu ee padam pwolikum	Positive
veendum veendum kanunna ore oru trailer mamangam	Positive
hatssoff mammukka ee age lum pride of india	Positive
mass class lalettan nalla katta kidu look	Positive
padam vere leval kandu ada oru figth	Positive
polikum avasanathe aa varavu ho romancham ikka	Positive
avasanthe thalaivaa vili pinne aah fight hywaahh polichadukki	Positive
odiyante tholvikku sesham lalettante uyarthezunelpp love you laletta	Positive
pwolicchh kidiln editt kidu musc kidu cmra kidiln actt andd kiduu drctr	Positive
avasanam kanicha kurache seconds scenes kande fdfs urappichavar aarokkee	Positive
machaane ith polikkum ittichante vaka oru sample vedikett maathram ini theater pooraparambaakkaan ittichan oru varavukoodi varunnundenn paranjekk ittimani	Positive
laaleta manjuchechi super hit anutto ee fillm i like odiyan	Positive
ikka ika waitin mamangam	Positive
jn ettan fan aanu parayan ullath parayanamallo ikka polichu	Positive
ikka fans mathralla like adikkanae nammal ettan fansum like adikkum pwoli trailer	Positive
ithihasa nadanmaril ninnu ithu polathe movies aanu pratheekshikunnathu	Positive
katta waiting maamokkaa lalettan fanaanellumm mammokkayeyum ishtaannuu luv u mammookkaa	Positive
last aa adi ammo onnim parayaanilla	Positive
king ikkak 68 nta youth laak swa swagtam	Positive
lalettanu mass kanikkan oru chaya glass thanne dharalam	Positive
uff ijaathi trailer adipoli mohanlalwood eeh onam nammakada makkale ittichayan ettan	Positive
padam hit laleetan fans like adi	Positive
trailer theeralle theeralle ennu nokki kandath njan mathram anoo	Positive
ikka uyir akka athukkum mele waiting for akka with ikkasunny	Positive
raju etta ningal pwoliya lal etta ningal marana mass eth pwolikum vere level aanu	Positive
but trailer sooper first padam hit aavatte katta waiting	Positive
ninglu kuttam paranjoo but music pwoli aanuu gopi annan mass	Positive
uff mammookkaa love youu mass katta waitingg	Positive
ikkayude mamakam malayalathinte abhimanam ettan faninte support	Positive
trailer oru rakshem illa polich aduki	Positive
teaser kandappo cherthayitt sankadayi but trailer kidu oru raksheelya	Positive
10il kooduthal thavanna trailer kandavar like adi	Positive
mammooka fansinte ella vidha ashamsakalum nerunnu	Positive
ammachee kidu mr sree kumar menon ithokke nokki padikk	Positive
kaalame ini pirakkumoo ithpoloru vismayam mamukka__	Positive
anganey avasaanam malayalathilum oru vedikkettu trailer irangi	Positive
entaponno njettichu pratheekshichathilum appuram rajakku pattia athirali thanne trailerinte 2nd half kodoora maass	Positive
ithu kollaam expectation onnukoodi koodi	Positive
100 crore box office gross collection	Positive
movie kandu super movie anu nalla oru story undu	Positive
raja serious aane roombaa serious ith kidukkum mammukka	Positive
e pasdam kanaan katta waiting cheyyunnavar	Positive
rajuettan kaiadikanulla dialogues ellam swantham ettanu koduthu lle	Positive
mohanlalinte ee cinema pottiyaal njan ellarkkum 1crore rupees kodukkum kodikkendivarilla ennaram because its mohanlal	Positive
marana mass trailer katta waiting for dec 20 pullu giri	Positive
veendum veendum kandu addict aayi poi	Positive
powlichu eth vere level movie ayirikum	Positive
storyum cinemayum polikkum along with mammookka	Positive
trailer ishtapettavarkku ivide vannu like adichittu pokam	Positive
trailer kandpo thnne film poi kaanan thonnindu	Positive
mamangam katta waiting trailer powlichu ikka oru rakshayum illa	Positive
yanthiranil rejini annan robot aayi abhinayichu ennal robotinte koode abhinayicha asaadyapradhibha nammude swantham dhamu aliyan	Positive
lallettaa polichhuu uff ejjaadi look trailer polichuu	Positive
best wishes mammookka team van vijayam aakkatte enn prathikkunnu	Positive
all the best laletta ithrem naalum kaliyiakiya naavu kondu parayuva all the best	Positive
d0p poliyane castingum poliyane locationsum poliyane	Positive
classinu class maassinu mass ijjaathi item raaju ettan mammookka	Positive
jayettanu eduthal pongayha role aan next idi	Positive
mass pakka mass lalettaa poli	Positive
lalettan polichu pani ariyanunna mon thanna rajuvettan	Positive
njan oru katta eettan fan aayirunnu pazhassiraja kandadode oru ikkaa fan aayi abraham polich ikkaa polich ikka bakthan	Positive
aaa urumi scene akum ettavum kooduthal kayyadi nedunnath	Positive
malayala cinemakke oru pudiya yuva nadanekkoode kittaan pookunnu waiting	Positive
trailar um padavum vere annello ethe ennaa	Positive
ithaanu njangalkk vendath ippo oru pakka mass entertainer anivaryam realistic oke kandu kandu maduthu marana waiting for kalkki	Positive
fight scene marana maass repeat adich kanuva	Positive
thakarthutto onnalla orupaadu kaaranangalaa ith thakarkkum	Positive
lalettaa sahikkunnillaa waiting for you stephen	Positive
pinne bgm adipoli ikkayude nadatham koodi aavumbo parayandallo	Positive
oru rekshayum illaa padam polichuu mass marana mass parayan vakkukal illaa	Positive
innale 7 mani muthal kath kath ninnu trailer nu vendi thakarppan trailer love you mammukkaa	Positive
njagade lalettanum manju chechiyum kolamass jodi annu	Positive
kalki kalakki achayane innu mannarkadinnu kande ollu appo ithreyum pradheeshichilla	Positive
yess the lion returnzz kattaa waitingg ikkaa	Positive
hollywood level mass ithanu makkale trailer	Positive
mass entertainment oru rekshayum illa pwoli	Positive
ikkaa jeevann	Positive
njn epo 100 vattam kandu ningalo	Positive
njanum oru ikka fan ann pashe sambavam polichu	Positive
look kandappol surajettan serios anenna thoniyath angeru polya pand behalam vechu comedy kanikkum ippo silentay kanikkum	Positive
192k views	Positive
uff ejjathi nte ponn ikka mammookka uyir	Positive
model school romanjam trivandrum	Positive
raja varunnu maniyayi rajamani	Positive
oru pucca classical ikka padam vadakka veergatha orma vannu	Positive
viswasichu koode nilkkunnavare jeevan koduthum samrakshikkum ikkayude voice dialogue uff orujathi odukkathe feel romanjam at peak	Positive
fight scenes muzhuvan hvy aayittind	Positive
ichyaa polich nanum indu ee moviel kalki	Positive
trailer mass marana mass ini screen il padam kanan njnm undkum	Positive
trailer ennokke paranjal ithanu ejjatji item	Positive
appo 21 kanum uff poli item	Positive
maoist alla maoistnte apanae varee nammal putikum all the best mammoka unda movie team	Positive
id thakarkum kure idavelak shesham mammooka vs lalettan mammoka fan	Positive
mammookka fight ohh romam ezhunetu nililkkum	Positive
katta waitingraju eattan tovino lallettan	Positive
machaa aa bgm ente manasill angottu keri polipolikukayaanu	Positive
spycho aadaa ente epono ijathi	Positive
abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna malayaliyude oru sokharya sambhavamanu ennum eppozhum all friends congratulation	Positive
njan mammukka fan aan yennalum parayaa lalettan mathrame ithokke kazhiyu adheham oru loka nayakanan oru simham	Positive
lalettan ishttam rajuettan ishttam murali gopi s script	Positive
addiipollii marana mass oru sakshem illa lalettande kidu look	Positive
oh iththakathallo sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam	Positive
kidiloski	Positive
puchivhavarkulla marupadi athum triple strongill ikka ishtam	Positive
linto kurian fans jayasurya nte career le super trailer	Positive
raajayum pillerum triple strong ennu teaseril prithvirajinte oru cameo manakkunnu	Positive
ikkante voice kelkumbo thanne romanjam bakki pinne parayannoo ikka ningal vere level annu	Positive
kidukkachi ingane venam mass kaanikkaan allathe alari vilichaal mass aavilla	Positive
bgm kollam greater father ila villianila poola	Positive
ikka ingalu polichu vere level	Positive
aa traileril nakul thampiye shradhichath njn maathram aano mammookka ingal muthaan kann edukaane pattunnillaa mammukka ishttam	Positive
eee adhar ayirikum enthoke suspense irikunu	Positive
lalettan fan anu ennalum ikka ningal vere level	Positive
polich ikkaa kola maas marana maas triple maas	Positive
vaan trailer laleetta nigga oru jinn aanu kettoo mass voice	Positive
ee padam vijayikummennu orruppullavar adi oru like	Positive
wow ejjathi item mammookaa ingalu puliylla puppuliyaa	Positive
laleetanu ikka fansite best of luck	Positive
ethra trolliyaalum ee trailer oru sambavaayindee	Positive
filim kandapol onnu koodi trailer kannanam ennu thonni ettan mass ka bap	Positive
viswasam pola irukkunu adi poli congratulations	Positive
veendum veendum kaanunthorum veendum kaanan thonuna lahari	Positive
oh enna kondu vayya i am katta waiting	Positive
maduraraja enna comedy padam 300kodi varum	Positive
ikka l v u	Positive
ineem ineem poy kanan thonnuvaa	Positive
njn oru 8 thavanayengilum kanditundagum sathyam athrakkum oru ishtapett poi trailer tnx rajuveta	Positive
august 8 ee padam powder powdered avum yennu vecha podi podikkunn i am writing kalki	Positive
mammookka porichu salim kumarinte comedy kalakki	Positive
njan oru lalettan fan allengilum trailer kandappo ee film kalakkum orappa mega super hit aagum urappe	Positive
gopi anna polichu bgm big b ku shesham veendum kidu	Positive
cinemayil nalla oru content undd ennu manasilayi e padam hit aakum	Positive
poliche ithoru poli polikkum laletta ingalu muthaanu	Positive
njan oru lalettan fan alla but ee teaser orupadishtamayi	Positive
katta wtng aadhyamaayi dileepinte flm wtng aanu njn	Positive
kidukkii mammukaa kidukii odukathe mass bgm	Positive
ente ponno pwoli super raju etta lalettan	Positive
pwolich onnum parayanillaa katta waiting ikkaa bgm oru rekshayum illaa	Positive
katta waiting 28 fdfs son of devil	Positive
adaar adaar adaar what a trailer it was damn	Positive
thirakk koranjittu padathinu pokam ennanu vicharichath but trailer kandath muthal fdfs sure	Positive
nte ponnikka ingal njgal fansin oru oyivum tharilley	Positive
kitti njangalak njagade aa pazhaya lalettane thirichu kitti	Positive
ithokke cheyyumpo mamookkakku	Positive
iyalith verthe parayuvaan puthumukha samvidhayakan aanenn	Positive
ravle 7 30 k eneete pade repeat adich kanunnavark othukoodanulla sthalam	Positive
triple strong aane makkale rajayum rajayude pillerum	Positive
sunny chechiye kannan vannavar eveda onnu like adukku	Positive
age is a just number pakka heroo	Positive
kidukkachi katta waiting 4 pooram vijil polichu	Positive
love u lalettaa prithviraj	Positive
ente ponno oru rakshayum illa kidu bgm	Positive
padam kandavarude pradhana preshanam endhennal veendum veendum padam kanan thonnum addicted l	Positive
mamangam keralathinte maathram charithramayi nilanilkenda onnalla ee dheerathayude kadha lokham muzhuvanum a ariyanam	Positive
e padam polikkum allee mammookkaa fans nammakullathaanu e padam	Positive
last le aa idi ntammoo range saanam	Positive
bb sure katta ikka fan fdfs locked	Positive
polichu kidu bgm suspense niracha kidilan trailer	Positive
lalettan paranjakond vannu kandu istappettu like adichu pokunnu	Positive
aduta 200 cr club movie for lalattan	Positive
huge support kanaum alla lalettan fanail ninum	Positive
marana mass lalettan fan aanennu parayumbol abhimaanam	Positive
romanjifikation katta waiting lalletan fan dubaii	Positive
mamangam 2019 it will be an epic mammukka uyir	Positive
10 l kudutal tavane kandavar arokke und	Positive
bro full support rock man allel	Positive
ente ponno our reksha illa nammade ettan powlichu	Positive
oru onnonnara item varunnundu ready ayi ko makale luving mammookka	Positive
ikka polichu movie si mani sir	Positive
lucifer lalettan polikkumm kerala abhimanam lalettan	Positive
ntikkaa ingal age 67 aano atho off myaarakam ummaah	Positive
90sil kaalapani pole oru film edutha priyadharshan ithu oru valiya karaym onnum alla	Positive
padam kanidit trailor kanan vanna arelum undo padam heavy 100 mass entrtainer rajuetta muthe	Positive
kolla mass trailer by lalletan fan	Positive
152k views in 38 minutes 107k likes lalettan magic	Positive
ethu polikum njanumanta family realsinta annu thana pokum	Positive
kidu kidu kidu ith polikkum lalettan	Positive
trailer vere level last 30 seconds no reksa	Positive
lucifer	Positive
malayala cinima ellam hollywood level ayo oh my god	Positive
oru vayassaya manushanaayittu enthu kidilaayitta abhinayichu kaanikkunnathu	Positive
mass kaanikkan lalettante kazhinje ullo aarum annum innum	Positive
ennum eppozhum ikka ore pole double strong	Positive
e movie super hitt urappa	Positive
pwoli by a katta lallettan fan	Positive
egane ulla movie kal kaanan aanu ellavarum waite cheyunath	Positive
oh my god this is superbb	Positive
pwolii mammookka oru rekshem illa best wishes	Positive
classum massum cherna oru onnonnara item	Positive
oru yugam bharicha chakravarthiyude randam udayam	Positive
maarkam trailer kandittu bayngara expectations aanu movie adu keep cheyyanam	Positive
ikkaa fansinu hridhayathil sookshikkan hatersinte annaakkil kodukkan 2num pattiya item thanne aanu ith	Positive
abrahaminte santhathikal kidu status video max	Positive
ikka da makale set traler nxt hit for ikka 4 ina row now	Positive
ente ponnoo marakam iyyoo goosebumps kathirippinte kolamass trailer poli kidu kidolokidilan	Positive
malayala sinimayile ore oru rajav ikka muthan	Positive
adipoli trailer waiting madura raja	Positive
trailer kidukki by a lalettan fan	Positive
ettanta aniyanmarude vaka all the best ikka oru rakshayumilla	Positive
idakkidakk vannu romaanjam kollunnavar like adi	Positive
ente raju etten mwthanne rajuvattente aa voice mathi pinne onnum venda	Positive
lalettan ayalum mammookka ayalum oru pole support cheyyuka snehikuka verukendath sankikale mathram	Positive
katta waitingg lalettaa luv u so much	Positive
madhraraja ith ikkem ikkade pillerum pwolichadakkum	Positive
powlichu lalettan and rajuvettaa thudangalle tcr vedikkettu	Positive
enii adeyude ideyude veddi purraam appo pakalla 12 theatrl uff	Positive
teaser kandu pradeekshayokke poyatharnu	Positive
6 30 muthal kaathirikkukayaayirunnu 1st comment idaanulla bhagyam ee onam pwolikkum	Positive
10m aayonnu idaykk nokkan varunnavarkku ivide like adikkam	Positive
prayam koodundorum soundaryam koodunna ore oraal mammookka	Positive
cinima kando kidu	Positive
thaliyvaa ikkaa vara level pwolichu	Positive
spr ikkaa	Positive
koode nilkkunnavark chunk kodukkum pullu giri	Positive
best wishes team abrahaminte santhathikal	Positive
10 30 kollathe charithram ariyaan aayi katta waiting cheyyunavar keri like adikkada makkale	Positive
onnil kooduthal trailer kandavar undengi ibide comeon	Positive
ente ponnoo nammude sontham ichaka mamookkaa umma cinima kanan kothiyakunnu	Positive
no words pwolikkum waiting by dq fan	Positive
charitra cinema aano nayakan mamooka allae vere aarundundu abhinayikkan	Positive
pandam kandathinju shesham vanavar ethra perund pwli padam uff	Positive
vere level trailer pwoli bgm katta mass	Positive
all the best ettan fansinte vaka ikkaykhe	Positive
100 kodi clubil kayariyathinu shesham arokke vannu	Positive
ikkake katta support aa mamakam hit thane akum	Positive
vere aarkund makkale ee prayathil ingane mass kaanikunne oru hero	Positive
levelaa	Positive
mamaangam valiya hit akatte lalettan and thalapathy vijay fansinte ellavidha supportum undavum	Positive
onam lalettan eduthu ennu parayan paranju	Positive
romancham ennokke paranja koranji pogum athukkum mele	Positive
ayo last aa stund yente ponnu ikka	Positive
mamooka enn uyir enn anbu enn singamda enn muth mani 300crore adikum	Positive
padam vijayikkum s s combination with robot	Positive
heavy	Positive
mass ennu paranja otta vakkeyollu ath mammookka	Positive
chetta done deal wait trailer kollam mass	Positive
superb promising trailer	Positive
uyante mone ith eeth lookkaa mammootty vere level	Positive
lalettan rocks thanks rajuetta lucifer loading	Positive
ikka ikka ikka ikka ikka ikka ikka ikka ikka ente ponnu ikka marikilla ningale njn marikuvolam	Positive
suraj ettan vere level 1 01 soubin ikka pwolikkum 0 33	Positive
mamangam vismayathinu 5 naalukal mathram katta waiting	Positive
edakku vannu kanukayum viewsum nokkunnathum arokke mammookka	Positive
idum kuudi 37 aamathe repeat adi	Positive
entammoo enikku kanan vayyaye ente ettaa onnum parayan thonnunilla njan sthabhichu poyii	Positive
achaayaan poliyaatto kolamaass kalki	Positive
adipolii padam ellavarum must watch suraj oru rakshem illaa	Positive
last aa chaadiyulla adi athu screenil varumbolulla kaaryam	Positive
onnum parayanilla mammukkakkum ee teaminte ellavarkkum all the best	Positive
polichh malayala cinema vera level aakuvanallo eni lalettan marakar	Positive
ente ponnoo oru rekshsyum illaa kidu trailer	Positive
poli teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra ningalkko	Positive
parayan vakulkateetham paranjalla kandariyenda mahaa mamanga velayatathinu loogamengum therasheela pongi inne ellam kaalam parayum	Positive
ohh ikkaa enthane nigalee mass kanichu kolluvo love u and katta waiting pdfs orapichuu	Positive
pwoli keralathil kittiyillel telugil um hope ind	Positive
ee mohanlal padam 150 crore clubil varatee	Positive
ramesh ettante first padam oru feel good movie aayirunnu ethum angane aakum enn karuthunnu	Positive
dileepettan fans vaka best of luck	Positive
ithe ikka polikkum ne thonane laletten fansinte vaka ore all the best	Positive
romanjification enta ponnikka nigal vere leval aanu	Positive
padam pwlikm ikka oru rekshayum ellah age is just a number from a10 fans	Positive
njan vicharicha pole alla ketto sambhavam kidukkiyittundu	Positive
mamangam alla avante appan vannallum eth vijayikkum	Positive
nalla trailer filimum athu pole aakum ennu pradheeshikkunnu	Positive
otta vakkil paranjal vismayam mammookka ningal oru idhihasa taram tanne ennu veendum teliyikkunnu	Positive
lalettan poli 2 kg potherachi vangi veetil ponam	Positive
entha chettan vilichittanu njn vannathu enna tovinoyode dialogue mass alle guys	Positive
pwoli sharathe track mari mamagam	Positive
ee cinima kannan athin oru name mathii s sunny	Positive
ikka november 21 ann oru puram thanne pazhasiraja fdfs ormaverunnu	Positive
thakarthu	Positive
ee varshatthe maraka mass padam kidu bgm	Positive
oru kgf manakunundo alla kgf ne thakarkkunna oru mass item manakunund	Positive
trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu	Positive
mamookka oru rakshayum illa kidilan	Positive
police pwoli anallo lal inte thirichu varavu	Positive
face kanikkathe mass kanikkanamengil ikkakke sadhikku	Positive
onnum parayanilla mammoka superb bgm woww	Positive
0 28 0 33 athu ingerkk matrame pattu sheriyalle	Positive
trailer kidu	Positive
vibin mangalassery	Positive
madi idu madi laalletta ninga polichuu	Positive
dislike adikaan vendi vannathaan pakshe ikka ee trailer kanditt dislike adikaan pattunnilla so ente vaka oru	Positive
pwloichu laletta ettan anu njn terrible devil mass maranamass	Positive
odiyante releasinginu vandi kathu nilkukyanu laletta	Positive
mammokka age 68 no words	Positive
best cinematography kidilan oru rakshayum illa	Positive
oru kidilam bgmum songsum malayalathil kelkkanam gopi chettan sadakuzhanju ezhunelkkanam	Positive
ohh mamooka kalaki adipoli trailer best wishes from tamil nadu	Positive
njan katta llaletten fana ikka ettente pilleru koodu ekkante pillerekkode aagoshikkan	Positive
kidu trailer by katta mammooka fan	Positive
trailer igananekii padam eganarikumenn onnalochich nokiyyee romanchamm varunnuu maranamass ettan	Positive
mammookkayude sound oru rekshayum illa pwolii	Positive
surajinte body transformation ho vere level nadan aakuvanello oro padam kazhiyumthorum	Positive
ikka trailer powli frm a10 fan	Positive
trailer ittapozhekku dislike vannu athinu artham avar ikkye pedikkunuu love u ikka	Positive
ichaakkaa pwolichu tto all the best mammookka by lalettan fan	Positive
tovino nte speech uff vere level mass	Positive
padam nalladalla ennulla abiprayam kettukond poya enik predeeshichadilum nalla super padam kanan kaziju cash povilla 101	Positive
aa thumb nail ile look nokkiyatte oru adaar mass block ulla rangam aanen urappayi	Positive
pwolich ikka love from ettan fan	Positive
njan padam kandu kidukachi padam ellaarum ee padathe patti negatives mathram parayunnu i don t know why any i lived this movie	Positive
enta ponnoo adaar item ith pwolikkum	Positive
eniyum eniyum malayala cinema orupaad uyaragalil ethatte	Positive
katta waiting aanu makkale june 16th derick abraham entry	Positive
vannu nammude mwuth john abraham palakal	Positive
mamangam mamangamtrailer mammootty mammookkaa polichuu	Positive
