id	text	category	newtext	label
ta_sent_449	Sirappana tharamaana sambavangala inime dhan paaka pora not only dhanush including vetrimarran...!	Positive	sirappana tharamaana {Positive} tharamaana sambavangala {Positive} sambavangala inime {Positive} inime dhan {Positive} dhan paaka {Positive} paaka pora {Positive} pora not {XXX} not only {Positive} only dhanush {XXX} dhanush including {XXX} 	1
ta_sent_450	Sweet kadaiye sapta maari iruku thalaivaa	Positive	sweet kadaiye {XXX} kadaiye sapta {XXX} sapta maari {XXX} maari iruku {Positive} 	1
ta_sent_451	Dai ithu paka Telugu pada trailer dubbing pana Mari iruku da	Positive	dai ithu {Positive} ithu paka {XXX} paka telugu {XXX} telugu pada {Mixed_feelings} pada trailer {Positive} trailer dubbing {XXX} dubbing pana {XXX} pana mari {Mixed_feelings} mari iruku {Positive} 	1
ta_sent_452	381 k likes... Cmon guys we can do more !!!!!	Positive	k likes {Positive} likes cmon {XXX} cmon guys {XXX} guys we {XXX} we can {XXX} can do {Positive} 	1
ta_sent_453	Marana mass maranu athu gu super star tha vare nu	Positive	marana mass {Positive} mass maranu {XXX} maranu athu {XXX} athu gu {XXX} gu super {XXX} super star {Positive} star tha {Positive} tha vare {XXX} 	1
ta_sent_454	Ioooo thalaiva 15 thadava pathutta sammaiya erukku.... waiting thalaiva....	Positive	ioooo thalaiva {XXX} thalaiva thadava {XXX} thadava pathutta {XXX} pathutta sammaiya {XXX} sammaiya erukku {XXX} erukku waiting {Mixed_feelings} 	1
ta_sent_455	1:35  Goosebumps  #Thala	Positive		1
ta_sent_456	entha ,gethu  mass   yarukuda ,varum   thalaivar ku ,mattum athu  sothu மாஸ் காட்டுறதுல கெத்து, DD boys  CH 6	Positive	entha gethu {XXX} gethu mass {Positive} mass yarukuda {XXX} yarukuda varum {XXX} varum thalaivar {XXX} thalaivar ku {Positive} ku mattum {Positive} mattum athu {XXX} athu sothu {XXX} sothu dd {XXX} dd boys {XXX} 	1
ta_sent_457	That last sequence thalaivar in black shirt... Just wowwww.... Tharamana sambavam pongal anaiku iruku... Maranama waiting... PETTA PARAK	Positive	that last {Positive} last sequence {XXX} sequence thalaivar {XXX} thalaivar in {Positive} in black {XXX} black shirt {Positive} shirt just {XXX} just wowwww {XXX} wowwww tharamana {XXX} tharamana sambavam {Positive} sambavam pongal {Positive} pongal anaiku {XXX} anaiku iruku {XXX} iruku maranama {XXX} maranama waiting {XXX} waiting petta {Positive} 	1
ta_sent_458	Continuousa 5times mela paarthavanga just hit the ....	Positive	continuousa times {XXX} times mela {unknown_state} mela paarthavanga {XXX} paarthavanga just {XXX} just hit {Positive} 	1
ta_sent_459	50 time ku mela pathavah like pnunga	Positive	time ku {Positive} ku mela {Positive} mela pathavah {XXX} pathavah like {XXX} 	1
ta_sent_460	Mugamudi 2 mari ilama iruntha seri	Positive	mugamudi mari {XXX} mari ilama {XXX} ilama iruntha {Positive} 	1
ta_sent_461	Sethupathikku aduthu sema action block irukku	Positive	sethupathikku aduthu {XXX} aduthu sema {XXX} sema action {XXX} action block {XXX} 	1
ta_sent_462	Chiyan vikram sir always MASS hero I m waiting kadaram kondan  movie	Positive	chiyan vikram {Positive} vikram sir {Positive} sir always {Positive} always mass {Positive} mass hero {Positive} hero i {XXX} i m {Positive} m waiting {Positive} waiting kadaram {Positive} kadaram kondan {Positive} 	1
ta_sent_463	THALA with Yuvan Shankar raja marana masss bgm therikkuthu...... .	Positive	thala with {Positive} with yuvan {Positive} yuvan shankar {Positive} shankar raja {Positive} raja marana {Positive} marana masss {XXX} masss bgm {XXX} 	1
ta_sent_464	Portrait mode vekkama irundhurukalam  2:18	Positive	portrait mode {XXX} mode vekkama {XXX} 	1
ta_sent_465	Rangaraj Pandey: kelviki Enna badil .... Ajith : therikavidalamaaaaa!	Positive	rangaraj pandey {Positive} pandey kelviki {XXX} kelviki enna {XXX} enna badil {XXX} badil ajith {XXX} 	1
ta_sent_466	60k dislike like pannatti parava illa da aenda dislike pantringa this movie awesome	Positive	k dislike {Positive} dislike like {XXX} like pannatti {XXX} pannatti parava {XXX} parava illa {XXX} illa da {Positive} da aenda {XXX} aenda dislike {XXX} dislike pantringa {XXX} pantringa this {XXX} this movie {Positive} 	1
ta_sent_467	Thalaa .... Wait   law	Positive	thalaa wait {XXX} 	1
ta_sent_468	2019 la na patha 1st video...	Positive	la na {Positive} na patha {XXX} patha st {XXX} 	1
ta_sent_469	Padam vetri pere valtukal from dhanus sir,vetrimaran sir n gvp sir FANS in MALAYSIA	Positive	padam vetri {Positive} vetri pere {XXX} pere valtukal {XXX} valtukal from {XXX} from dhanus {XXX} dhanus sirvetrimaran {XXX} sirvetrimaran sir {XXX} sir n {XXX} n gvp {XXX} gvp sir {XXX} sir fans {Positive} fans in {Positive} 	1
ta_sent_470	Thalaiva va thalaiva va thalaiva i am waiting	Positive	thalaiva va {Positive} va thalaiva {Positive} thalaiva va {Positive} va thalaiva {Positive} thalaiva i {Positive} i am {Positive} 	1
ta_sent_471	First mobile akshay pudinganathe shivakumar sir oda phone dhaan.. Adha edit pannitaanga.. Anti mobilians	Positive	first mobile {XXX} mobile akshay {XXX} akshay pudinganathe {XXX} pudinganathe shivakumar {XXX} shivakumar sir {XXX} sir oda {Positive} oda phone {XXX} phone dhaan {XXX} dhaan adha {XXX} adha edit {XXX} edit pannitaanga {XXX} pannitaanga anti {XXX} 	1
ta_sent_472	Rajni sir ka Dubbing Artist Change kar diya maja nahi Aayega picture me  Best Matching Vice Mayur Vyas	Positive	rajni sir {Positive} sir ka {not-Tamil} ka dubbing {XXX} dubbing artist {XXX} artist change {XXX} change kar {XXX} kar diya {not-Tamil} diya maja {XXX} maja nahi {XXX} nahi aayega {XXX} aayega picture {XXX} picture me {XXX} me best {XXX} best matching {XXX} matching vice {XXX} vice mayur {XXX} 	1
ta_sent_473	Sk fan la like panunga bro	Positive	sk fan {Positive} fan la {XXX} la like {Positive} like panunga {Positive} 	1
ta_sent_474	Trending  India no 1 Sri Lanka no 1 Singapore no 1 Malaysia no 2	Positive	trending india {XXX} india no {Positive} no sri {XXX} sri lanka {Positive} lanka no {Mixed_feelings} no singapore {XXX} singapore no {Mixed_feelings} no malaysia {XXX} 	1
ta_sent_475	Sekkiram release pannukappa nallapadam parthu nalachi.	Positive	sekkiram release {Positive} release pannukappa {XXX} pannukappa nallapadam {XXX} nallapadam parthu {XXX} 	1
ta_sent_476	Namma tamil cinema vooda getha kattanum	Positive	namma tamil {Positive} tamil cinema {Positive} cinema vooda {XXX} vooda getha {XXX} 	1
ta_sent_477	All best  rajani super star	Positive	all best {Positive} best rajani {Positive} rajani super {XXX} 	1
ta_sent_478	Teaser Vida trailer nalla irukunu solura vanga like panunga	Positive	teaser vida {Mixed_feelings} vida trailer {Positive} trailer nalla {Positive} nalla irukunu {unknown_state} irukunu solura {XXX} solura vanga {XXX} vanga like {Positive} 	1
ta_sent_479	Unna adikka oruthan porundhu varanum... adhukku nee thaan porundhu varanum...	Positive	unna adikka {XXX} adikka oruthan {XXX} oruthan porundhu {XXX} porundhu varanum {XXX} varanum adhukku {XXX} adhukku nee {XXX} nee thaan {Positive} thaan porundhu {XXX} 	1
ta_sent_480	asuran marana Mass =kaithi tharamanna mass	Positive	asuran marana {Positive} marana mass {Positive} mass kaithi {XXX} kaithi tharamanna {XXX} 	1
ta_sent_481	2.0 3D visual 4D audio Shankar Superstar A.R Rahman Akshay Kumar	Positive	d visual {XXX} visual d {XXX} d audio {XXX} audio shankar {XXX} shankar superstar {Positive} superstar ar {XXX} ar rahman {Positive} rahman akshay {XXX} 	1
ta_sent_482	2.29 background laa vara song yenna song	Positive	background laa {XXX} laa vara {XXX} vara song {Negative} song yenna {XXX} 	1
ta_sent_483	Neraya neraya neraya sambhavam seirom thala	Positive	neraya neraya {Positive} neraya neraya {Positive} neraya sambhavam {XXX} sambhavam seirom {XXX} 	1
ta_sent_484	Thalaivar dharisanam   Pakkka mass 🤘🤘	Positive	thalaivar dharisanam {XXX} dharisanam pakkka {XXX} 	1
ta_sent_485	Views check panna vantha vanga like pannunga  #NKP   #Thala fans	Positive	views check {Positive} check panna {Positive} panna vantha {XXX} vantha vanga {Positive} vanga like {Positive} like pannunga {Positive} pannunga nkp {XXX} nkp thala {Mixed_feelings} 	1
ta_sent_486	Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa	Positive	thalaivaa thalaivaa {Positive} thalaivaa thalaivaa {Positive} thalaivaa thalaivaa {Positive} thalaivaa thalaivaa {Positive} thalaivaa thalaivaa {Positive} thalaivaa thalaivaa {Positive} thalaivaa thalaivaa {Positive} thalaivaa thalaivaa {Positive} 	1
ta_sent_487	Sema mass.  Super star looks so young..	Positive	sema mass {Positive} mass super {Positive} super star {Positive} star looks {XXX} looks so {Positive} 	1
ta_sent_488	Naa ippa soldre padam sema hit aagu , Kurichu vachukonga	Positive	naa ippa {XXX} ippa soldre {XXX} soldre padam {XXX} padam sema {Positive} sema hit {Positive} hit aagu {XXX} aagu kurichu {XXX} 	1
ta_sent_489	Padam parthutu trailer parka vanthavanga like podunga	Positive	padam parthutu {Positive} parthutu trailer {Positive} trailer parka {Positive} parka vanthavanga {XXX} vanthavanga like {Positive} 	1
ta_sent_490	Karthi anna fan from Hyderabad 🥰	Positive	karthi anna {Positive} anna fan {Positive} fan from {Positive} 	1
ta_sent_491	Yoww veri yerudhuya.. marana mass panni vachirka..	Positive	yoww veri {XXX} veri yerudhuya {XXX} yerudhuya marana {XXX} marana mass {Positive} mass panni {XXX} 	1
ta_sent_492	Mass dialogues panjame ille Thalaiver vere level energy	Positive	mass dialogues {XXX} dialogues panjame {XXX} panjame ille {XXX} ille thalaiver {XXX} thalaiver vere {XXX} vere level {Positive} 	1
ta_sent_493	vera level thalaiva ne engayo poita	Positive	vera level {Positive} level thalaiva {Positive} thalaiva ne {XXX} ne engayo {XXX} 	1
ta_sent_494	No.1 movie  2018: vada Chennai  2019:asuran	Positive	no movie {XXX} movie vada {XXX} vada chennai {Negative} 	1
ta_sent_495	Thala fans oru million like Pannunga	Positive	thala fans {Positive} fans oru {Positive} oru million {XXX} million like {Positive} 	1
ta_sent_496	Thalaiva ........sikrama vadachennai2 pamnu thalaiva......waitinglae veriathu..........	Positive	thalaiva sikrama {XXX} sikrama vadachennai {XXX} vadachennai pamnu {XXX} pamnu thalaivawaitinglae {XXX} 	1
ta_sent_497	Ji , Aegan , Asal , Paramasivan , Veeram , vedhalam , vivegam , indha varisaiyil Nkp	Positive	ji aegan {XXX} aegan asal {XXX} asal paramasivan {XXX} paramasivan veeram {XXX} veeram vedhalam {XXX} vedhalam vivegam {XXX} vivegam indha {XXX} indha varisaiyil {XXX} 	1
ta_sent_498	Tamil nadu karanukku kasu  illa lyca srilankan adutha padam	Positive	tamil nadu {Positive} nadu karanukku {XXX} karanukku kasu {XXX} kasu illa {XXX} illa lyca {XXX} lyca srilankan {XXX} srilankan adutha {XXX} 	1
ta_sent_499	Namma padippa mattum namma kita irunthu edukavae mudiyathu sema dialogue	Positive	namma padippa {Positive} padippa mattum {Positive} mattum namma {Positive} namma kita {Positive} kita irunthu {Positive} irunthu edukavae {XXX} edukavae mudiyathu {XXX} mudiyathu sema {Positive} 	1
ta_sent_500	Va thala va ungalukku dhn wait pantrom	Positive	va thala {Positive} thala va {Positive} va ungalukku {XXX} ungalukku dhn {XXX} dhn wait {XXX} 	1
ta_sent_501	visvasam trailer parugga semmaya irukku like pannugga	Positive	visvasam trailer {unknown_state} trailer parugga {unknown_state} parugga semmaya {unknown_state} semmaya irukku {Positive} irukku like {unknown_state} 	1
ta_sent_502	Idhula troll panna onnum illa. Irundhalum yaaravadhu try pannuvanga comedya iruka pogudhu	Positive	idhula troll {XXX} troll panna {XXX} panna onnum {XXX} onnum illa {Negative} illa irundhalum {XXX} irundhalum yaaravadhu {XXX} yaaravadhu try {XXX} try pannuvanga {XXX} pannuvanga comedya {XXX} comedya iruka {XXX} 	1
ta_sent_503	Enna views Rompa slow va irukku enna reason	Positive	enna views {XXX} views rompa {Mixed_feelings} rompa slow {Mixed_feelings} slow va {XXX} va irukku {Mixed_feelings} irukku enna {Positive} 	1
ta_sent_504	Cartoon movie madhiri iruku pa! UNMA DHA	Positive	cartoon movie {Mixed_feelings} movie madhiri {XXX} madhiri iruku {Negative} iruku pa {XXX} pa unma {XXX} 	1
ta_sent_505	Marana mass En manithakadavule  Thala Ajithkumar	Positive	marana mass {Positive} mass en {XXX} en manithakadavule {XXX} manithakadavule thala {XXX} 	1
ta_sent_506	No 2 trending in malaysia	Positive	no trending {Mixed_feelings} trending in {Positive} 	1
ta_sent_507	Rajini is world super star rajini kanthnna summavaa	Positive	rajini is {Positive} is world {XXX} world super {Positive} super star {Positive} star rajini {Positive} rajini kanthnna {XXX} 	1
ta_sent_508	Thalaivaaaaa verityanam.   Superb, tks karthik	Positive	thalaivaaaaa verityanam {XXX} verityanam superb {XXX} superb tks {XXX} 	1
ta_sent_509	Semma . Trailer re ipdina padam ... paklam	Positive	semma trailer {Positive} trailer re {XXX} re ipdina {XXX} ipdina padam {XXX} 	1
ta_sent_510	Thalaaaa jst 3 days more	Positive	thalaaaa jst {XXX} jst days {XXX} 	1
ta_sent_511	Plz dubb to Kannada  Karnataka Karthy fans waiting	Positive	plz dubb {XXX} dubb to {XXX} to kannada {unknown_state} kannada karnataka {XXX} karnataka karthy {XXX} karthy fans {XXX} 	1
ta_sent_512	Etha vida engaluku ena venum...ne va Thala	Positive	etha vida {XXX} vida engaluku {XXX} engaluku ena {XXX} ena venumne {XXX} venumne va {XXX} 	1
ta_sent_513	Sivakarthickan Potion lam Mass ah iruku!	Positive	sivakarthickan potion {XXX} potion lam {XXX} lam mass {XXX} mass ah {Positive} 	1
ta_sent_514	41k dislike.... appa 41k muttapayaluga irukkankilla....	Positive	k dislike {Positive} dislike appa {XXX} appa k {XXX} k muttapayaluga {XXX} 	1
ta_sent_515	**tha thalaivar Vera Level pannirukaru asura w8ing thalaivaaaaa seekiram vaa elundhu vaa	Positive	tha thalaivar {Positive} thalaivar vera {Positive} vera level {Positive} level pannirukaru {XXX} pannirukaru asura {XXX} asura wing {XXX} wing thalaivaaaaa {XXX} thalaivaaaaa seekiram {XXX} seekiram vaa {XXX} vaa elundhu {XXX} 	1
ta_sent_516	Mass trailer sema ilaya super star dhanush	Positive	mass trailer {Positive} trailer sema {Positive} sema ilaya {XXX} ilaya super {Positive} super star {Positive} 	1
ta_sent_517	yuvan ajith combaku evlo naala wait pannen	Positive	yuvan ajith {XXX} ajith combaku {XXX} combaku evlo {XXX} evlo naala {Positive} naala wait {XXX} 	1
ta_sent_518	Visuvasam kusuvasam agapoguthu garenty  Young thalivar is back	Positive	visuvasam kusuvasam {Negative} kusuvasam agapoguthu {XXX} agapoguthu garenty {XXX} garenty young {XXX} young thalivar {XXX} thalivar is {Positive} 	1
ta_sent_519	Mirandutan da dei. Vera level bgm	Positive	mirandutan da {XXX} da dei {Positive} dei vera {XXX} vera level {Positive} 	1
ta_sent_520	I love and like this my thala nkp mass tailor pothuva solluran enakku aijth ennavea pedikkum ethula sollava venum	Positive	i love {Positive} love and {XXX} and like {unknown_state} like this {Positive} this my {XXX} my thala {Positive} thala nkp {Positive} nkp mass {Mixed_feelings} mass tailor {XXX} tailor pothuva {XXX} pothuva solluran {XXX} solluran enakku {XXX} enakku aijth {XXX} aijth ennavea {XXX} ennavea pedikkum {XXX} pedikkum ethula {XXX} ethula sollava {XXX} 	1
ta_sent_521	Ethu ennanu theriyamaleya dislike panni vachirukkanga....mutta pasanga...The legend Sankar sir's trailer.......	Positive	ethu ennanu {XXX} ennanu theriyamaleya {XXX} theriyamaleya dislike {XXX} dislike panni {Positive} panni vachirukkangamutta {XXX} vachirukkangamutta pasangathe {XXX} pasangathe legend {XXX} legend sankar {XXX} sankar sirs {XXX} 	1
ta_sent_522	Thalaivar Pakka Mass Full Thalaivarism MARANAMASS Trailer	Positive	thalaivar pakka {Positive} pakka mass {Positive} mass full {Positive} full thalaivarism {XXX} thalaivarism maranamass {XXX} 	1
ta_sent_523	Yaaru intha 80k dislikes! Antha 80k Kaila kedacha sethanunga	Positive	yaaru intha {XXX} intha k {XXX} k dislikes {Positive} dislikes antha {XXX} antha k {XXX} k kaila {XXX} kaila kedacha {Positive} 	1
ta_sent_524	Sweet sappida poren  Waiting thalaivaa	Positive	sweet sappida {Positive} sappida poren {XXX} poren waiting {XXX} 	1
ta_sent_525	Vera lvl  Thala version	Positive	vera lvl {Positive} lvl thala {Positive} 	1
ta_sent_526	Pink trailer vida endha trailer nalla eruk nenaikiravage like podunge	Positive	pink trailer {Positive} trailer vida {XXX} vida endha {XXX} endha trailer {Positive} trailer nalla {Positive} nalla eruk {XXX} eruk nenaikiravage {XXX} nenaikiravage like {Positive} 	1
ta_sent_527	Ena cmnt section fulla Jalra Gostingala irukanga	Positive	ena cmnt {XXX} cmnt section {Positive} section fulla {XXX} fulla jalra {XXX} jalra gostingala {XXX} 	1
ta_sent_528	Comment pannungge Thala fans until 80k	Positive	comment pannungge {XXX} pannungge thala {XXX} thala fans {Positive} fans until {XXX} 	1
ta_sent_529	Oruvaruku  Ungaloda visvasatha katta ethuku enoruoruthara kayapaduthiringa # said to Vijay and ajith fans	Positive	oruvaruku ungaloda {XXX} ungaloda visvasatha {XXX} visvasatha katta {Positive} katta ethuku {XXX} ethuku enoruoruthara {XXX} enoruoruthara kayapaduthiringa {XXX} kayapaduthiringa said {XXX} said to {XXX} to vijay {XXX} vijay and {unknown_state} and ajith {XXX} 	1
ta_sent_530	Thaliva  Gun   Style super Vara lavel Thaliva	Positive	thaliva gun {XXX} gun style {XXX} style super {not-Tamil} super vara {XXX} vara lavel {Positive} 	1
ta_sent_531	Zero trailer nikal te he patgahe 2.0 ka trailer dal diya hahaha	Positive	zero trailer {Mixed_feelings} trailer nikal {XXX} nikal te {XXX} te he {XXX} he patgahe {XXX} patgahe ka {XXX} ka trailer {Negative} trailer dal {XXX} dal diya {XXX} 	1
ta_sent_532	Thalada oru padattula vijayey ibbadi nadikka solluda	Positive	thalada oru {XXX} oru padattula {XXX} padattula vijayey {XXX} vijayey ibbadi {XXX} ibbadi nadikka {XXX} 	1
ta_sent_533	Thandhira' manidhan vaazhvadhillai..... Endhiran veezhvadhillai   version 2.0 Semma  mind blowing	Positive	thandhira manidhan {XXX} manidhan vaazhvadhillai {XXX} vaazhvadhillai endhiran {XXX} endhiran veezhvadhillai {XXX} veezhvadhillai version {XXX} version semma {XXX} semma mind {XXX} 	1
ta_sent_534	Tharumaru. #Kaithi perfect diwali release	Positive	tharumaru kaithi {XXX} kaithi perfect {Positive} perfect diwali {Positive} 	1
ta_sent_535	Dei pls Pidikala na video paka Vendam da atha vitutu dislikes Panathinga pls	Positive	dei pls {XXX} pls pidikala {XXX} pidikala na {XXX} na video {XXX} video paka {XXX} paka vendam {XXX} vendam da {XXX} da atha {XXX} atha vitutu {XXX} vitutu dislikes {XXX} dislikes panathinga {XXX} 	1
ta_sent_536	Anirudh ....is great ......thetaru la BGM therika pokuthu.....rocking star...	Positive	anirudh is {XXX} is great {Mixed_feelings} great thetaru {XXX} thetaru la {XXX} la bgm {unknown_state} bgm therika {Positive} therika pokuthurocking {XXX} 	1
ta_sent_537	10 varsathukkumunnadi siruthai vs kavalan ippo	Positive	varsathukkumunnadi siruthai {XXX} siruthai vs {XXX} vs kavalan {XXX} 	1
ta_sent_538	ಅಖಿಲ ಕರ್ನಾಟಕ ದರ್ಶನ್-ಸುದೀಪ್  ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಈ ಬೆಸ್ಟ್ Wishing Thala Ajith Anna	Positive	wishing thala {XXX} thala ajith {Positive} 	1
ta_sent_539	Karthik subbaraj Vijay sethupathi ishtom	Positive	karthik subbaraj {Positive} subbaraj vijay {XXX} vijay sethupathi {Positive} 	1
ta_sent_540	Robo 3.0 ..... Hollywood range.lo undhi ......superr shankar	Positive	robo hollywood {XXX} hollywood rangelo {XXX} rangelo undhi {XXX} undhi superr {XXX} 	1
ta_sent_541	90s kids hit like inga	Positive	s kids {Positive} kids hit {Positive} hit like {Positive} 	1
ta_sent_542	Soori pesuratha keela comedy nu subtitles podungada apayavathu srippu varuthanu pappom	Positive	soori pesuratha {XXX} pesuratha keela {XXX} keela comedy {XXX} comedy nu {XXX} nu subtitles {XXX} subtitles podungada {XXX} podungada apayavathu {XXX} apayavathu srippu {XXX} srippu varuthanu {XXX} 	1
ta_sent_543	Thalaivaaaaaa I am waiting  Vera level thalaivaaaaaa un style	Positive	thalaivaaaaaa i {XXX} i am {Positive} am waiting {Positive} waiting vera {Positive} vera level {Positive} level thalaivaaaaaa {XXX} thalaivaaaaaa un {XXX} 	1
ta_sent_544	Sivakarthikeyan en inum velaikkaran movie la pesna mariye pesringa	Positive	sivakarthikeyan en {XXX} en inum {Positive} inum velaikkaran {XXX} velaikkaran movie {XXX} movie la {Positive} la pesna {XXX} pesna mariye {XXX} 	1
ta_sent_545	I love you thala...... thala veriyanda	Positive	i love {Positive} love you {Positive} you thala {Positive} thala thala {Positive} 	1
ta_sent_546	சீக்கிரமா viswassam trailer vidunga pa....	Positive	viswassam trailer {XXX} trailer vidunga {XXX} 	1
ta_sent_547	Thalaivar Yepovum unique mass...	Positive	thalaivar yepovum {XXX} yepovum unique {XXX} 	1
ta_sent_548	700k like  wow wow next 1m like tomorrow	Positive	k like {Positive} like wow {Positive} wow wow {Positive} wow next {XXX} next m {XXX} m like {Positive} 	1
ta_sent_549	Maranama iruke ya.... Thalaivaaaa alludhu ponga	Positive	maranama iruke {XXX} iruke ya {XXX} ya thalaivaaaa {XXX} thalaivaaaa alludhu {XXX} 	1
ta_sent_550	Otha Teaser appo vfx mokkanu pesna dubakuru pasangala ippa vandhu pesunga da paapohm...	Positive	otha teaser {XXX} teaser appo {XXX} appo vfx {XXX} vfx mokkanu {XXX} mokkanu pesna {XXX} pesna dubakuru {XXX} dubakuru pasangala {XXX} pasangala ippa {XXX} ippa vandhu {XXX} vandhu pesunga {XXX} pesunga da {XXX} 	1
ta_sent_551	Last scene... Almost copied from petta	Positive	last scene {Positive} scene almost {XXX} almost copied {XXX} copied from {XXX} 	1
ta_sent_552	seems like pink dubbed.. but ajith sir mass	Positive	seems like {Mixed_feelings} like pink {Positive} pink dubbed {XXX} dubbed but {XXX} but ajith {Positive} ajith sir {Positive} 	1
ta_sent_553	Pandey va paathavudan kubeernu sirichavanga LIKE podunga	Positive	pandey va {Negative} va paathavudan {XXX} paathavudan kubeernu {XXX} kubeernu sirichavanga {XXX} sirichavanga like {Positive} 	1
ta_sent_554	Ava vara varaikkum nandu sindu thoguruthu ava elunthu kilanthu vanttaana intha deepavali nambalathu	Positive	ava vara {XXX} vara varaikkum {Positive} varaikkum nandu {XXX} nandu sindu {XXX} sindu thoguruthu {XXX} thoguruthu ava {XXX} ava elunthu {XXX} elunthu kilanthu {XXX} kilanthu vanttaana {XXX} vanttaana intha {XXX} intha deepavali {Positive} 	1
ta_sent_555	Aiyo...deivam karthik subburaj vazhga...kannula evlo thanni..thalaivar ah ipadi pathu evlo naal achu.	Positive	aiyodeivam karthik {XXX} karthik subburaj {Positive} subburaj vazhgakannula {XXX} vazhgakannula evlo {XXX} evlo thannithalaivar {XXX} thannithalaivar ah {XXX} ah ipadi {Positive} ipadi pathu {XXX} pathu evlo {Positive} evlo naal {Positive} 	1
ta_sent_556	Akshara Hassan and Vikram Sir Super	Positive	akshara hassan {XXX} hassan and {XXX} and vikram {Positive} vikram sir {Positive} 	1
ta_sent_557	Ha ha ha ha ha I am waiting!!!!!	Positive	ha ha {Positive} ha ha {Positive} ha ha {Positive} ha ha {Positive} ha i {XXX} i am {Positive} 	1
ta_sent_558	Watha sunningala.. sutha mooditu summa irunga da.. like kettu picha eduthutu irukkinga.. idhukku badhila yaaru poolayachum poi oombunga da	Positive	watha sunningala {XXX} sunningala sutha {XXX} sutha mooditu {XXX} mooditu summa {XXX} summa irunga {XXX} irunga da {XXX} da like {Negative} like kettu {Mixed_feelings} kettu picha {XXX} picha eduthutu {XXX} eduthutu irukkinga {XXX} irukkinga idhukku {XXX} idhukku badhila {XXX} badhila yaaru {XXX} yaaru poolayachum {XXX} poolayachum poi {XXX} poi oombunga {XXX} 	1
ta_sent_559	antha last scene la murattukalai rajini swag is back	Positive	antha last {Positive} last scene {Positive} scene la {Positive} la murattukalai {XXX} murattukalai rajini {XXX} rajini swag {XXX} swag is {XXX} 	1
ta_sent_560	Verithanamana padam chanceh illa veralevel padam na ithu padam	Positive	verithanamana padam {XXX} padam chanceh {XXX} chanceh illa {XXX} illa veralevel {XXX} veralevel padam {XXX} padam na {Positive} na ithu {Positive} 	1
ta_sent_561	For 39k views 36k likes ah eppaaaa	Positive	for k {XXX} k views {Mixed_feelings} views k {XXX} k likes {Positive} likes ah {Positive} 	1
ta_sent_562	Logic fails Nambura mathiri poi sollu da sangaru	Positive	logic fails {XXX} fails nambura {XXX} nambura mathiri {XXX} mathiri poi {XXX} poi sollu {XXX} sollu da {XXX} 	1
ta_sent_563	Over build-up kadasila vivegam puli mathri ayida pogudhu	Positive	over buildup {Negative} buildup kadasila {XXX} kadasila vivegam {XXX} vivegam puli {XXX} puli mathri {XXX} mathri ayida {XXX} 	1
ta_sent_564	Young Superstar - Karthi's Kerala Fan	Positive	young superstar {Positive} superstar karthis {XXX} karthis kerala {XXX} 	1
ta_sent_565	Yellam super ah iruku 11 m views aayiram yane trending la varla🤔🤔🤔🤔🤔🤔	Positive	yellam super {XXX} super ah {Positive} ah iruku {Positive} iruku m {XXX} m views {Positive} views aayiram {XXX} aayiram yane {XXX} yane trending {XXX} trending la {Positive} 	1
ta_sent_566	Views katuga da Hang aanalum paravala	Positive	views katuga {XXX} katuga da {XXX} da hang {XXX} hang aanalum {XXX} 	1
ta_sent_567	Pink remake but let's see	Positive	pink remake {Positive} remake but {Positive} but lets {Positive} 	1
ta_sent_568	Super Star Rajinikanth fans like here	Positive	super star {Positive} star rajinikanth {Positive} rajinikanth fans {Positive} fans like {Positive} 	1
ta_sent_569	super star  lady super star	Positive	super star {Positive} star lady {XXX} lady super {Positive} 	1
ta_sent_570	Nerupuda namme Thalaivar yevanum onnu  panna muduyathu	Positive	nerupuda namme {XXX} namme thalaivar {XXX} thalaivar yevanum {XXX} yevanum onnu {XXX} onnu panna {XXX} 	1
ta_sent_571	Veeram flop Vivegam flop Viswasam flop Jana flop G flop Attagasam flop	Positive	veeram flop {XXX} flop vivegam {XXX} vivegam flop {XXX} flop viswasam {XXX} viswasam flop {XXX} flop jana {XXX} jana flop {XXX} flop g {XXX} g flop {XXX} flop attagasam {XXX} 	1
ta_sent_572	inga kodutha sweet saapttu andha pakkam poanaen araliya arachi kodukkuraanunga.. yammaadi dei siva aendaa indha kola veri	Mixed_feelings	inga kodutha {Mixed_feelings} kodutha sweet {Mixed_feelings} sweet saapttu {Mixed_feelings} saapttu andha {Mixed_feelings} andha pakkam {Mixed_feelings} pakkam poanaen {Mixed_feelings} poanaen araliya {Mixed_feelings} araliya arachi {Mixed_feelings} arachi kodukkuraanunga {Mixed_feelings} kodukkuraanunga yammaadi {Mixed_feelings} yammaadi dei {Mixed_feelings} dei siva {Mixed_feelings} siva aendaa {Mixed_feelings} aendaa indha {Mixed_feelings} indha kola {Mixed_feelings} 	3
ta_sent_573	Dai raasangala ore like pichayavae iruku	Positive	dai raasangala {XXX} raasangala ore {XXX} ore like {XXX} like pichayavae {XXX} 	1
ta_sent_574	U1 veriyans kill the like button	Positive	u veriyans {XXX} veriyans kill {XXX} kill the {Positive} the like {Positive} 	1
