text	category
movie tamil memang best terbaik ajith	Positive
video start aguradhuku munnadiye like poten happy to see prakash raj sir back	Positive
sweet saapda pooram pongal vera lvl la erukkum	Positive
racha rambola tala luv u from hyd	Positive
58k dislike pottavan tha kadasi vasanthuku vekka padanum	Positive
ayoo thala lv u thala sema mass thala look sema	Positive
trialer super maran padam vettiri pera valthukal	Positive
thala indha look la semaya irukkaru	Positive
rasanai illadha pullingow apdi enna korai ah kandu pudichitanga indha video lae dislike panra alavukku	Positive
u1 tharamana sambavam aug 10 apa papinga	Positive
enna da trending laye kaanom	Positive
thalaa maranaa mass love u thalaa	Positive
u1 bgm vera level thala vera level acting	Positive
scene like remake from hindi movie pink	Positive
thalaivar style la sollanum na trailer wow	Positive
oruthan mela visvasatha katrathu kaga innorthara asinga paduthuringa	Positive
objection enna voice paa marubadium pananum pola iruku	Positive
yarellam note paninga teejey movie la vandharunu	Positive
super video and super star mass	Positive
thala look vera level la eruku	Positive
trending la namba thala trailer thaa num1	Positive
ranga raj panday sir action super	Positive
dhanush anna vera level u look awesome	Positive
ajith thalathala nu irukaru nalla gummunu	Positive
thalaivaa enna ethu epdi chinna payyan mathiri petta paraak	Positive
entha padathile vikramkku robba dialogue s ellai	Positive
amy jackson ka naam mention nahi kya	Positive
kola kaandla irukken mavana kollama vida maatten sama mass dialogue	Positive
koor konda parvai ajith eppavum first ethilium best	Positive
thalaivar matum tha petta paraak	Positive
trailer last dialogue to dir ranjith oruthar mela vishwasam kaatrathuku inoruthara yen asiga paduthuringa	Positive
release kulla 15 million views varanum bro	Positive
mass trailer antha 26k dislikes pannavangalam yaaru samy nengalam epdithan ungaluku padam edukanum ithuku mela	Positive
10 milion views ku waiting	Positive
dei 10 million views dhan pa vandhurukku vera yaarumae illaya pa	Positive
i am weiting thala mass speechnig thala veriyan	Positive
the lion thani kaatu raja yanga thala	Positive
thala fans idhu pathadhu innum neraya neraya neraya venum	Positive
adiye meera ni vikram vedhala madhavan kuda nadichavathana athan un nilama ipdi	Positive
ithula vara ovvoru dialogue un enga dala ya pathu solra mathiri iruku	Positive
evlo girls intha trilar pathutu like potinga link share paninga like panunga	Positive
thala pole varumaa ore oru thala dhaa aaattam inime aarambika pokith machii picture abhi baakki hai bhaayi	Positive
voice powerful neraya neraya neraya neraya neraya	Positive
bigil trailer ah pathutu vanthavanga evloo per	Positive
viswasam enga poga poguthunu theriyalaya petta paraak	Positive
692 k likes reached aairuku	Positive
padipu avasiyam tha but system serila pa	Positive
eduthu vainga da ellam award aiyum	Positive
ithu ega ariyavila eduthathi epadii	Positive
anna vida thambi nalla kathaila nadikraru	Positive
i think ajith just makes a guest role	Positive
control panna mudiyala waiting la veri yerudhu	Positive
love u rajni sir	Positive
i love ajith from andhra pradesh	Positive
663 my view i am telugu die hard fan of rajini sir	Positive
iyoo therikuthu enna style ah irukaru ya thalaivar uhu	Positive
ye to pink movie ki tarah lag rahi h	Positive
thalapathy 64 director lokesh kanagaraj like pannunga actor karthi like fans	Positive
indvspak aavathu mudiyavathu waiting 4 10m views	Positive
remake of ellam avan seyal movie	Positive
vikram nadichale adu vera level movie tan	Positive
mass vjs veere veere level	Positive
thaliva semma dialogue vera leavel	Positive
vetri maran dhaush legendry combo padipa matum namba kita irnthu edthukave mudiyathu true	Positive
vijay sethupathi ah sariya kataleya iam mode out hw many r nt satisfied hit a like	Positive
intha 10 star kamicha than trailer ana orae ala kamichi trailer oduthu trending la yarnu ellarukum theriyum	Positive
0 48 to 1 00 yuvan rocks	Positive
yenakkennamoo dark knight patha mariyee irukku	Positive
orutharmela neenga visuwasam kaatrathukaka inorthara edhuku asinga paduthuringa	Positive
namaku thavayanatha namba than adichu vankunum	Positive
petta trailer mass viswasam trailer marana mass	Positive
thala tucker kola mass	Positive
thala mass chance illa vera level thala veriyan	Positive
vera level trailer waiting 4r movie finshing super kolaa ganngula irruken sema	Positive
vetri kootani nu marupadiyum nirupichirukku padam asurathanam	Positive
va nadippin naygan chiyaan vikram mass	Positive
ethuvarai ulagil vera entha trailarum en thalaivar movie 2 o trailer pola illa	Positive
gv pesama nee music laye irupa athuthan unaku nalla varuthu	Positive
asuran trailer no 1 go nice good	Positive
best wishes to the team saavaratha iruntha sanda pottu saavanum sir kaalila vizhundhu saava koodathu	Positive
thala yoda dialogue delivery ovvonrum sema mass vera level thala you are great	Positive
response koreva irukku nu nenaikkathingge after movie release vera level le block buster agum	Positive
i am str lood nkp vera level thala mass	Positive
ajith morratu veriyans hit like here guys	Positive
vs annan eppothum semma love from kerala	Positive
trailer hey pakka verithanama iruku padam epudi iruka pothey intha deepavali kaithi deepavali than	Positive
oruthar mela neenga visvasam kaatrathukaaga inorthara yen neenga asingapaduthringa thala	Positive
ajith fans dislike panna mattum pongal ku varama poiduvom ah	Positive
thalaivan yeppavume vera level tha	Positive
thala mass eva enna venalum sollatum engaluku bayam illa	Positive
karthik amazing thalaiver rajini so young look semma pongal marana mass than	Positive
mass semmayya iruggu super star style mass than	Positive
thala in nerkondaparvai padam vetri pera thalaivar rasigargalin sarbaga valthukal	Positive
sema sema ajith na pakka mass	Positive
jai thalaiva 68 la superb style	Positive
thalaiwaa va va va ipo vaangadaww	Positive
petta visvasam pongal get ready fans parraakksampavam sirappu	Positive
thalaivar padam velli villa kaana valthukkal by thala veriyan venkat	Positive
dhanush fans mattum like here	Positive
pink remake than but paravalla thala nala pakalam	Positive
nkp kaasukudhu viewsa buy panala idhu nearmaaiya kidaitha views	Positive
nanum movie paka kola gandu la iruken	Positive
nangge thala fans da vijay 63 kuda nangge support panuvum tamilan da ennore tamilanne kille thaliyude mathum	Positive
sema trailer a shankar sir film bgm sema	Positive
innum neraya neraya neraya likes varranum	Positive
thala vera level u1ana bgm bangam da	Positive
marana mass full an full vera leval entry	Positive
trending no 1 varanum thala fans	Positive
pink movie ajith sir version	Positive
thalaivar oda style mass yella ithu la tha muzhusa pakka porom romba naal appro	Positive
enrum thala ajith enrum thala thala thala thalathan solaravanga ellarum oru like podunga	Positive
sema vfx shankar sir great	Positive
ena da thala trailer trending num 2 nu kaatuthu y yena achu	Positive
neenga vilayatunathu enkita illa eman kita super dialogue	Positive
vera level yaaru ellam marana waiting la irrukkurathu	Positive
theater kaliyala ranakalam avapothu thalaiver rockss	Positive
petta parak thalaivaa we love you	Positive
paa thaaru maaru thala	Positive
veraa maari acting ah paakka poringa guys	Positive
i want u1 luv song pls	Positive
rangaraj pandey rockzz welcome to tamil cinema	Positive
thala 60 ku yaru waiting panriga like pannuga	Positive
bgm vera level iruku u1 love u	Positive
lets give a like for nerkonda paarvai	Positive
thala acting king nkp vera level mass	Positive
pakka thala i luv u by surya fan	Positive
dei yennathan negative a sonnalum thala orutharukaga padam hit aagum aathuku naanga irukom	Positive
yarellam neraya neraya neraya thadava pakuringa	Positive
thala mass i love you anna	Positive
ethuna peru enga advocates irukiga pullaarikuthu scene lam	Positive
padam vera level la irukkum pola conform 250 crores box office	Positive
ellam ok ana last la dha	Positive
mass na mass pakka mass petta trailer	Positive
mass thala appidi onnum nadakka koodathu ho ho ho fantastic	Positive
give one like to rajnikanth fans	Positive
real time 5million views petta paraak	Positive
thalaivar is only one super one thalaivaa	Positive
thala ajith kumar sir nerkondapaarvai marana waiting da	Positive
thalada thalaya minja tamil naatla veara ewanda	Positive
664 k likes vanthuru marana mass thalaiver verithanam	Positive
moratu mass karthi sam done good	Positive
trailer bgm vera level asuran vettai arambam	Positive
2 o tamil cinema milestone if u agree like	Positive
asuran trailer 2m good good	Positive
thala fan from belgium	Positive
super star only rajani sir sema mass	Positive
why likes go slow thala bloods 1m likes varuma	Positive
780k likes on d way	Positive
manju mam super performance love you	Positive
6 days after coming fans 6 01 pm	Positive
kevala ma erku padam flop than	Positive
but thala gethu energy epovu korayala	Positive
keka love from telugu rajini fans	Positive
enga ore star thalaivar super star rajinikanth mass vera leaval thalaiva mass pakka mass	Positive
vikaram sir bgm pullu arikkithu marana mass waiting	Positive
thalaivar dhanush anna	Positive
simbhu rasikan yethana per paka vanthurikingha potra like ah	Positive
namakku thevai aanantha namma thaan adichu pudunga um	Positive
dhanush anna kola maas edukangada award a enga thalaiku	Positive
vijay anna from karnataka kiccha sudeepa anna die hard fans energetic trailer	Positive
adda dda yena trailer paa idhu	Positive
thirunelveli thala veriyarkal oru like podunga	Positive
ajith sir neenga vera level sir	Positive
ada paveegala eppadi iruntha manusana ippadi akiteengalada	Positive
superb look rajini sir and very stylish	Positive
ayoo thala waiting la ya veri avuthu	Positive
2 08 to 2 10 gun rotating style semma super	Positive
romba nal aparam oru sirapana trailer	Positive
1 55 sema thala super ah sonninga	Positive
indha maadhri padam paathu yevlo varusham aagudhu	Positive
326k likes in 1 hour	Positive
diwali ye inaku vantha maathiri iruku	Positive
ipo trending no 1 la entha trailer iruku	Positive
rajini ah romba ilamai ya katna karthik subburaj ku oru	Positive
thala padam karuththu athigama tha irukkum	Positive
thalaa i m waiting for big screen marana waiting	Positive
thalaivaa nenga nadichute irukanum ipdi mass ah atha nanga paathu rasichute irukanum thalasivaa love you thalaivaa	Positive
end ley dialogue purinjitha appo sandaiya neeruthunga da pakkigala	Positive
engalukku arasiyal rajini dhan pidikkadhu acting la semmaa thalaivaa	Positive
ejjaathy padam villain voice anyaayam	Positive
omg kola mass thalaiva aa super	Positive
ena patamo ethala poiyarunga paappa ajith fans mattuntha poi pakkanum	Positive
one man army thaliver mass level	Positive
super vijay sethupathi from a telugu fan makkal selvan da	Positive
enna nadipu ennaa manushan yaa thala na thalaa taan	Positive
bgm is like kaala poraduvom song	Positive
bgm ku oru like poduga	Positive
unmai aana thala fana irundha like pannunga	Positive
andha last dance ku ellaarum oru podungappa	Positive
ini youtube trending la en thala dha so parthutea irukalam	Positive
yuvan nengala manusana ennaa adi therinkka vittinga ponga	Positive
daii rajamoulii summa irunthaa singathaa thatti ezhupitiyee daaww shankar vera level pannirukuraru daww eppaa hollywood la illa ithu athuku melaa	Positive
2days kalachi trending la varaa modhal padam nu nenaikuren	Positive
katta waiting in keralaa sk fanss	Positive
paruthiveeran getup la karthi ah epo papom nu wait panuavaga like panuga	Positive
ln 9 minutes 88k likes ajith sir fans like here	Positive
sankar sir love yu sir flimsy media flimsymedia	Positive
mavane kola kaandula iruken kollama vida maten always showing his class and mass	Positive
tiger is back wadakam rajnikant ana	Positive
asuran aadukalam pudupettai wada chennai yellame ore madirida	Positive
blacksheep namma pasanga valaradha paaka evlo sandhoshama irukku blacksheep kuttymoonji ayaz	Positive
enna da fight scene la vachurukkenga	Positive
age is just a number thalaivaa	Positive
vera level from karnataka fan thala fans	Positive
90s kids ku padaiyappaku apram oru tharamana padam	Positive
aiyoo vera leval thalaa mass	Positive
evankum anjatha aluya enga thala	Positive
thala film ku verithanamana music bgm kodukarathu yuvan agree	Positive
thala da vera laval yuvan musice super	Positive
any telugu guys jai ajith sema mass da	Positive
story ku sema expectation irukku ana last la en da blade krish the dark knight moonuthaiyum bit adichirukkeenga	Positive
last scene he is looking like nani ssrk rocks	Positive
dei vengigala oru trailer kuda oluga eduka mudiyatha	Positive
yarellam dhanush sir ah bayandhu pathinga	Positive
sivakarthikeyan arjun lots of love frm kerala 3	Positive
sk fans from karnataka state	Positive
dislike potavanga nalaiku kalaila trending la parunga with respect from ak fan	Positive
supperb supper rajini always seemma mass	Positive
thalivar vj sethupathi simran trisha	Positive
ethana peru indha trailer ah 50times ku mela patheenga	Positive
ellam mudinju pochu nu ellarum solla arambikkum pothu anikku pudusa porakuran namma hero sk	Positive
thalaivaa dheeivaa levell 3 back to 90 s energy rajinism o	Positive
indha padathukku mak ah sokka yoscheenga director sir nalla vela	Positive
like podu ga pa 1m varevendama	Positive
yenda mask kuda krishn padatha pathu copy adicirukigaleda	Positive
trending list layae illa ppaa	Positive
bigil movie vera varudhu onga padam	Positive
india vula thala kku mattum thanda mass opening his thala veriyanda	Positive
thalabathy 63 poster on 22nd athoda views itha vida adhitgama irkum paarunga	Positive
batman_1 jeeva in batman_2 sk in hero	Positive
shayad pehli film ye hogi jo bollywood ko copy kiya h	Positive
24 hrs 10 million views sirappaana tharamaana sampavankal paarka thaan waiting petta paraak	Positive
thala girl fans iku romba piducha padam aa amaiya valthugal	Positive
trailer pakkupothellam pullarikkuthu sema maas thala brilliant	Positive
n k p thala mass da	Positive
ena bigiloda release panni floap ayurumunu bayama irukaa floap aanalum nenja nimirndhu dhaiyriyama edhirthu floap aaganum	Positive
mairu ku aamiayans 800k likes kuda vanga vakkuilla naigala	Positive
10 thala veariyan mattum ennoda channel lai subecribe tamil jio phone tech indian pannuga	Positive
namma kitta kadu iruntha aduthukuvanga poo iruntha pudingikivanga padippa mattum namma kitta irunthu aduthukavey mudiyathu chithambaram mass dialogue ya	Positive
dai 23 00 dislikes yentha fu da pottan	Positive
sam cs sir ku 1 like podunga	Positive
i love nawazuddin sidiqui hads of rajni sir yash faan	Positive
ennda three days aaidichu 1million likes innum varala	Positive
sama music sam cs super trailer vara level ku thariya bgm karanam super ji	Positive
lv u vijay sir from karnataka	Positive
remake of hindi pink movie	Positive
pure white the king maker da indian cinemala evanayavathu original lookla vara sollunga handsome da enga thala	Positive
yes thalaivar kolai kandula irukaru irangna adiknum	Positive
2 million likes varum nu solluravunga hit like	Positive
ur rocking chiyaan sir	Positive
thalaiva aa aa kaali attam super	Positive
thala naale thaaru maaru thaa ultimate star ajith kumar	Positive
thala kaga yathana nakal venumanalum wait panuven	Positive
konjam biriyani seen bgm release pandrengala	Positive
ithukku peru thaan thalaivar athiradi petta paraak	Positive
ayioo ponna azhagulast la paah thalaivaa	Positive
evil chitti character kola mass	Positive
really semaa karthik bro bgm vera level	Positive
thalaivaa romba neram unga teaser ku wait pannitu irundhen ipo thaa pakkura	Positive
epa dai padama da idhu vera level la iruku da therika vetu irukanga marana mass	Positive
semma thalavaa full	Positive
who r all here after avengers endgame tamil dubbing	Positive
dhanush anna vera level getup ennu soldravinga mattum like podunga	Positive
mass mass mass mass vikram sir	Positive
thala epavum first etilium best thala vazhuga valamudan daily comment panranvanga ellarum oru like podunga	Positive
vijay sethupathi kaaga intha padam paakanu	Positive
yuvan proved again in bgm he is always king in bgms die hard 90kids yuvan fans please like this	Positive
thala semma love you thala	Positive
nangalum kola gandula irukom movie paakka	Positive
nerkonda paarvai trailer review	Positive
super star awesome vfx kola kuthu	Positive
i yoo ipaa thala semaya erukinga love you thala	Positive
wt a movi wt aa movii superb superb	Positive
sprr boss from yash fans karnataka	Positive
super star super hit	Positive
yes it is releasing in kannada	Positive
enna solla edhu solla comments type panna vaartha illa u vetrimaran sir	Positive
thalaivar ku enna pa vaisu ippadi kalakraru	Positive
last dialogue thala to his fans ippayachum purinjikonga	Positive
dhanush anna kku oru national award parcel	Positive
amazing akki sir and rajni sir	Positive
pakka va rajinified kola gandula waiting	Positive
shankar fans hit like	Positive
korraikum nai kadikathu nu solluvanga ithulea yea therithu ivalo bayam nu iraivi 2	Positive
enakku therinju rendu padamum blockbuster than	Positive
trailer la ivlo visual treat ah theatre la 3d kannadilaa	Positive
shivaji la patha slang sweet sapda porom verithanam	Positive
vara level oodi poidu oorama poidu oothigi poitu vara thu yenga thalaivaru	Positive
ajith sir fans lam like pannunga	Positive
adeii idhoda stop pannikonga padatha rls pannadhinga da mudiyala	Positive
neraya neraya neraya edhirparppu for thala	Positive
naagalu pongaluku sweet saapda poro talaiva	Positive
tamilrockers dai una nambi than da irukan	Positive
shankar sir tamil cinema voda james camroon	Positive
amma sathiyama sollunga da indha trailer nalla illainu neengalam thirundhave mattingada	Positive
pana maratthula irupathu nonku thala ya ethirthaa sanku	Positive
romba nal kaluchi thalaya opening scene illama pakuran	Positive
thala fans ellarukum good morning yarellam innum pallu valakama trailer parkureenga	Positive
bigil trailer wait pandravanga like ppdunga	Positive
ippo enna panna poram sweet sapada poram	Positive
samma stylaruku thalaiva padam kandipa hit daa jai thalaiva from ntr fans andra	Positive
mass ajith anna luv u	Positive
marana mass thala da	Positive
vere level waiting for movie	Positive
ippa enna panna porom sweet sapda porom	Positive
last dialogue vera level thala	Positive
odanae vanthuruvanunga sk fans likeu commentunu	Positive
cute fight en nenjil vandhu song whatsapp status	Positive
1 36 indha frame la thala vera level la irukaru pa	Positive
pink remake bt ajith is looking so damn handsome in it	Positive
rombha naalu ku apparam oru super aana ajith movie paakaporom good trailer	Positive
6 days to go	Positive
irukku innaikku meme creators kku nalla concept memes irukku	Positive
vijay anna rasiganin manamarndha valthukal to ajith sir	Positive
ithu than da rajini padam	Positive
anybody notice kutti moonji and ayaz	Positive
pakathana pora pongaluku kaali oda adatha	Positive
aiyo namba mind vera angaya poguthya sivakumar	Positive
shankar mass grand great super star rajinikanth great	Positive
701 likes thala fans 1 million likes varanum pangaaigala	Positive
sema vera level thala padathukku marana waiting	Positive
petta trailer sema marana mass waiting	Positive
padamna ithu padam semma message movie great	Positive
dislikes mattum poda vantha nanbargaluku thala sollum mass dialouge at 2 05min	Positive
i am surya fan but all time favorite superstar	Positive
en kadavulay en thala thaan thala nee palaandu vazlanum	Positive
thugarathuku munadi trailera pathutu oru like potutu pongapa apathan namaa getha katalam ok	Positive
no 1 trending in sg sri lanka still	Positive
omg super star rocking	Positive
thala mass bgm pakka mass thala and yuvan mass	Positive
nerkonda paarvai thanpa inga pathigala thala oru thatava kuda kanna simitala wow thala vera leval	Positive
download full movie	Positive
see 7 to 12 yaru da ivan kabali da kaala ipo kaali ya kaali dhan empty	Positive
neraya neraya yethir pakurom padutola varuma	Positive
vijay fans parthavanga like podunga	Positive
0 47 u1 bgm goosebumps	Positive
style a irukena paah 90s rajni is back thalaivaa thank you so much karthik anna	Positive
petta trailer vara level makal selvan vijay sethupathi fans and thalaivar fans hits like	Positive
yennada tin padam directora nadikka vecchirukinga	Positive
superstar coming back petta pattaya iriki	Positive
2 18 aww what a cute style sirusukum un style yelusukkum un style persukkum un style	Positive
thalaa mass look but pink movie laa fight illaa but thalaa ithulaa semaa mass oo mass	Positive
ipdii nerya nerya nerya nerya	Positive
bairavaa feel pa vjs evlo massa panuvarunu naan edhur pakala wishes from all thalapathy fans	Positive
batman krish atharva nadicha oru padam	Positive
sarkar cannot beat 2 0 hahahahaha always thalaiva superstar rajinikanth	Positive
ilaya super star thalaivar dhanush vaazhga	Positive
thala mass dialogue u r great	Positive
intha diwali ku iruku aappu iruku but yarukunu na sollamata	Positive
bro enna view apdiye irukku hang ahiducha	Positive
thala mass nu soldra vanga like podunga	Positive
suma comedy panathingada intha padam enna reallifeah poda neengalum	Positive
thala pola varuma ultimate star	Positive
bat man trailer patamari iruku	Positive
im big fan of ajith kumar forever endever	Positive
intha time sirappana tharamana thalaivar pongal irukku	Positive
super thala vera level	Positive
pink trailer vs nerkonda paarvai trailer	Positive
trailer nala iruku but full irutula film eduthrukaka suriya velicham ila kandippa film oduthannu santhegam thaan	Positive
awesome awesomeness awesome style king is back	Positive
mass la pakka mass thalaivar athiradi	Positive
all i understood from this video was vikram likes dosai	Positive
chiyan vikram fans hit like bgm likers	Positive
vera lvl romba nal ku apporam ajith sir on full form nalla velaiku siruthai siva thollai inni illai	Positive
it still looks like a fan made trailer	Positive
le batman i quits my job	Positive
thalivare vanakkam makkal selvan fans like podunga pappom	Positive
thalaivar looks like sivakarthikeyan in 2 20	Positive
1 6 million views 4 hours 514k like how is possible total fake likes	Positive
ultimatestar thala vera vera vera level nerkondapaarvai	Positive
o 42 sec la mbl uh vachhi akahay kumar veraa level dir shankar done massive	Positive
sahoo tamil teaser 12 million view nkp just 8	Positive
anna vera level paande ungalukku arumaiyana munnetram	Positive
1mn likes target achieve agumnu namburavaga like pannuga	Positive
krish la vera costume marae irukku	Positive
who is here after movierulz but asuran	Positive
kadisi varaikum epadi yenda white hair la katuringa avaruku avalo onum vayasu hagalaye	Positive
after a long time different aana ajith movie after mangatha idhu dha nala irukum nu nenaikuren	Positive
wow 13million views 610k likes vaazhga rajnikanth	Positive
na thalapathy rasigan but thala mass tha	Positive
always super star ma rajini sir	Positive
semaa ethirpaatha maathiriye summa athuruthille biggest indian movie from tamil cinema	Positive
thala pola varuma thala eppavume mass vera leval	Positive
thallaa thalapathy unn kita kuda varamutiyadhu	Positive
dislike poota vijay anna fans hit like	Positive
sk fans like arjun fans comments podunga	Positive
vera level dhanush anna gv bgm	Positive
kadasiya vara dialogue dislikes pottavangaluku correct ta irukku	Positive
sam cs bgm vera level	Positive
rajini shankar fans hit like	Positive
super star awesome action stylish king rocks petta pongal da viswasam parruppalam inga vegathuda	Positive
trending no 1 sk fans like pannunga	Positive
next award ah yov ennaya	Positive
bigil a vida sema karthi anna	Positive
dei ennada panni vechu rukinga pink padam pochada	Positive
yeanda ivlo stylish aana role ku punch dialogue kuduthu saavadippeenga	Positive
unnaku enna pa hero padathala la nadikira	Positive
konjam comedy ah irruku aanalum mass ah irruku	Positive
waiting for thala naraiya naraiya naraiya naraiya	Positive
1 55 talaivar semma mass dialogue super	Positive
like danush comments surya yaru mass nu parkalam iam danush	Positive
petta vs viswasam like petta comments viswasam	Positive
sama thalaa i am waiting	Positive
thala na mass thala mattum thaan mass	Positive
55k dislikes potavangaluku avalovu veriyada mudinjatha pannikongada thala thaan gethu	Positive
dey enga da namma makkalselvam dialogue eh kanom	Positive
super semma thalaiva vera level	Positive
apdiye doom trailer patha maathiriye iruku	Positive
1 million views likes kodu varum thala fans support nkp trailer	Positive
0 32 that moment kottaisami thalaikeela dhan kuthipen	Positive
last ta ajith sir sonna dialoge yengala mathiri vijay anna fans ku orutharukku viswasama ierkurathukku yen iennoruthara kasta baduthuringa	Positive
thalai rasika matume neraiya fans irukanga apparam natipa rasika veriyoda irukanga	Positive
nalla bass ulla headphones la inda trailer ah parunga vera lvl effect bgm king uvan	Positive
1 57 sec mari pubg laa erundha	Positive
konjam oothinguru odi pathungiru varathu thalaivaru	Positive
dhanush annan asuran manjuchechi vetrimaran	Positive
arjun sir hero level mass	Positive
super sankar sir waiting for 29	Positive
marana mass thalaivar vera level la irrukkar ivarku ellam vayasu eh kedaiadhu	Positive
thala eppudi nee kannaye simutaama dialogue pesara sema pa thala takkar doi	Positive
super star na summa va super	Positive
petta maranamas super star come back	Positive
yow ennaya trailer la vere level la irukku padam pathae agum polaya first day va apo	Positive
padathuku national award kedaikanum ninaikiravanga like pannunga	Positive
all thala fans ellaarum oru addadance pottudu ponga	Positive
yuvan shankar raja love yuvan vijay	Positive
aprom en dhoom 2 copy adikareenga saar	Positive
viswasam pesama post pannidunga illati kaali dha	Positive
thalaiva marana mass ayyo super summa therikka vitturinkinga	Positive
vikram sir ella costumum ella characterum unga orutharuku thaan suit akum	Positive
superstar movie mass koanjam kooda illa	Positive
vera level la udampa maintain panrenga chiyaan sir	Positive
abhay deol enna nadippu super	Positive
yaralaa trailer pathuttu erukinge like podunge	Positive
thalana thala than naan thala ser fans paa	Positive
thalaiva vera vera vera leval pakka mass get rajinified	Positive
indha maari trailer kku ellam evan da unlike panradhu	Positive
innum niraya niraya niraya niraya m thevai pangaaligala	Positive
super stars jammed packed in petta movie semma	Positive
super i waiting 2 0	Positive
padathula arjun dha mass aa irukka poran trailer laye arjun dha pakka mass	Positive
ithukakathan thala nanga wait pannom	Positive
thalaikku makeup eh theve ila salt n pepper luk thaan mass	Positive
yaarlam bigil trailer pakkama indha trailer pakiriga	Positive
first bgm keka vanthu trailer pathu i m impressed lot yuvan sk	Positive
mass tha vetri maaran thanush kootani eppavume mass tha	Positive
thalaiku intha getup semmaiya iruku voice romba bolda iruku super thala	Positive
different genre la thala thala kaana mass trailer climax la ysr idhu mela enna venum	Positive
_ nerkondapaarvaitrailer crossed 11 million views	Positive
teaser mokka nu kalaicha pasangalam ippo ennada soldringa shankar always mass	Positive
intha vaati banner 250 feet varnum	Positive
thala veera level from pawan kalyanfans	Positive
pangu pangu thalaivar vaararu side ku odhungu petta daa	Positive
dhanush and vetri maran fans yaar yaaru oru like podunga	Positive
class mass vartha varala sema woww woww woww	Positive
lite ah dark knight vaada varudhu	Positive
indha trailerkku dislike pandra anils ahh marundhu adichi kollunga da	Positive
dis like potavunga pundaya muditu ponga da	Positive
yaralaa 1 5 gb video pakuruku pathame pogudhu	Positive
great dark vetrimaaran dhanush gvp kalaipulithanusir master piece	Positive
yella intro textum pixel lab la panirkanglo	Positive
vera level la irukkum polaye all the best sk	Positive
inum niraya niraya niraya ethirpakra love you thala	Positive
sam cs king of bgm	Positive
vetrimaran and gv prakash verithanam	Positive
tamilrockers la paatha verithanam ah irukum pola	Positive
semma timing ippo dha asuran hit aachu aduthu same journal aa kaithi vera level	Positive
koi hindi janane bala comment padh raha hai like karo	Positive
taramaana sambavam pongalukku irukku le	Positive
anils dislike panni bayangarama troll pandrangalam	Positive
marana maassaa thala i am waiting	Positive
pongal vanda paka thane pora 100 petta paraak	Positive
rajini vijay sethupathi	Positive
aduchu underwear oda oda vitruva sema dilog thalaivaa	Positive
bigil super aah kaithi super vrummbinavanga like pannungo	Positive
nee vaa thalaiva inna adichukka aalu illa i am rajinified u r back thalaiva	Positive
ennada likes views innum sari aakalaya 600k like thaan erukku	Positive
super super super rajani mass ss man	Positive
sam cs bgm thananananaa thanananana thaararaa thaararaa	Positive
petta pongal edhu marana mass	Positive
thala ungala pathale pothum kadaule evlo alagu ungala adichuka evarum illa	Positive
oru fight mattum thala kaga special vechi irukanga except tat it looks like scene to scene remake	Positive
bigil a vida kaithi semaya irukku endravainga like	Positive
vinoth sir vera level evlavu nall enga sir irunthenka powli marana mass	Positive
it works it will work	Positive
suriya vs chiyaan vikram kaapaan vs kadaram kondan vikram fan s hit like here suriya fan s reply me	Positive
thirumba thirumba pakkuravanga mattum like podunga	Positive
ellam avan seyal movie mariye iruku	Positive
padayappa padam varumpothu enaku 4 vayasu irukum athula irunthu thalaivaroda veriyan na	Positive
sivakarthikeyan yuvan shankar raja \r fans hit like	Positive
petta padathukku wait pannravanga like pannuga visvasam waiters comment pannuga please	Positive
innimadhan aarambam thala let s c our rage	Positive
vera level thalaivaruku asuran marana waiting	Positive
really fabulous semma trailer jai thalivaa love u thalivaa sir	Positive
enapa vera level la iruku padam blockbuster polayee	Positive
viswasam mass ner konda paarvai	Positive
lokesh movie kaithi massa irukum pola	Positive
thaa vera level trailer batman super man spider man lam enga chitti munnadi sappa pasanga	Positive
that madurai backdrop rajini looks like sudhakar parithabangal	Positive
semma namma kita irunthu mttum yaralaiyu yeduthuka mudiyathu	Positive
thala thala thala thala thala thala thala thala thala thala	Positive
thala ena oru verithanam kovam	Positive
vara level dialogue thank u thala	Positive
get ready for some petta paraak	Positive
thala vanthalay pothum daa theatre ah athirum daa thala naa mass thala naa class thala naa gethu thala naa goosebumps	Positive
vera level vetrimaran sir oda adudha verii	Positive
maarana mass trailer from malaysia	Positive
thanks karthik sir super ultimate trailer	Positive
super thalaiva palaiya rajini one more entry on super stars	Positive
like hero comment avengers endgame	Positive
thala yoda last dialog sema mass vera level	Positive
verraa level thalaivar pongal semma treat tha	Positive
muttu muttu album song hero teejay irukaru	Positive
thalaivaa rajni another level movie jai rajnikanth	Positive
late ah vandhalum latest tah vanthuruchu	Positive
thalaivar always mass tha pettala innum marana ma mass kaati irukaru	Positive
pink movie ka mc kejriwal kr diya in south walo ne	Positive
mavane kola kaand la iruke kollaama vidamate semmaa	Positive
paravala na joker avea irunthutuu poren	Positive
rajni wid nawaz too much fun	Positive
stunning stone neraya neraya neraya	Positive
697 k likes reached aairuku	Positive
basha back thalaivaa i love you	Positive
daily trailer parkura angaali pangaali ellaam oru like podunga	Positive
vera vera vera level unbleavble ini thala vettai aarambam	Positive
climax dialogue ku theatres ellam therika pogudhu	Positive
pakka thane pora intha kaali oda aattatha	Positive
