text	category	text	category
ee aduth kandathil veach kidilan trailer ikka padam pwolikum	Positive	ee aduth kandathil veach kidilan trailer ikka padam pwolikum	Positive
all kerala thalapathy bloods wishes mohan lal	not-malayalam	all kerala thalapathy bloods wishes mohan lal	unknown_state
t e r r i f i c	Positive	t e r r i f i c	not-malayalam
mammukkante introkku wait cheidhavar like adii	unknown_state	mammukkante introkku wait cheidhavar like adii	unknown_state
trailerinu katta waiting ayi nikkunnavar like adikku	unknown_state	trailerinu katta waiting ayi nikkunnavar like adikku	unknown_state
njan madhuraraja kanan poyi but anikku chinnaum policeinte makalum marichathu boreayi poyi otherways it s awesome	Positive	njan madhuraraja kanan poyi but anikku chinnaum policeinte makalum marichathu boreayi poyi otherways it s awesome	Mixed_feelings
trailer veedum veedum kanunavare njn mathramoo	Positive	trailer veedum veedum kanunavare njn mathramoo	Positive
padam mosham akanamennu agrahichittavum padam trailer eraghum mumbe	Negative	padam mosham akanamennu agrahichittavum padam trailer eraghum mumbe	Negative
dislike adichavarkk ente vaka naduviral namskaaram	Negative	dislike adichavarkk ente vaka naduviral namskaaram	Negative
ambo marakam ikka polichu by katta lalettan fan	Positive	ambo marakam ikka polichu by katta lalettan fan	Positive
dislike adichavar mamooty fans ayatinal onnum parayanilla raja 3 strong adaa ijjati mammunniss	Negative	dislike adichavar mamooty fans ayatinal onnum parayanilla raja 3 strong adaa ijjati mammunniss	Negative
suraj chetan kunjunni maashinte athe cut und valare nalla character chetaa	Positive	suraj chetan kunjunni maashinte athe cut und valare nalla character chetaa	Positive
ee padathinte peru pole thannavum mikkavaarum padathinte avastha	Positive	ee padathinte peru pole thannavum mikkavaarum padathinte avastha	Negative
ith oru onnonnara film aanennu ente manass parayunnu	Positive	ith oru onnonnara film aanennu ente manass parayunnu	Positive
17k viewers	unknown_state	17k viewers	not-malayalam
ente rajuettaa ningl oru jinn aanu	Positive	ente rajuettaa ningl oru jinn aanu	Positive
any tamil fans hit like here	not-malayalam	any tamil fans hit like here	not-malayalam
sorry trailer veendum veendum kandukondirikunnathkaranam comments\r vazhikkan pattiyittilla mammookka polikkum	Positive	sorry trailer veendum veendum kandukondirikunnathkaranam comments\r vazhikkan pattiyittilla mammookka polikkum	Positive
trailer triple strong akumenu orapullavar like adik	unknown_state	trailer triple strong akumenu orapullavar like adik	Positive
lalettan is superb love from sri lanka	not-malayalam	lalettan is superb love from sri lanka	not-malayalam
kanda chaavali raja pole alla kidilan	Positive	kanda chaavali raja pole alla kidilan	Negative
tamilnadu jayamravi fans ellavarum mammooty sir k support pannunko madauraraja	not-malayalam	tamilnadu jayamravi fans ellavarum mammooty sir k support pannunko madauraraja	not-malayalam
annalum sunny chechiye randu shotl othukkiyallo kashtam tanne muthalali	Negative	annalum sunny chechiye randu shotl othukkiyallo kashtam tanne muthalali	Negative
trailer varunathinu mumbu dislike adichavarku enta vaga	Negative	trailer varunathinu mumbu dislike adichavarku enta vaga	Negative
i m waiting for the kunjali marikkar	not-malayalam	i m waiting for the kunjali marikkar	not-malayalam
heroine aa hani jadakku pakaram vere vallo penpillerum mathiyarunnu	Positive	heroine aa hani jadakku pakaram vere vallo penpillerum mathiyarunnu	Mixed_feelings
oru rekshayum illa trailer laletta ingal oru maha sambhavaato	Positive	oru rekshayum illa trailer laletta ingal oru maha sambhavaato	Positive
supper mamooka mamooka pakaram mamooka mathram	Positive	supper mamooka mamooka pakaram mamooka mathram	Positive
lucifer oru trailer mammokka kidukki trailer eshttapettavar evide like	Positive	lucifer oru trailer mammokka kidukki trailer eshttapettavar evide like	Positive
172k view 172k likes evil to evil	not-malayalam	172k view 172k likes evil to evil	not-malayalam
trailer cristiano ronaldo version nice edit	Positive	trailer cristiano ronaldo version nice edit	not-malayalam
trailer pwollii eni padam koodi set ayaa	Positive	trailer pwollii eni padam koodi set ayaa	Positive
madhura raja vs lucifer athayath mammokka vs lalettan aaru jaikum njan lalettan side	Positive	madhura raja vs lucifer athayath mammokka vs lalettan aaru jaikum njan lalettan side	unknown_state
padmakumarate chathikaruthu odiyanpole aavalle padkumaaratte ikkaa chathikalle filmum ithupoleaavanam	Mixed_feelings	padmakumarate chathikaruthu odiyanpole aavalle padkumaaratte ikkaa chathikalle filmum ithupoleaavanam	Mixed_feelings
lalettan fans from karnataka press the like button	not-malayalam	lalettan fans from karnataka press the like button	not-malayalam
9 55 am ge odeya teaser link set remander	not-malayalam	9 55 am ge odeya teaser link set remander	not-malayalam
usmanee mmmuk eenthapaya kachavadam matti bala kachavadam tudangam evdoo kettapole	Negative	usmanee mmmuk eenthapaya kachavadam matti bala kachavadam tudangam evdoo kettapole	Negative
still trending 1 on 4 days	not-malayalam	still trending 1 on 4 days	not-malayalam
padathinte peru sheriyalla yenth unda oru veraity vende perinu	Negative	padathinte peru sheriyalla yenth unda oru veraity vende perinu	Negative
arum sunny leone kandit ille traileril	unknown_state	arum sunny leone kandit ille traileril	unknown_state
mammukka swag bgm is flauless	Positive	mammukka swag bgm is flauless	not-malayalam
hvy bgm hvy trailer hvy mass ikkaa polikkumm romanjam kond irikan vayya ikka inga polikkum	Positive	hvy bgm hvy trailer hvy mass ikkaa polikkumm romanjam kond irikan vayya ikka inga polikkum	Positive
vineeth aano vivek oberoi dubbing	unknown_state	vineeth aano vivek oberoi dubbing	unknown_state
mammooka polikum asifikka yude oru guast roll athinum katta waiting	Positive	mammooka polikum asifikka yude oru guast roll athinum katta waiting	Positive
views nokkaan edakk edakk vannu nokkunavar like	unknown_state	views nokkaan edakk edakk vannu nokkunavar like	unknown_state
ithil polikkan pokunneth aah pillera50 more newcomers aahaa	Positive	ithil polikkan pokunneth aah pillera50 more newcomers aahaa	Positive
age on reverse gear enety ikka	Positive	age on reverse gear enety ikka	not-malayalam
100cr club keriyathinu sesham trailer kandavar undo	Positive	100cr club keriyathinu sesham trailer kandavar undo	Positive
vysakhinte direction aayath kondaanenn thonnunnu raajayk oru pulimurugan touch	Mixed_feelings	vysakhinte direction aayath kondaanenn thonnunnu raajayk oru pulimurugan touch	Mixed_feelings
dislike adicha kal poyi 1080 p itte kaanada naayikkale	Negative	dislike adicha kal poyi 1080 p itte kaanada naayikkale	Negative
enthonn trailer urakkam varunnu ellaarum nalla kidilam ennu paranju kandu nokkiyadhaa oru rasavumill a maalapadakkam	Positive	enthonn trailer urakkam varunnu ellaarum nalla kidilam ennu paranju kandu nokkiyadhaa oru rasavumill a maalapadakkam	Negative
mohan lal alla odiyan ennariyavunna eathra pear und	unknown_state	mohan lal alla odiyan ennariyavunna eathra pear und	unknown_state
dialogue presentation valare mosham padam moonjaali markkaar akumo	Negative	dialogue presentation valare mosham padam moonjaali markkaar akumo	Negative
x mas en oru pooram aha	Positive	x mas en oru pooram aha	Positive
kujaali marakaar eghanaa shaheedhayad enn arrkenkhilum ariyoo	unknown_state	kujaali marakaar eghanaa shaheedhayad enn arrkenkhilum ariyoo	unknown_state
cinema kandit vann trailer kanunavar aaroke	unknown_state	cinema kandit vann trailer kanunavar aaroke	unknown_state
super mammookkaa oru lalettan bhakthan	Positive	super mammookkaa oru lalettan bhakthan	Positive
mammooka nammale ellavarem pattikuka aan ingerk praayam 68 onnum alla	Positive	mammooka nammale ellavarem pattikuka aan ingerk praayam 68 onnum alla	unknown_state
loocheeperinte kalem ethi mekkale ellarun meri nikk	Negative	loocheeperinte kalem ethi mekkale ellarun meri nikk	Negative
ee padam kandu goosebumbs vannavar ethra per like	unknown_state	ee padam kandu goosebumbs vannavar ethra per like	unknown_state
ini varan ullath avana sugunan	Positive	ini varan ullath avana sugunan	unknown_state
no way man ikkaa next hit	Positive	no way man ikkaa next hit	Positive
vijay sethupathi rajinikanthinte villanayapole tovino thomas lallettante villanavumo	unknown_state	vijay sethupathi rajinikanthinte villanayapole tovino thomas lallettante villanavumo	unknown_state
waiting katta waiting mammooka love you ikka istham	Positive	waiting katta waiting mammooka love you ikka istham	Positive
adichu polikeda aa like button lalbakthan	unknown_state	adichu polikeda aa like button lalbakthan	unknown_state
adaar item lalettan and prithuvi	Positive	adaar item lalettan and prithuvi	Positive
6k dislikes guhan fans karanju mezhukal aanallo	unknown_state	6k dislikes guhan fans karanju mezhukal aanallo	Negative
mamooka ningal vismayipichu kontirikaanu ee prayathilum	Positive	mamooka ningal vismayipichu kontirikaanu ee prayathilum	Positive
pwolichu bgm vere level ikka waiting	Positive	pwolichu bgm vere level ikka waiting	Positive
ijathi item kandittey povu	Positive	ijathi item kandittey povu	Positive
entammoo oru raksha illatha trailer bgmil evidekkeyo avengersinte bgm ullath poole thonnunnath enik maathram aano	Positive	entammoo oru raksha illatha trailer bgmil evidekkeyo avengersinte bgm ullath poole thonnunnath enik maathram aano	Positive
oru raksha illa oru adaar item marana mass ennu paranjaal ithanu super super super	Positive	oru raksha illa oru adaar item marana mass ennu paranjaal ithanu super super super	Positive
300 cr adikkum ennu urappu ullavar like	unknown_state	300 cr adikkum ennu urappu ullavar like	unknown_state
aarum parayilla pirats of caribian parts allann	unknown_state	aarum parayilla pirats of caribian parts allann	unknown_state
padam kandu kazhinju evdae vannavar arrokkae und	unknown_state	padam kandu kazhinju evdae vannavar arrokkae und	unknown_state
background music oke kollam pakshe padam erngumbol ee kanunathoke undel kollam sada oru cinemapremi	Positive	background music oke kollam pakshe padam erngumbol ee kanunathoke undel kollam sada oru cinemapremi	Mixed_feelings
all the best ikkaa a10 fan boy	Positive	all the best ikkaa a10 fan boy	not-malayalam
3 million views lalettan lucifer	unknown_state	3 million views lalettan lucifer	not-malayalam
lalleettan faans aa like button adichu pottichekku	unknown_state	lalleettan faans aa like button adichu pottichekku	unknown_state
lalettan prithvi combo	Positive	lalettan prithvi combo	Positive
trailor editor kk oru kuthirapavan kodukaan thonnunavar ivide camonn	Positive	trailor editor kk oru kuthirapavan kodukaan thonnunavar ivide camonn	Positive
ikka scholl mass dailogue ellarum maranna mattoru item und therrunnillallo katta exitment raju ettan full suspence	Positive	ikka scholl mass dailogue ellarum maranna mattoru item und therrunnillallo katta exitment raju ettan full suspence	Positive
mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku ella industrikaleyum vettichu nammade malayalam industriye unnatangalil ethikanam	Positive	mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku ella industrikaleyum vettichu nammade malayalam industriye unnatangalil ethikanam	Positive
supr ikka powli padam supr arikkim urappaa ikka lve u	Positive	supr ikka powli padam supr arikkim urappaa ikka lve u	Positive
iyoo enik vayee vegam iragiyal mathi	unknown_state	iyoo enik vayee vegam iragiyal mathi	unknown_state
padathe patti undayirunnu ah mundharana maari oru mass padam thanne ayirikkum best wishes	Positive	padathe patti undayirunnu ah mundharana maari oru mass padam thanne ayirikkum best wishes	Positive
mamooka and jai super blockbuster	Positive	mamooka and jai super blockbuster	not-malayalam
uff _ murali gopi	Positive	uff _ murali gopi	Mixed_feelings
kurach massum aayittanallo jayetta ipravishathe varav	Positive	kurach massum aayittanallo jayetta ipravishathe varav	Positive
makkale ethu polikkum oru raksayumilla	Positive	makkale ethu polikkum oru raksayumilla	Positive
mammotyodulla ishtam kadutha thamizh vorodhathal thakarnnu mannadinjhu poyi this flm seems like paandi movie	Positive	mammotyodulla ishtam kadutha thamizh vorodhathal thakarnnu mannadinjhu poyi this flm seems like paandi movie	Mixed_feelings
mass enokka paranja onannara mass athanu mammukka	Positive	mass enokka paranja onannara mass athanu mammukka	Positive
ini ippo ella padam achan nte molude koode akum	Positive	ini ippo ella padam achan nte molude koode akum	unknown_state
kunjaalikk ee sound fit alla ennoru thonal	Positive	kunjaalikk ee sound fit alla ennoru thonal	Mixed_feelings
00 20 galaxy star power star	unknown_state	00 20 galaxy star power star	unknown_state
ikka polichu athum e prayathil love u ikka	Positive	ikka polichu athum e prayathil love u ikka	Positive
tovino chetta pwoli love from kanniyakumari	Positive	tovino chetta pwoli love from kanniyakumari	Positive
adipoly rocking enik eshtamaayi adipoly rock on	Positive	adipoly rocking enik eshtamaayi adipoly rock on	Positive
ethu endha pulimuranta bgm okka koodi mix pratheesha pokavoo	Positive	ethu endha pulimuranta bgm okka koodi mix pratheesha pokavoo	Mixed_feelings
10 il kooduthal kandavar like adikk	unknown_state	10 il kooduthal kandavar like adikk	unknown_state
kurach subscribers ulla channelil ittoode 100k subscribers ulla channel videos mathre trending il varoo	unknown_state	kurach subscribers ulla channelil ittoode 100k subscribers ulla channel videos mathre trending il varoo	unknown_state
vaada idu mathi ivide like kondu nerayan l	unknown_state	vaada idu mathi ivide like kondu nerayan l	unknown_state
shavakallarayile kuzhimaadathile peril oru letter marach pedich lalettan ninnappo onnu nadungi	unknown_state	shavakallarayile kuzhimaadathile peril oru letter marach pedich lalettan ninnappo onnu nadungi	unknown_state
1 35 il rajuvettane etraper shradhichu back sidil	unknown_state	1 35 il rajuvettane etraper shradhichu back sidil	unknown_state
angane oru divasam daivam marichu hahahahah nalla comedy	Positive	angane oru divasam daivam marichu hahahahah nalla comedy	Mixed_feelings
bgm kidukkii makkale koode mammukka combi	Positive	bgm kidukkii makkale koode mammukka combi	Positive
mamukka i like you	Positive	mamukka i like you	Positive
dileepettan luv u luv u so much	Positive	dileepettan luv u luv u so much	Positive
kurupuutivarunavrde anakil kodtha keechan trailer ikkaa uff ingal eejathi mass fdfs urappachuu singasa thalivaa maduraraja rajaeffect rip youtube thukkiaydii	Positive	kurupuutivarunavrde anakil kodtha keechan trailer ikkaa uff ingal eejathi mass fdfs urappachuu singasa thalivaa maduraraja rajaeffect rip youtube thukkiaydii	Negative
mammooty fansavm dislike adiche poi madhurajak adikadaa etu vere levela mone dineshaa	Negative	mammooty fansavm dislike adiche poi madhurajak adikadaa etu vere levela mone dineshaa	Negative
murali gopi ningalude dialogue pwoliyaanu mwthe	Positive	murali gopi ningalude dialogue pwoliyaanu mwthe	Positive
ithe namma jayikkan mathram kalikana kaliyaa	Positive	ithe namma jayikkan mathram kalikana kaliyaa	Positive
patti vananagal okke dislike adichu thudangi	Negative	patti vananagal okke dislike adichu thudangi	Negative
hey w8 cheyyunnavar onn like adikk	unknown_state	hey w8 cheyyunnavar onn like adikk	unknown_state
madura raja polikum annu parayunavar like cheyu	unknown_state	madura raja polikum annu parayunavar like cheyu	unknown_state
dislike adicha mammookka fans njagade ettante varav kanekulirke kandota	Positive	dislike adicha mammookka fans njagade ettante varav kanekulirke kandota	Negative
katta waiting	Positive	katta waiting	Positive
sreekumara menone naari nee ithonnu kaanu	Negative	sreekumara menone naari nee ithonnu kaanu	Negative
idakide vannu nokiyilang oru samadhanam illa	Positive	idakide vannu nokiyilang oru samadhanam illa	unknown_state
my favorite actor surajetaan dhamu annan fans like adik	unknown_state	my favorite actor surajetaan dhamu annan fans like adik	unknown_state
oru rakshyum illatha trailer trailer ingane aanenkil movie eganeyayirikkum mass aayirukkm	Positive	oru rakshyum illatha trailer trailer ingane aanenkil movie eganeyayirikkum mass aayirukkm	Positive
like button adichu polikkedaa	unknown_state	like button adichu polikkedaa	unknown_state
lalettante katta fan aanu njan all the best laletta	Positive	lalettante katta fan aanu njan all the best laletta	Positive
ithenthu killichundan mambazhama ithokke namude raju ettanu koduthal pollichadukiyene	Negative	ithenthu killichundan mambazhama ithokke namude raju ettanu koduthal pollichadukiyene	Negative
padam poliyum ennu urappayi rajadhi raja enna thara padam pole	Positive	padam poliyum ennu urappayi rajadhi raja enna thara padam pole	Negative
ithu polikkum urappa kidu prithvikoodi undaavanamennu aagrahikkunnu by a lalettan fan	Positive	ithu polikkum urappa kidu prithvikoodi undaavanamennu aagrahikkunnu by a lalettan fan	Positive
innu urangaathe naalayavan veendi wait cheyyunnavar	unknown_state	innu urangaathe naalayavan veendi wait cheyyunnavar	unknown_state
mol marikkunnu enn traileril ninn manasilakum	unknown_state	mol marikkunnu enn traileril ninn manasilakum	unknown_state
teaser erakune munbe 1 4 dislike enthina enn manasilayaila	Negative	teaser erakune munbe 1 4 dislike enthina enn manasilayaila	Negative
entammoo lalettan clean shave look maarakam katta waiting for odiyan ettan daa	Positive	entammoo lalettan clean shave look maarakam katta waiting for odiyan ettan daa	Positive
perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass	Positive	perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass	Positive
versatile star jayasurya mass kaa baap pwoli item loading	Positive	versatile star jayasurya mass kaa baap pwoli item loading	Positive
rajuvetta katta waiting for lucifer	Positive	rajuvetta katta waiting for lucifer	Positive
how ande ponno rameshpisharadi pani padichu varunnud samvidhanam anna pani ee kanichathinel nannayal mathiyayirunnu ee cinima	Positive	how ande ponno rameshpisharadi pani padichu varunnud samvidhanam anna pani ee kanichathinel nannayal mathiyayirunnu ee cinima	Mixed_feelings
sooragetta poolichutoo last dialogue epic	Positive	sooragetta poolichutoo last dialogue epic	Positive
vivek oberoikku best villainte award koduthillengilanu	unknown_state	vivek oberoikku best villainte award koduthillengilanu	unknown_state
mohanlal fans from tamilnadu please make him mega movie release in tamil at same relese date	not-malayalam	mohanlal fans from tamilnadu please make him mega movie release in tamil at same relese date	not-malayalam
last vanna chullan chekkante peronnu paranju tharuvo	Positive	last vanna chullan chekkante peronnu paranju tharuvo	unknown_state
trailer kandu full comedy aanannu manasilakkivar evde come on	Positive	trailer kandu full comedy aanannu manasilakkivar evde come on	Positive
chutiya kam banaya karo yhe toh ka trailer hai	not-malayalam	chutiya kam banaya karo yhe toh ka trailer hai	not-malayalam
katta mammokka fans like buttonil power kanikku trailer polichu	Positive	katta mammokka fans like buttonil power kanikku trailer polichu	Positive
odiyan thulapichu myran v a sree kumar kopan poda	Negative	odiyan thulapichu myran v a sree kumar kopan poda	Negative
november 21 avan kathirikunnavar like adich pwolikk	unknown_state	november 21 avan kathirikunnavar like adich pwolikk	Positive
pullikaranstaraa best actor ee randu padangalude oru mix ayi thoni	Positive	pullikaranstaraa best actor ee randu padangalude oru mix ayi thoni	Mixed_feelings
padam irangum munpae 6 m adikum ennu thonnunavar adi like	unknown_state	padam irangum munpae 6 m adikum ennu thonnunavar adi like	unknown_state
idi vetti mazha peytha oru feeling	Positive	idi vetti mazha peytha oru feeling	unknown_state
madhura raja trailerinu surya fansinte ashamsakal	Positive	madhura raja trailerinu surya fansinte ashamsakal	Positive
13 days to go oo odiyan	not-malayalam	13 days to go oo odiyan	not-malayalam
age is no matter ikka legend	Positive	age is no matter ikka legend	not-malayalam
ethentha telugu movie vikranadithya malayam version ano	unknown_state	ethentha telugu movie vikranadithya malayam version ano	unknown_state
prithviraj ne kandupidichavar like karo	unknown_state	prithviraj ne kandupidichavar like karo	unknown_state
jayasuriya vijaya babu combination after aadu movie	Positive	jayasuriya vijaya babu combination after aadu movie	Positive
eanth oola trailer korch kanji eadukkattee	Positive	eanth oola trailer korch kanji eadukkattee	Negative
ee cinema ethayalum mammukaude blockbuster movie ayyirikum 100	Positive	ee cinema ethayalum mammukaude blockbuster movie ayyirikum 100	Positive
ikka ishtam ikka fans oru like	Positive	ikka ishtam ikka fans oru like	unknown_state
asif ikka ye screen il kaanan katta waiting	Positive	asif ikka ye screen il kaanan katta waiting	Positive
illuminati kurichu arinjitt trailer kanan vannavar ingot comon	unknown_state	illuminati kurichu arinjitt trailer kanan vannavar ingot comon	unknown_state
dec 12 onn akan etra nalay waiting anu	Positive	dec 12 onn akan etra nalay waiting anu	Positive
ikka vannu makkale iniyanu kaliyude idiyude vedi pooram	Positive	ikka vannu makkale iniyanu kaliyude idiyude vedi pooram	Positive
best actor poloru movie expect cheyunnu	Positive	best actor poloru movie expect cheyunnu	unknown_state
mohanlal or rajnikanth mohanlal like rajinikanth comment	not-malayalam	mohanlal or rajnikanth mohanlal like rajinikanth comment	not-malayalam
polichu trailer mass padam marana mass aarikkum urapp	Positive	polichu trailer mass padam marana mass aarikkum urapp	Positive
katta waiting nalla padamaanennu thonnunnu	Positive	katta waiting nalla padamaanennu thonnunnu	Positive
laletta nalla cinemaye language loode illathakkalle njangalkku sada language mathi	Positive	laletta nalla cinemaye language loode illathakkalle njangalkku sada language mathi	Negative
real fansinu kuru potti tudangi 1 4k dislikes	Negative	real fansinu kuru potti tudangi 1 4k dislikes	Negative
kerala police friends undel ivide kodu oru like	unknown_state	kerala police friends undel ivide kodu oru like	unknown_state
muruganae kolan stephen thanae vendi vannu enn urapp ulavar like adich pwolik	unknown_state	muruganae kolan stephen thanae vendi vannu enn urapp ulavar like adich pwolik	unknown_state
kalipp look and katta kalipp trailer blood boil moment	Positive	kalipp look and katta kalipp trailer blood boil moment	Positive
lucifier onnum onnum alla eth raja da	Positive	lucifier onnum onnum alla eth raja da	Mixed_feelings
mattoru dhrishyam aakum aakattey athinte soochana trailer il und	Positive	mattoru dhrishyam aakum aakattey athinte soochana trailer il und	Positive
thazhevettoor government school varkala ullavar aarenkilum undenkiluu koduu like adii	unknown_state	thazhevettoor government school varkala ullavar aarenkilum undenkiluu koduu like adii	unknown_state
kidilolkidilam item katta waiting for odiyan	Positive	kidilolkidilam item katta waiting for odiyan	Positive
1 02 idakk pulimurugante bgm pole varunnu	Positive	1 02 idakk pulimurugante bgm pole varunnu	Mixed_feelings
what a making	Positive	what a making	not-malayalam
katta waiting by a katta ettan fan	Positive	katta waiting by a katta ettan fan	not-malayalam
indhrans fansinte ellaa aashamsakalum supportum pwolikku makkale	Positive	indhrans fansinte ellaa aashamsakalum supportum pwolikku makkale	Positive
cinema kandittu trailer kanan vannavar adi like	unknown_state	cinema kandittu trailer kanan vannavar adi like	unknown_state
kerala s golden film lalettan is monster	not-malayalam	kerala s golden film lalettan is monster	not-malayalam
athra thavana kanditum madip thonunile oru rekshym ile super	Positive	athra thavana kanditum madip thonunile oru rekshym ile super	Positive
waiting for hindi	not-malayalam	waiting for hindi	not-malayalam
endhokke aayirunnu malapuram kathi kozhikode aluva	Negative	endhokke aayirunnu malapuram kathi kozhikode aluva	Negative
next blockbuster from mammukka and prithviraj	Positive	next blockbuster from mammukka and prithviraj	not-malayalam
valluvanaadi ne poole aavan oru range venamedaa	Positive	valluvanaadi ne poole aavan oru range venamedaa	Positive
pwli oru rakshyum illa muthaa ikkaa	Positive	pwli oru rakshyum illa muthaa ikkaa	Positive
report adikkunna lallunnikalle pokkoo vella panni eduth jeebikkedaa	Negative	report adikkunna lallunnikalle pokkoo vella panni eduth jeebikkedaa	Negative
prayam koodum thorum cinema adipwoli akukayanallo	Positive	prayam koodum thorum cinema adipwoli akukayanallo	Positive
ikkakkaano ettanaano kooduthal view like ulle enn nokkaan varunnavar ivde oru lyk idu	unknown_state	ikkakkaano ettanaano kooduthal view like ulle enn nokkaan varunnavar ivde oru lyk idu	Positive
time 3 45am kaanan vannavar undoo	unknown_state	time 3 45am kaanan vannavar undoo	unknown_state
ente ikka oru rakshem ulla	Positive	ente ikka oru rakshem ulla	Positive
eee trailer 3m adikoon ullavr evidae like	unknown_state	eee trailer 3m adikoon ullavr evidae like	unknown_state
3 million viewers hit like lalettan fans	unknown_state	3 million viewers hit like lalettan fans	unknown_state
bgm okke powli but poster kond undakiya oru roomajam teaserinu tharaan kazhinjilla endhokayo suspence und enn manasilayi waiting	Positive	bgm okke powli but poster kond undakiya oru roomajam teaserinu tharaan kazhinjilla endhokayo suspence und enn manasilayi waiting	Mixed_feelings
last dialogue oru rakshem illa asooya verum asooya sontham naadine vittukodukunna kali illa enth vannalm	Positive	last dialogue oru rakshem illa asooya verum asooya sontham naadine vittukodukunna kali illa enth vannalm	Positive
athu __ makkladaa ee jathi iteamsoka dislike cheyyunaa raju vs lalu	Positive	athu __ makkladaa ee jathi iteamsoka dislike cheyyunaa raju vs lalu	Negative
ithil mammookkayude mukavum shabdhavum mathrame ullu body mattarudeyo annennu thonnunnu entho evideyo	Mixed_feelings	ithil mammookkayude mukavum shabdhavum mathrame ullu body mattarudeyo annennu thonnunnu entho evideyo	Mixed_feelings
madhura raja pokkiri raja rajadhi raja bellaadi raja raja always mammookka da	Positive	madhura raja pokkiri raja rajadhi raja bellaadi raja raja always mammookka da	Positive
nenga tamil pesura azhagu irukke vera level	Positive	nenga tamil pesura azhagu irukke vera level	not-malayalam
first show ente koode arokke varum	unknown_state	first show ente koode arokke varum	unknown_state
pani ariyavunaknd thanneya pidichu nikune oru family feel good movie koodi vrununde happy birthday mammooka	Positive	pani ariyavunaknd thanneya pidichu nikune oru family feel good movie koodi vrununde happy birthday mammooka	Positive
entha oru enegy nammude daddy girigayum undu ithu polikum	Positive	entha oru enegy nammude daddy girigayum undu ithu polikum	Positive
5 million aakum ennu urappullavar like adik	unknown_state	5 million aakum ennu urappullavar like adik	unknown_state
ithrayum pratheekshichillaa ikkayude pilleru tripple allaa 100 madangu strong aahh	Positive	ithrayum pratheekshichillaa ikkayude pilleru tripple allaa 100 madangu strong aahh	Positive
ith polikun nighal ath parayunnu polikumo illayo polikum akil like cheyu	Positive	ith polikun nighal ath parayunnu polikumo illayo polikum akil like cheyu	Positive
mammootty tamil pesuraru and tamil actor namba jai irukaru avarum tamil pesuraru idha pathu happy aanavanga like pannunga	not-malayalam	mammootty tamil pesuraru and tamil actor namba jai irukaru avarum tamil pesuraru idha pathu happy aanavanga like pannunga	not-malayalam
ithu tamil oke kand kazhinna scene anallo bhai	Positive	ithu tamil oke kand kazhinna scene anallo bhai	unknown_state
innu ravile vare 181k likes ippo varum 121k likes	unknown_state	innu ravile vare 181k likes ippo varum 121k likes	unknown_state
vivek obroi kku sound koduthathu vineeth aano	unknown_state	vivek obroi kku sound koduthathu vineeth aano	unknown_state
ennikku aa 30 kollatte charithram ketta matiye	unknown_state	ennikku aa 30 kollatte charithram ketta matiye	unknown_state
surajanenn trailer pakuthyethiyappo mathrame manassilayulloo surajettan pwoli	Positive	surajanenn trailer pakuthyethiyappo mathrame manassilayulloo surajettan pwoli	Positive
ente entra kali kandittullavananu nii	unknown_state	ente entra kali kandittullavananu nii	unknown_state
lusifer oniladhigam kanubol lagadikumpole enalum kolam	Mixed_feelings	lusifer oniladhigam kanubol lagadikumpole enalum kolam	Mixed_feelings
teateril poi kanan katta waiting ayavar like adiche ikka ishtam	Positive	teateril poi kanan katta waiting ayavar like adiche ikka ishtam	Positive
repeat adich kanunnever ivde like adik	unknown_state	repeat adich kanunnever ivde like adik	unknown_state
1 34 il prithviraj ine kandavar like adikku	unknown_state	1 34 il prithviraj ine kandavar like adikku	unknown_state
18am padi ikka phritviraj	Positive	18am padi ikka phritviraj	unknown_state
ntemmo romam eneett ninn dance kalikkunn rajaa return	Positive	ntemmo romam eneett ninn dance kalikkunn rajaa return	Positive
entammo romanjaam romam ezhunettu nikkunnu enna trailara laletan marana mass	Positive	entammo romanjaam romam ezhunettu nikkunnu enna trailara laletan marana mass	Positive
ente ponnuu dileepetta trailer polichu ikkayude aniyanu dileepettanu vijayashamsakal nerunnu dileepettan peruthishtam ikka uyir	Positive	ente ponnuu dileepetta trailer polichu ikkayude aniyanu dileepettanu vijayashamsakal nerunnu dileepettan peruthishtam ikka uyir	Positive
erangana mumb 285 dislike ejjayi mayrol	Negative	erangana mumb 285 dislike ejjayi mayrol	Negative
raja returns	Positive	raja returns	unknown_state
padam verum oru below average lucifer like oombiya padam aakum enn orappullavr c man	Positive	padam verum oru below average lucifer like oombiya padam aakum enn orappullavr c man	Negative
ithu polichuu tovinoo broii i m also a ichayan of mii kalla kochu	Positive	ithu polichuu tovinoo broii i m also a ichayan of mii kalla kochu	Positive
ee 2019 enna varsham maamookkant thanne aan	Positive	ee 2019 enna varsham maamookkant thanne aan	Positive
dislike adichavarkk enthe naduviral namskaram	Negative	dislike adichavarkk enthe naduviral namskaram	Negative
